"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas19"	"Brevundimonas"	"Hymenobacter2"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"
"82"	180	2295	0	158	81	1	5	4	2	140	102	0	1	0	0	44	7	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	18	17	3	0	0	0	8	0	4	12	9	1	0	0	17	3	0	16	10	0	12	10	0	0	0	0	0	6	0	0	1	0	0	2	1	0
"83"	528	2304	1	194	101	8	4	1	0	68	25	2	2	0	0	40	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	6	0	0	7	0	0	0	0	7	0	0	4	2	1	0	0	13	17	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	2	6	0
"84"	45	2052	0	12	1	0	0	40	0	12	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	11	0	0	0	407	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0
"85"	2458	53	0	2	11	6	0	0	0	0	1	5	22	0	2	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	666	0	0	0	0	5	0	0	0	0	0	0	3	0	0	90	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"86"	11	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"87"	88	1005	1	0	0	0	0	0	0	115	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"88"	17	3549	0	12	0	0	0	0	0	218	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"89"	784	298	0	14	0	0	51	351	0	81	0	5	35	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1686	24	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
"90"	0	7	0	0	3	0	0	0	7	124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91"	102	443	0	1	1	0	1	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"92"	4	1276	0	314	127	0	0	0	0	700	10	0	3	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	7	0	0	0	0	6	0	0	0	18	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"93"	3373	115	0	3	459	14	1	0	0	3	28	5	59	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	76	1	0	0	4	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"94"	261	4121	0	15	12	0	1	1	0	31	5	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	34	0	0	0	1	0	0	6	0	1	0	1	1	0	0	8	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
"95"	10	270	0	2399	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
"96"	81	4730	1	0	3	16	21	7	0	6	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	15	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"97"	2211	1820	0	16	110	109	340	124	0	19	84	6	1	0	0	15	69	0	0	0	0	0	0	0	0	0	3	0	13	0	0	8	22	0	0	5	0	0	0	0	0	0	0	2	0	2	0	0	19	0	0	59	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	7	11	0
"98"	57	983	0	392	0	0	0	0	0	606	0	2	103	0	0	116	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"99"	6	3570	0	6	304	22	1	0	0	450	124	0	2	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0	1	26	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100"	3730	703	2	2	1	7	0	0	0	35	1	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	52	12	0	0	0	0	10	0	0	0	0	64	26	0	0	0	0	8	0	0	0	7	0	14	0	224	0	0	0	0	605	0	0	4	0	0	2	0	0
"101"	112	4337	0	923	14	0	0	0	0	156	71	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"102"	292	3010	0	59	159	0	65	22	5	102	7	6	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	4	0	0	0	0	0	4	1	1	0	3	18	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"103"	3	677	0	653	51	0	0	0	0	107	0	0	0	0	0	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"104"	342	2528	0	25	13	0	4	2	0	635	1	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	1	0	0	1	0	0	0	0	15	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"105"	381	5430	0	5	26	0	18	13	0	68	13	7	9	0	0	12	2	0	0	2	0	0	0	0	0	0	7	0	5	3	1	8	12	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	35	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	4	0	0
"106"	20	6113	1	3	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
"107"	64	1178	1	7	97	0	1	0	0	82	2	13	1266	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	15	0	0	0	0	0	0	0	1	2	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"108"	986	4714	0	2	80	26	194	0	34	4	43	4	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	2	1	8	1	0	0	0	9	0	1	0	0	0	0	0	11	0	10	0	0	26	3	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	4	0
"109"	8	263	0	14	0	0	0	0	0	25	0	16	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110"	756	3938	0	715	73	15	202	3	15	129	96	1	2	0	0	41	81	0	0	0	0	0	0	0	26	0	2	0	1	0	0	5	16	0	111	2	0	0	0	5	4	0	0	22	0	9	0	0	34	10	0	46	4	0	2	0	0	0	0	0	2	2	0	0	1	0	0	5	5	0
"111"	892	202	1	661	27	0	7	0	0	34	0	186	2287	0	2	679	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	26	4	0	0	0	4	0	2	0	0	1	2	4	0	0	1	0	0	0	0	0	2	0	0	0	1	19	0
"112"	30	6375	0	3	2	0	5	0	0	3	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	6	29	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"113"	392	3040	0	138	456	30	826	3	0	292	270	3	7	4	1	122	157	0	0	0	0	0	0	0	57	0	0	0	2	4	0	56	144	0	18	58	0	4	0	7	39	0	11	27	11	43	19	0	77	28	0	86	14	0	9	13	16	0	0	2	1	1	0	1	10	0	0	6	8	0
"114"	103	6228	0	24	3	0	0	0	0	12	54	3	8	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	22	29	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0
"115"	586	3729	0	265	254	147	57	1	0	158	227	92	3	0	0	229	35	0	0	0	0	0	0	0	0	0	0	8	3	0	0	39	1	0	0	24	0	0	0	0	0	0	1	20	8	7	4	0	50	4	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	4	3	0
"116"	1	335	0	2	0	0	0	0	0	72	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"117"	981	5446	0	18	156	3	204	0	8	17	162	0	0	0	0	6	249	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	2	0	0	16	1	6	0	0	43	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0
"118"	99	6708	0	98	11	0	5	0	0	21	149	5	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	1	0	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"119"	18	1796	0	3456	1	0	0	0	0	1183	0	7	32	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"120"	7	7087	0	316	77	0	0	0	0	560	22	0	3	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	3	1	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"121"	354	1594	1	195	7	6	4	0	0	3921	0	11	5	0	1	0	0	0	0	0	0	0	0	11	1107	0	0	256	2	0	0	1	0	0	0	0	0	0	0	63	0	0	0	22	1	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	4	0	0
"122"	0	6466	0	882	166	0	0	0	0	903	2	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"123"	581	4467	0	67	60	0	28	9	102	329	47	2	19	0	0	7	0	0	0	0	0	0	0	0	12	0	2	0	16	2	0	13	0	0	0	5	0	0	0	0	0	0	0	13	3	0	0	0	26	2	0	9	1	0	4	1	0	0	0	0	0	1	0	0	1	0	0	7	0	0
"124"	75	33	0	6404	0	0	46	0	0	320	0	37	253	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"125"	6	8438	0	0	7	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"126"	123	5682	0	1253	2	0	0	0	0	191	5	13	585	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	12	0	0	41	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"127"	2	4315	0	2049	126	0	1	1	0	831	37	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	35	0	0	0	10	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"128"	343	917	0	42	12	0	0	0	0	3688	0	2	406	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"129"	5751	2344	0	9	51	146	161	75	0	25	141	0	8	0	0	5	23	0	0	0	0	0	0	0	0	0	16	3	196	11	1	27	6	0	0	4	7	58	0	0	0	2	4	37	0	6	0	0	20	45	4	28	0	0	12	0	1	0	0	0	0	0	0	0	3	0	0	18	58	0
"130"	217	3901	0	612	1	0	2	4	0	62	29	74	110	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	188	4	0	0	0	0	19	1	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"131"	1014	7722	0	4	75	3	42	4	0	3	42	1	1	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	16	1	0	89	0	0	0	26	0	1	0	1	0	1	6	43	0	2	0	2	61	0	0	21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
"132"	246	8925	0	27	44	0	15	0	1	31	2	0	16	0	0	310	7	5	0	0	0	0	0	0	1	0	0	0	4	0	0	0	13	0	28	18	0	0	0	1	24	0	0	16	1	0	0	0	41	2	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0
"133"	12	3123	0	1115	1	0	0	0	0	2155	0	0	0	0	0	203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"134"	4	4140	0	3478	1	0	0	0	0	558	0	40	530	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"135"	2842	7568	0	0	76	17	452	5	4	20	150	1	0	0	0	3	20	0	0	0	0	0	0	0	0	0	1	0	10	1	2	13	0	0	34	13	0	0	0	0	10	0	0	93	0	47	0	0	98	6	0	68	12	0	4	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0
"136"	4416	5982	0	25	17	14	217	42	100	0	269	4	21	0	2	5	19	0	0	0	0	0	0	0	1	0	1	0	9	20	9	17	1	0	129	3	0	1	0	0	0	0	1	48	0	14	0	0	50	49	0	53	57	0	34	0	12	0	0	0	3	0	0	0	0	0	0	31	12	0
"137"	0	10288	0	2	1	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"138"	1651	10559	4	0	19	0	0	0	0	9	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	71	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
"139"	160	7725	0	262	446	3	13	2	0	1341	147	5	267	0	0	30	0	0	0	0	0	0	0	2197	3	0	0	0	2	0	0	4	1	1	0	90	0	0	0	7	0	0	12	7	15	6	3	0	42	1	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"140"	3	12760	0	59	34	0	0	0	0	36	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"141"	270	6638	0	606	676	30	1358	1	7	595	800	1	1	0	0	336	241	0	0	0	0	0	0	3	20	0	0	0	19	0	0	2	874	0	7	143	0	2	0	1	32	0	2	21	62	104	2	0	207	5	0	185	18	0	8	26	0	0	0	0	1	20	0	0	0	0	0	6	1	0
"142"	269	12207	0	0	1	0	126	28	0	2	0	39	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	36	0	0	13	0	0	0	0	0	0	0	0	0	0	4	13	0	9	0	0	47	0	0	0	0	0	3	0	0	0	1	0	0	6	0	0	0	0	0	8	0	0
"143"	106	146	0	4269	16	1	1	9	0	303	0	79	102	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"144"	129	10716	0	32	12	1	2	1206	0	120	0	46	310	0	0	56	0	0	0	0	0	0	0	18	37	0	0	0	12	0	0	2	33	0	0	1	0	0	0	86	3	0	312	3	1	0	0	2	51	64	0	0	0	3	50	0	10	0	0	0	0	0	0	0	0	0	0	13	0	0
"145"	7772	333	0	29	73	89	1142	221	0	92	86	51	133	1	2	14	258	11	0	0	0	0	0	2	21	0	0	0	2265	2	5	417	79	0	0	0	0	8	0	41	0	0	55	38	0	13	0	1	7	85	0	2	2	0	23	1	15	0	0	0	2	3	0	0	0	0	0	8	37	0
"146"	10	4001	0	1192	0	0	0	0	0	6308	0	27	6	0	0	489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"147"	58	14104	1	1	130	0	8	8	0	7	45	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	2	0	1	0	3	67	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
"148"	439	3106	0	515	2607	1	584	14	3	1851	227	14	107	0	3	1162	205	30	0	0	0	0	1	14	574	0	0	0	10	0	0	24	635	0	5	187	0	0	0	640	1142	0	17	29	237	61	0	0	48	12	0	5	6	0	3	158	26	0	0	0	0	0	0	64	4	0	0	2	0	0
"149"	1	6659	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"150"	20	1711	0	1898	48	0	2	0	0	4982	0	9	231	0	0	5874	13	0	0	0	0	0	0	46	61	0	0	0	1	0	0	1	5	1	0	3	0	0	0	27	56	0	2	2	19	0	0	0	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"151"	32	11267	0	1360	4	0	1	0	0	76	0	52	510	0	4	37	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"152"	712	2986	0	2297	68	29	2730	0	1	20	6	36	612	0	3	80	13	0	0	0	0	0	0	147	4890	0	0	29	8	0	2	0	5	0	0	6	0	4	0	319	11	0	0	21	5	147	0	0	76	3	0	2	3	0	0	7	5	0	0	0	0	0	0	336	0	0	0	10	0	0
"153"	560	9404	0	4166	303	0	11	1	3	1788	55	0	0	0	0	1086	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	7	35	0	0	0	0	0	0	0	38	41	1	1	1	35	0	0	16	1	0	1	15	0	0	0	0	1	0	0	0	1	0	0	1	0	0
"154"	130	914	0	1873	1020	13	219	4	0	2092	2225	0	19	0	0	2253	177	0	0	0	0	0	0	51	2080	0	0	0	8	0	1	26	3232	0	28	21	0	0	0	76	1611	0	42	12	133	9	0	0	18	5	0	125	35	0	9	80	17	0	0	0	0	1	0	39	1	0	0	0	8	0
"155"	472	2023	0	608	504	3	20	11	0	1076	8195	1	187	1	0	346	29	6	0	0	0	0	0	1651	159	0	2	0	49	1	0	147	505	0	258	39	0	3	0	2381	209	0	37	20	35	0	0	0	131	19	0	135	53	0	7	20	91	0	0	0	1	6	0	8	6	0	0	1	3	0
"156"	3	21472	0	12	25	0	0	0	0	62	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"157"	71	21035	0	8	54	0	0	0	0	300	0	2	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	12	0	0	0	4	0	0	16	7	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
