"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas19"	"Brevundimonas"	"Hymenobacter2"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"
"36"	0	154	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
"37"	7	177	0	21	0	0	0	0	0	19	47	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38"	19	27	0	0	0	0	0	0	0	41	0	0	68	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"39"	26	185	0	19	0	0	0	0	0	9	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40"	12	337	0	0	0	0	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"41"	20	183	0	42	14	0	0	0	0	4	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"42"	112	268	0	2	0	0	0	1	0	8	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"43"	12	417	0	0	0	0	0	0	0	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"44"	95	325	0	0	0	0	6	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"45"	173	84	0	0	10	59	1	0	2	16	80	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	0	25	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"46"	0	564	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"47"	42	461	1	33	15	1	2	0	0	60	10	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"48"	32	24	0	111	54	0	2	0	0	286	18	0	0	0	0	116	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"49"	17	635	0	4	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"50"	40	442	4	47	8	0	1	0	0	46	11	3	35	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
"51"	227	151	0	24	16	18	0	1	0	170	2	1	30	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"52"	0	385	0	0	0	0	0	0	0	7	298	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
"53"	11	381	0	30	2	1	1	0	0	34	1	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
"54"	5	512	0	5	0	0	0	0	3	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	134	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
"55"	163	554	0	0	0	0	0	9	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	5	1	0	0	8	0	2	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0
"56"	333	139	0	58	0	81	0	0	0	6	29	33	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"57"	176	349	0	1	0	86	26	12	1	6	43	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	93	1	0	0	0	0	4	0	0	0	0	0	0	0	0	24	11	1	0	0	0	0	0	1	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0
"58"	725	107	0	1	0	0	0	0	3	0	6	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	638	30	0	2	2	0	0	5	0	11	0	7	29	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
"60"	81	615	0	21	18	0	31	0	0	71	16	0	0	0	0	17	19	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	0	0	0	0	8	0	14	0	0	0	0	0	1	0	10	7	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"61"	36	970	0	0	2	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"62"	173	287	0	11	17	0	0	5	0	12	0	0	10	0	0	10	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"63"	49	788	0	5	0	0	19	0	1	25	0	0	7	0	0	0	13	0	0	146	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	2	8	6	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
"64"	31	1035	0	0	6	0	1	0	0	0	11	0	0	0	0	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65"	93	679	0	118	12	0	0	0	0	23	9	24	176	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	0	881	0	485	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67"	1037	472	0	1	6	0	4	9	1	3	12	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	6	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"68"	713	105	0	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	0	0	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69"	215	613	0	24	6	10	117	11	0	0	87	5	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	15	27	0	3	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	9	0	26	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
"70"	1	1684	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"71"	17	1707	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"72"	70	322	0	118	6	17	54	0	0	6	10	8	123	0	0	5	0	0	0	0	0	0	0	0	676	0	0	9	0	0	0	0	0	0	3	0	0	0	4	56	0	0	3	0	0	1	0	22	1	0	0	13	0	14	0	0	0	0	0	0	0	0	0	58	0	0	7	0	0	0
"73"	23	1681	0	4	1	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0
"74"	1	19	0	0	0	0	0	0	0	3	0	1	1139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"75"	371	393	0	313	1	0	0	0	0	345	0	19	23	0	0	329	1	0	0	0	0	0	0	10	20	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10	10	0	0	1	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76"	1113	566	0	6	23	1	1	1	0	8	130	3	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	28	0	0	9	2	0	5	1	0	0	0	0	0	0	4	5	0	0	0	0	7	0	0	141	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
"77"	1444	674	0	1	4	0	2	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	0	29	1	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"78"	6	2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"79"	0	2633	0	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"80"	50	600	0	638	0	0	1	0	0	58	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"81"	13	2902	0	38	25	0	1	0	0	9	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
