"samples"	"Sphingomonas1"	"Pseudomonas1"	"Caloribacterium1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Pseudomonas4"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Sphingomonas3"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Pseudomonas7"	"Sphingomonas4"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Planctomicrobium"	"Microbacteriaceae3"	"Sphingomonas5"	"Gaetbulimicrobium1"	"Microbacteriaceae4"	"Pseudomonas8"	"Gaetbulimicrobium2"	"Aureimonas"	"Sphingomonadaceae"	"Pseudomonas9"	"Puniceicoccus1"	"Massilia4"	"Polaromonas"	"Pseudomonas10"	"Janthinobacterium"	"Pseudomonas11"	"Acinetobacter"	"Pseudomonas12"	"Neorhizobium"	"Acetobacteraceae3"	"Pseudomonas13"	"Pseudomonas14"	"Methylobacterium2"	"Sphingomonas6"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Puniceicoccus2"	"Flavobacterium"	"Sphingomonas7"	"Hymenobacter1"	"Sphingomonas8"	"Pedobacter3"	"Caloribacterium2"	"Sphingomonas9"	"Sphingomonas11"	"Persicirhabdus"	"Pseudomonas15"	"Pseudomonas29"	"Pseudomonas21"	"Pseudomonas24"	"Pseudomonas16"	"Massilia5"	"Sphingomonas10"	"Arthrobacter"	"Pseudomonas17"	"Sphingomonas12"	"Pseudomonas20"	"Comamonas"	"Pseudomonas19"	"Pseudomonas18"	"Brevundimonas"	"Sphingomonas13"	"Hymenobacter2"	"Pseudomonas22"	"Duganella2"	"Pseudomonas23"	"Hymenobacter3"	"Pseudomonas25"	"Rhizobium2"	"Staphylococcus"	"Sphingomonas14"	"Pseudomonas26"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Acetobacteraceae4"	"Pseudomonas27"	"Pseudomonas28"	"Thermoproteus"	"Sphingomonas15"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Rhizobium3"	"Pedobacter5"	"Sphingomonas17"	"Pseudomonas35"	"Sphingomonas16"	"Sphingomonas18"	"Hymenobacter4"	"Pseudomonas32"	"Sphingomonas19"	"Epilithonimonas"	"Ramlibacter2"	"Sphingomonas21"	"Caloribacterium3"	"Pseudomonas31"	"Paenibacillus"	"Caloribacterium4"	"Pseudomonas33"	"Sphingomonas20"	"Caloribacterium5"	"Pseudomonas34"	"Caloribacterium6"	"Sphingomonas22"	"Methylobacterium3"	"Pseudomonas36"	"Cloacibacterium"	"Caloribacterium7"	"Caloribacterium8"	"Pseudomonas37"	"Caloribacterium9"	"Massilia6"	"Massilia7"	"Caloribacterium10"	"Massilia8"	"Sphingomonas23"	"Sphingomonas24"	"Methylobacterium4"	"Caloribacterium11"	"Caloribacterium12"	"Pseudomonas39"	"Microbacteriaceae5"	"Pseudomonas38"	"Sphingomonas25"	"Pseudomonas40"	"Sphingomonas26"	"Sphingomonas27"	"Phycisphaera"	"Caloribacterium13"	"Pseudomonas41"	"dataset.x"	"ROW_TOTALS"	"total"	"mtDNA"	"cpDNA"	"contam"	"prop_c"	"controls"	"in_MED"	"TOT_MED"	"n.post"	"n.pre"	"n.contam"	"prop.contam"	"n.otus"	"PlotNum"	"SubPlotTx"	"PlotCond"	"txfull"	"SampType"	"DmgM"	"DmgAny"	"NDmgTypes"
"105"	"NPB13_039_TU"	30	1	15	0	1	0	1	0	0	7	0	7	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	84	10000	3557	6325	9882	0.9882	"0"	"NPB13_039_TU"	84	147	28041	27894	0.9948	39	39	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"106"	"NPB13_040_CD"	8	29	3273	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	24	0	17	0	0	0	0	30	13	0	14	0	0	16	0	0	0	0	15	14	0	0	0	0	0	0	0	17	11	0	"NPB2013"	3613	8924	4693	430	5123	0.574069923800986	"0"	"NPB13_040_CD"	3633	90	11549	11459	0.9922	17	40	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"107"	"NPB13_040_CU"	16	11	129	0	0	0	0	0	0	1	0	0	19	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	"NPB2013"	194	13032	4615	8118	12733	0.977056476365869	"0"	"NPB13_040_CU"	201	281	37006	36725	0.9924	42	40	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"108"	"NPB13_040_TU"	15	14	4	0	2	0	0	617	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	679	11086	5827	4537	10364	0.934872812556377	"0"	"NPB13_040_TU"	679	890	24019	23129	0.9629	47	40	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"109"	"NPB13_041_CU"	997	505	19	0	6	23	1	14	1	1	0	4	130	3	1	36	0	0	0	0	0	0	1	2	23	7	0	0	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	9	2	2	0	0	0	5	0	1	5	0	9	0	0	0	0	0	3	0	4	4	2	3	5	0	3	2	2	0	4	0	4	0	7	8	0	0	5	3	0	1	0	4	141	2	0	0	0	0	2	2	1	0	0	0	0	2	0	4	0	0	0	0	0	0	6	0	0	3	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	5	0	0	0	0	0	1	3	0	0	0	3	0	2	2	0	2	1	0	0	0	"NPB2013"	2093	10020	3953	3758	7711	0.769560878243513	"0"	"NPB13_041_CU"	2093	3057	10760	7703	0.7159	110	41	"C"	"M"	"MC"	"4L"	"n"	0	0
"110"	"NPB13_041_TD"	10	385	10	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	9	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"NPB2013"	483	7336	2485	4230	6715	0.915348964013086	"0"	"NPB13_041_TD"	483	780	21668	20888	0.964	55	41	"TX"	"M"	"MTX"	"1L"	"y"	1	1
"111"	"NPB13_041_TU"	137	14	10	1	0	10	2	0	0	0	0	0	14	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	"NPB2013"	223	12391	11668	387	12055	0.972883544508111	"0"	"NPB13_041_TU"	224	413	15046	14633	0.9726	72	41	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"112"	"NPB13_042_CD"	1	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	30	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"NPB2013"	139	10243	3809	6265	10074	0.983500927462657	"0"	"NPB13_042_CD"	139	156	51420	51264	0.997	34	42	"C"	"SA"	"SAC"	"2L"	"y"	1	1
"113"	"NPB13_042_CU"	2152	47	28	0	2	11	6	0	0	0	0	0	1	5	18	97	0	2	0	0	0	0	0	0	49	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	4	666	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	7	0	17	0	0	0	6	0	0	0	0	0	0	0	10	90	0	11	0	0	0	0	0	12	0	0	0	1	0	0	0	4	28	1	5	0	0	0	0	0	1	10	0	0	0	0	0	0	4	0	0	10	0	0	7	0	0	3	1	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	4	0	7	0	3	5	0	0	0	"NPB2013"	3387	15077	5085	6118	11203	0.743052331365656	"0"	"NPB13_042_CU"	3387	5283	42645	37362	0.8761	200	42	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"114"	"NPB13_042_TD_1"	66	3	1314	0	6386	0	0	6	46	0	0	0	0	32	250	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	16	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	29	3	2	0	0	12	0	0	0	11	0	0	0	1	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	11	1	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	15	0	0	9	0	0	3	0	15	0	0	6	0	8	10	0	3	0	0	2	0	0	0	0	3	9	0	3	0	0	0	0	0	5	5	0	"NPB2013"	8639	11071	1945	42	1987	0.17947791527414	"0"	"NPB13_042_TD_1"	NA	9937	25630	15693	0.6123	160	42	"TX"	"SA"	"SATX"	"2L"	"y"	1	1
"115"	"NPB13_042_TD_2"	0	58	0	0	12	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	79	21902	21631	65	21696	0.990594466258789	"0"	"NPB13_042_TD_2"	79	137	12982	12845	0.9894	26	42	"TX"	"SA"	"SATX"	"2L"	"y"	1	1
"116"	"NPB13_042_TU"	17	32	11	0	17	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	106	7111	2671	4259	6930	0.974546477288708	"0"	"NPB13_042_TU"	106	252	21886	21634	0.9885	64	42	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"117"	"NPB13_043_CD"	1486	9755	21	4	0	14	0	36	0	0	0	0	1	0	0	48	0	0	2	0	0	0	0	1	36	0	0	0	0	0	0	1	0	0	0	0	0	106	0	0	0	2	0	0	0	6	0	2	0	3	0	0	7	61	0	12	5	0	0	0	0	1	0	5	0	0	71	4	0	53	35	61	0	39	0	9	0	56	2	0	0	45	37	0	2	0	42	0	32	0	9	0	0	9	0	0	0	0	0	0	51	0	16	0	0	0	0	0	0	3	0	0	1	0	32	3	0	0	0	0	29	0	0	4	0	0	72	0	5	0	17	0	0	0	18	0	0	0	0	0	6	0	0	0	0	10	0	21	3	0	0	0	1	0	1	"NPB2013"	12414	13314	169	136	305	0.0229082169145261	"0"	"NPB13_043_CD"	12414	16440	30627	14187	0.4632	125	43	"C"	"M"	"MC"	"2L"	"y"	1	1
"118"	"NPB13_043_CU"	1289	606	8	0	1	3	0	5	2	0	0	0	2	0	7	55	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	17	0	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	10	3	0	0	0	0	5	0	6	29	0	1	3	0	3	0	3	0	2	0	5	0	8	7	0	0	2	3	0	6	0	4	0	2	0	0	0	0	5	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	5	1	0	0	0	0	2	0	0	9	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	3	6	0	0	0	"NPB2013"	2211	7420	2579	2466	5045	0.679919137466307	"0"	"NPB13_043_CU"	2211	3040	24342	21302	0.8751	63	43	"C"	"M"	"MC"	"4L"	"n"	0	0
"119"	"NPB13_043_TD"	0	353	0	0	0	0	0	5	0	0	0	7	298	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	"NPB2013"	750	12039	6496	4587	11083	0.920591411246781	"0"	"NPB13_043_TD"	750	1323	27367	26044	0.9517	66	43	"TX"	"M"	"MTX"	"1L"	"y"	1	1
"120"	"NPB13_043_TU"	647	103	19	0	1	0	0	0	0	0	3	0	6	1	0	25	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	5	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	9	0	0	0	7	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	"NPB2013"	884	7589	4409	2193	6602	0.869943339043352	"0"	"NPB13_043_TU"	885	1174	17614	16440	0.9333	43	43	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"121"	"NPB13_044_CD"	102	5191	887	0	1170	2	0	122	0	0	0	14	5	10	585	10	0	0	0	0	0	0	0	144	4	0	0	0	0	0	0	0	0	1	0	0	3	45	0	0	0	5	0	0	0	28	0	0	0	0	0	0	0	47	0	0	0	0	1	0	2	0	0	1	0	14	12	0	0	21	10	30	0	23	0	0	41	19	0	2	1	21	22	0	1	0	16	0	17	0	6	0	0	1	4	0	0	0	0	71	15	8	1	0	0	0	0	0	0	1	12	0	0	0	9	1	0	0	0	6	19	0	10	4	0	6	2	4	0	0	12	0	3	8	2	13	0	0	1	0	1	0	0	7	6	25	0	10	0	0	0	0	2	6	17	"NPB2013"	8922	10594	1336	32	1368	0.12912969605437	"0"	"NPB13_044_CD"	8924	10112	24517	14405	0.5876	125	44	"C"	"JA"	"JAC"	"4L"	"y"	1	1
"122"	"NPB13_044_CU"	38	84	8	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	"NPB2013"	170	22783	21909	567	22476	0.986525040600448	"0"	"NPB13_044_CU"	170	256	29812	29556	0.9914	32	44	"C"	"JA"	"JAC"	"4L"	"n"	0	0
"123"	"NPB13_044_TD"	524	3363	898	0	243	229	145	93	57	1	0	86	227	90	3	27	0	0	217	32	0	0	0	0	8	0	0	0	0	0	0	0	0	8	3	0	2	43	0	0	0	21	0	3	39	51	1	25	0	0	0	0	24	27	0	1	0	0	0	0	0	2	0	3	1	12	20	2	0	21	7	11	8	13	7	1	4	17	3	4	0	26	14	4	4	0	9	0	25	0	5	0	3	1	24	0	2	0	0	16	12	6	3	0	0	0	0	1	0	0	6	0	2	0	8	0	0	0	0	6	13	0	3	0	0	3	20	5	0	0	5	0	1	3	4	3	0	1	4	1	1	3	0	5	1	12	0	9	2	8	1	1	4	3	2	"NPB2013"	6922	11539	3851	212	4063	0.352110234855707	"0"	"NPB13_044_TD"	6927	8487	26942	18455	0.685	242	44	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"124"	"NPB13_044_TU"	35	891	6	0	0	2	0	8	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	5	8	0	4	0	0	0	4	0	0	0	2	10	0	0	0	5	0	5	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	"NPB2013"	1032	19714	17310	1233	18543	0.940600588414325	"0"	"NPB13_044_TU"	1032	1351	22362	21011	0.9396	36	44	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"125"	"NPB13_045_CD"	240	11288	467	0	0	0	0	34	122	28	0	1	0	39	73	7	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	4	36	0	0	127	0	0	0	0	0	0	13	1	0	1	0	0	0	0	0	72	0	3	0	0	0	0	0	0	0	2	4	7	13	1	0	72	30	57	0	62	9	1	0	56	2	0	0	34	40	0	0	0	50	0	48	0	8	0	0	3	13	3	0	0	0	0	35	3	1	0	1	0	0	0	6	0	0	0	0	0	11	0	0	0	0	4	23	0	3	135	0	5	10	0	0	0	17	0	2	1	8	2	4	0	5	0	0	0	0	1	1	9	2	22	1	0	0	0	1	2	1	"NPB2013"	13396	22173	8215	74	8289	0.373833040184008	"0"	"NPB13_045_CD"	13397	16892	31589	14697	0.4653	128	45	"C"	"JA"	"JAC"	"4L"	"y"	1	1
"126"	"NPB13_045_CU"	42	153	10	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	"NPB2013"	231	14987	14112	531	14643	0.977046773870688	"0"	"NPB13_045_CU"	231	343	19479	19136	0.9824	34	45	"C"	"JA"	"JAC"	"4L"	"n"	0	0
"127"	"NPB13_045_TD"	3	11759	104	0	48	20	0	94	0	0	0	5	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	4	0	0	0	27	0	14	0	0	0	0	12	89	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	46	20	44	0	66	0	0	0	61	0	0	0	43	49	0	0	0	56	0	41	0	15	0	0	0	0	0	2	0	0	8	49	0	0	0	0	0	0	0	0	0	3	0	0	0	22	0	0	0	0	2	20	0	1	113	0	0	7	1	0	0	19	0	1	1	0	0	0	0	0	0	0	0	0	1	1	10	0	28	0	0	0	0	0	1	0	"NPB2013"	13067	14939	1510	8	1518	0.101613227123636	"0"	"NPB13_045_TD"	13067	19070	32141	13071	0.4067	124	45	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"128"	"NPB13_045_TU"	38	363	33	4	45	8	0	45	1	0	0	9	11	3	35	0	0	0	0	1	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	23	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	2	0	4	0	0	0	2	0	0	2	4	2	0	2	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	"NPB2013"	710	4789	1737	1588	3325	0.694299436207977	"0"	"NPB13_045_TU"	710	2583	25833	23250	0.9	133	45	"TX"	"JA"	"JATX"	"5L"	"n"	0	0
"129"	"NPB13_046_CU"	5	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	33	12299	12107	147	12254	0.996341165948451	"0"	"NPB13_046_CU"	33	52	17807	17755	0.9971	12	46	"C"	"JA"	"JAC"	"4L"	"n"	0	0
"130"	"NPB13_046_TD"	2551	6757	0	0	0	64	17	302	439	5	4	3	150	1	0	101	0	0	3	19	0	0	0	3	42	0	0	0	0	0	0	1	0	0	10	0	0	80	0	1	2	4	0	1	13	10	0	12	0	0	34	0	13	40	0	18	0	0	0	0	10	5	0	23	0	0	81	11	0	43	19	23	0	32	47	20	0	27	15	0	0	39	32	6	12	0	27	68	22	0	7	1	0	4	59	4	0	0	0	0	23	0	7	0	0	0	1	11	0	8	0	0	3	0	11	6	0	0	12	0	21	0	0	70	0	0	7	0	7	0	8	0	0	0	33	0	13	0	0	0	2	0	0	0	0	5	0	11	2	0	2	3	0	0	1	"NPB2013"	11604	17493	5055	49	5104	0.291773852398102	"0"	"NPB13_046_TD"	11604	15674	28804	13130	0.4558	228	46	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"131"	"NPB13_046_TU"	38	405	17	1	33	15	1	16	2	0	0	23	10	0	0	2	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	5	0	1	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4	0	1	1	7	0	6	0	1	1	0	0	0	3	3	1	0	2	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"NPB2013"	665	14143	9795	3593	13388	0.946616700841406	"0"	"NPB13_046_TU"	665	960	25944	24984	0.963	72	46	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"132"	"NPB13_048_CD"	31	10179	2722	0	1228	2	0	311	1	0	0	4	0	50	505	1	0	4	36	0	0	0	0	22	0	0	0	0	0	0	0	0	0	20	0	0	2	143	0	0	0	6	0	0	0	44	1	2	0	0	0	0	2	62	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	53	35	45	0	51	0	0	0	41	0	1	0	39	44	0	0	0	40	0	42	0	6	0	0	0	0	0	0	0	0	101	34	26	0	0	0	0	0	0	0	0	31	0	0	0	15	0	0	0	0	22	28	0	17	2	0	12	75	18	0	0	12	0	19	16	0	19	0	0	18	0	0	0	0	13	8	34	5	14	0	0	0	0	8	13	1	"NPB2013"	16382	21813	4300	407	4707	0.215788749828084	"0"	"NPB13_048_CD"	16401	17999	35846	17847	0.4979	199	48	"C"	"SA"	"SAC"	"4L"	"y"	1	1
