plot	date	time	who	condition	tx	plant	height	n.leaves	n.mines	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
48	41502	0.429166667	AK & PTH	SA	tx	A4	40	7	5	5	3	14			3	0			
48	41502	0.429166667	AK & PTH	SA	tx	B1	35	7	2	2	2	3	1	3	3	0			
48	41502	0.429166667	AK & PTH	SA	tx	B2	35	6	3	3	2	6			3	0			
48	41502	0.429166667	AK & PTH	SA	tx	B3	31	6	3	3	0	0			4	0			
48	41502	0.429166667	AK & PTH	SA	tx	B4	34	4	2	2	1	3			0	0			
48	41502	0.429166667	AK & PTH	SA	tx	C1	41	9	4	4	2	7	3	5	0	0			
48	41502	0.429166667	AK & PTH	SA	tx	C2	13	5	2	2	1	0			0	0			
48	41502	0.429166667	AK & PTH	SA	tx	C3	38	8	1	1	1	4			0	0		1	
48	41502	0.429166667	AK & PTH	SA	tx	C4	36	9	3	3	2	3			0	0			
48	41502	0.429166667	AK & PTH	SA	tx	D1	41	13	5	5	4	16	1	7	3	0			
48	41502	0.429166667	AK & PTH	SA	tx	D2	33	7	1	1	1	2			2	0			
48	41502	0.429166667	AK & PTH	SA	tx	D3	39	7	4	4	2	6			0	0			
48	41502	0.429166667	AK & PTH	SA	tx	D4	43	8	5	5	2	9			3	0			
48	41502	0.429166667	AK & PTH	SA	zm	A1	49	10	6	6	3	5	4	3	2	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	A2	49	10	9	9	2	9			0	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	A3	47	9	8	8	4	11			4	1			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	A4	40	8	7	7	2	2			2	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	B1	45	10	7	7	2	3	3	2	2	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	B2	49	11	9	9	4	8			2	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	B3	42	8	6	6	3	0			1	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	B4	49	8	4	4	2	0			0	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	C1	46	9	6	6	3	6	3	1	1	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	C2	54	8	5	5	3	0			0	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	C3	43	9	6	6	3	9			1	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	C4	41	10	7	7	3	12			1	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	D1	41	8	7	7	2	0	4	NA	0	1			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	D2	50	11	7	7	2	9			0	1			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	D3	47	10	5	5	2	8			0	0			CONTROL SOMEWHAT FLATTENED
48	41502	0.429166667	AK & PTH	SA	zm	D4	42	8	4	4	2	2			2	0			CONTROL SOMEWHAT FLATTENED
49	41501	0.690972222	PTH & NA	MOCK	tx	A1	41	9	1	1	1	2			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	A2	27	7	4	3	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	A3	43	4	4	4	1	7			1	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	A4	42	8	1	1	3	11			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	B1	26	5	1	1	1	0			1	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	B2	48	10	2	2	3	20			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	B3	37	10	2	2	3	1			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	B4	35	8	0	0	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	C1	54	9	3	2	2	21			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	C2	41	10	2	2	2	2			0	0			
49	41501	0.690972222	PTH & NA	MOCK	tx	C3	45	7	3	3	1	11			0	0			DRY LEAVES
49	41501	0.690972222	PTH & NA	MOCK	tx	C4	39	5	3	3	3	0			0	0		1	
49	41501	0.690972222	PTH & NA	MOCK	tx	D1	30	8	1	1	1	0			0	0		1	
49	41501	0.690972222	PTH & NA	MOCK	tx	D2	41	5	3	3	2	7			0	0		1	
49	41501	0.690972222	PTH & NA	MOCK	tx	D3	34	7	3	3	1	2			0	0			DRY LEAVES
49	41501	0.690972222	PTH & NA	MOCK	tx	D4	32	9	2	2	1	1			0	0		1	DRY LEAVES
49	41501	0.690972222	PTH & NA	MOCK	zm	A1	24	10	2	2	1	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	A2	38	9	4	3	3	12			1	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	A3	39	8	5	5	5	10			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	A4	25	9	2	2	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	B1	32	12	2	1	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	B2	27	9	3	3	1	1			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	B3	20	5	4	4	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	B4	33	8	5	5	1	3			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	C1	24	4	4	4	4	0			1	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	C2	38	7	4	4	2	10			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	C3	35	6	5	5	2	10			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	C4	23	5	2	2	2	0			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	D1	33	8	3	3	3	3			1	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	D2	28	5	5	5	1	0			2	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	D3	39	6	3	3	2	11			0	0			
49	41501	0.690972222	PTH & NA	MOCK	zm	D4	31	8	4	4	4	4			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	A1	43	12	2	2	1	12	1	2	0	1			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	A2	38	7	2	2	2	4			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	A3	35	12	1	1	2	6			1	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	A4	23	9	1	1	2	0			1	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	B1	43	12	4	4	3	9	1	5	0	0		1	
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	B2	30	9	3	3	1	4			1	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	B3	43	10	4	4	1	8			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	B4	35	9	3	3	1	3			1	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	C1	33	9	1	1	2	3	1	6	0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	C2	35	13	2	2	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	C3	44	9	0	0	2	8			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	C4	36	10	4	4	2	6			2	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	D1	33	9	0	0	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	D2	34	9	0	0	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	D3	47	10	0	0	4	11			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	tx	D4	40	9	0	0	2	3	NA	6	0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	A1	45	10	0	0	2	2			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	A2	31	12	0	0	1	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	A3	42	10	0	0	1	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	A4	34	10	2	2	1	0	2	4	2	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	B1	45	12	0	0	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	B2	51	10	0	0	2	4			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	B3	48	13	0	0	3	3			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	B4	35	12	2	2	2	0	1	2	0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	C1	28	9	0	0	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	C2	41	12	1	1	1	0	1	2	0	0		1	
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	C3	45	11	0	0	3	5			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	C4	48	14	2	2	2	19			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	D1	42	11	2	2	0	1	1	3	0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	D2	43	11	0	0	2	0			0	0			
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	D3	52	19	2	2	2	21			0	0		1	
50	41501	0.65625	PTH & MICHELLE	MOCK	zm	D4	40	10	1	1	3	1			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	A1	27	7	0	0	1	8			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	A2	24	11	0	0	11	5			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	A3	27	7	0	0	1	9			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	A4	36	9	0	0	3	14			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	B1	22	7	0	0	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	B2	31	11	0	0	3	8			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	B3	17	6	0	0	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	B4	17	7	0	0	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	C1	25	7	1	0	2	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	C2	29	10	1	1	1	6			1	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	C3	29	10	0	1	2	4			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	C4	31	9	0	0	1	4			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	D1	28	10	0	0	1	6			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	D2	30	8	0	0	1	11			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	D3	30	7	0	0	1	2			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	tx	D4	31	9	0	0	2	6			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	A1	40	9	0	0	3	9			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	A2	43	12	0	0	3	11			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	A3	39	11	0	0	3	12			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	A4	22	9	0	0	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	B1	22	5	0	0	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	B2	28	9	1	1	1	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	B3	41	9	0	0	1	10			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	B4	40	13	0	0	2	14			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	C1	38	10	0	1	2	7			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	C2	46	11	0	0	4	10			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	C3	36	10	0	0	3	1			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	C4	41	11	1	1	2	12			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	D1	30	8	0	0	2	0			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	D2	38	9	0	0	2	6			0	0			
53	41501	0.635416667	PTH & MICHELLE	JA	zm	D3	30	12	0	0	2	0			0	0			HIRSUTE STEMS
53	41501	0.635416667	PTH & MICHELLE	JA	zm	D4	40	10	0	0	2	9			0	0			
55	41500	0.635416667	PTH & NA	MOCK	tx	A1	37	13	0	0	3	11			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	A2	34	13	0	0	3	5			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	A3	25	11	0	0	1	0			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	A4	32	13	0	0	2	4			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	B1	35	10	0	0	1	14			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	B2	35	10	0	0	2	16			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	B3	28	10	1	1	3	4			0	0		1	NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	B4	33	11	1	1	1	7			1	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	C1	34	11	0	0	3	10			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	C2	33	11	0	0	1	12			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	C3	32	13	0	0	3	11			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	C4	30	14	0	0	3	2			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	D1	34	12	0	0	1	5			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	D2	35	11	0	0	2	5			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	D3	38	16	1	0	2	11			0	0		1	NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	tx	D4	23	12	0	0	1	0			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	A1	37	14	0	0	1	8			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	A2	45	12	2	2	2	16			0	0		1	NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	A3	34	14	0	0	2	0			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	A4	37	13	2	2	1	7			0	0		1	NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	B1	32	11	0	0	1	9			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	B2	27	11	0	0	1	1			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	B3	29	11	0	0	1	5			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	B4	40	12	0	0	2	20			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	C1	37	10	0	0	0	10			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	C2	38	12	0	0	2	8			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	C3	40	10	0	0	2	15			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	C4	34	12	0	0	1	1			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	D1	42	13	1	1	3	11			1	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	D2	36	12	0	0	1	3			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	D3	37	13	0	0	4	10			0	0			NO LEAVES TAKEN
55	41500	0.635416667	PTH & NA	MOCK	zm	D4	32	11	0	0	0	0			0	0			NO LEAVES TAKEN
56	41501	0.610416667	PTH & MICHELLE	SA	tx	A1	23	9	1	1	2	20	1	7	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	A2	34	11	0	0	2	14			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	A3	27	13	0	0	2	3			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	A4	30	10	0	0	0	6			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	B1	40	11	0	0	1	22	NA	4	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	B2	33	14	0	1	1	10			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	B3	37	12	0	0	1	19			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	B4	40	9	1	1	1	12			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	C1	30	7	0	0	0	12	NA	3	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	C2	24	10	1	1	1	0	1		1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	C3	40	11	6	6	2	20			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	C4	37	10	6	6	2	12			4	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	D1	34	12	0	0	3	18	2	1	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	D2	21	9	2	2	1	0			1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	D3	36	16	7	7	1	12			3	0			
56	41501	0.610416667	PTH & MICHELLE	SA	tx	D4	34	9	2	2	1	11			1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	A1	30	19	0	0	1	0			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	A2	28	15	3	3	1	2	2	5	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	A3	30	13	2	2	2	12			1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	A4	41	11	0	0	3	13			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	B1	20	10	1	1	1	0	1	9	1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	B2	23	8	0	0	1	0			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	B3	35	13	2	2	2	12			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	B4	21	8	1	1	1	0			0	0		1	
56	41501	0.610416667	PTH & MICHELLE	SA	zm	C1	29	14	0	0	1	5			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	C2	29	10	1	1	0	10	1	3	0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	C3	30	12	1	1	0	10			1	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	C4	34	11	1	1	1	6			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	D1	30	11	0	0	2	12			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	D2	27	15	0	0	1	2			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	D3	26	13	0	0	0	0			0	0			
56	41501	0.610416667	PTH & MICHELLE	SA	zm	D4	32	13	0	0	0	5	NA	1	0	0			
57	41504	0.680555556	PTH & NA	MOCK	tx	A1	34	4	0	0	1	1	NA	4	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	A2	36	8	0	0	1	2			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	A3	34	4	0	0	0	2			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	A4	37	6	0	0	1	13			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	B1	48	5	0	0	1	21	NA	5	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	B2	38	7	0	0	0	10			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	B3	41	6	0	0	1	19			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	B4	35	10	0	0	1	4			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	C1	41	5	0	0	0	20	NA	1	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	C2	38	5	0	0	2	15			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	C3	38	6	0	0	1	3			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	C4	47	5	0	0	1	16			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	D1	30	8	0	0	1	0	NA	7	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	D2	33	5	0	0	1	4			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	D3	40	6	0	0	0	9			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	tx	D4	38	8	0	0	1	2			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	A1	36	7	0	0	2	6	NA	4	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	A2	38	8	0	0	1	11			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	A3	32	8	0	0	1	0			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	A4	38	8	0	0	1	5			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	B1	35	5	0	0	1	2			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	B2	41	7	0	0	1	11			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	B3	46	7	0	0	1	17			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	B4	39	7	0	0	1	6			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	C1	42	8	0	0	2	9			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	C2	38	10	0	0	1	7			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	C3	39	6	0	0	1	9			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	C4	35	6	1	1	1	2	1		0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	D1	30	6	0	0	0	0		1	0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	D2	42	7	0	0	1	20			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	D3	35	5	0	0	0	4			0	0			PURPLE TINGED LEAVES
57	41504	0.680555556	PTH & NA	MOCK	zm	D4	33	8	0	0	0	2			0	0			PURPLE TINGED LEAVES
58	41499	0.618055556	PTH & NA	MOCK	tx	A1	28	12	6	6	5	0			5	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	A2	33	12	6	4	3	0			6	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	A3	35	13	5	5	6	10			3	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	A4	33	15	3	7	4	0			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	B1	42	13	3	3	2	15			2	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	B2	37	11	4	4	2	17			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	B3	33	9	4	4	2	12			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	B4	38	11	6	5	2	13			6	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	C1	40	11	2	2	3	11			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	C2	44	11	1	1	2	13			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	C3	22	7	3	3	2	0			3	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	C4	42	13	1	1	2	11			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	D1	31	12	3	3	1	0			2	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	D2	40	14	1	1	0	9			1	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	D3	38	12	1	1	1	8			0	0			
58	41499	0.618055556	PTH & NA	MOCK	tx	D4	36	12	1	1	2	13			1	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	A1	36	13	0	0	1	4			0	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	A2	32	10	2	2	0	0			1	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	A3	30	7	3	3	1	0			3	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	A4	39	16	5	5	2	2			3	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	B1	32	9	3	3	3	8			2	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	B2	36	10	2	2	2	8			1	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	B3	26	10	5	5	3	8			2	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	B4	36	10	2	2	2	11			1	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	C1	34	13	2	2	3	13			0	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	C2	25	10	0	0	0	2			0	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	C3	34	9	1	1	1	15			0	0		1	
58	41499	0.618055556	PTH & NA	MOCK	zm	C4	30	10	0	0	2	8			0	0			BEETLE DAMAGE
58	41499	0.618055556	PTH & NA	MOCK	zm	D1	36	11	1	1	3	6			0	0		1	
58	41499	0.618055556	PTH & NA	MOCK	zm	D2	39	12	3	2	2	11			3	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	D3	29	10	1	1	2	0			1	0			
58	41499	0.618055556	PTH & NA	MOCK	zm	D4	37	12	1	1	2	7			0	0		1	
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	A1	38	12	1	1	2	6	1	8	0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	A2	40	11	1	1	1	11			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	A3	40	12	2	2	2	12			2	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	A4	38	9	0	0	1	8			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	B1	42	12	1	1	2	10	1	1	0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	B2	35	10	0	0	0	5			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	B3	39	10	0	0	1	15			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	B4	23	10	0	0	1	0			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	C1	40	12	1	1	0	10	1	1	0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	C2	30	12	3	3	2	0			1	1			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	C3	43	11	0	0	0	13			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	C4	39	11	2	2	3	9			0	0		1	
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	D1	35	10	2	2	1	6	1	7	0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	D2	43	11	4	4	4	14			1	0			
