,samples,Sphingomonas1,Pseudomonas1,Caloribacterium1,Acetobacteraceae1,Pseudomonas2,Pseudomonas3,Massilia1,Pseudomonas4,Massilia2,Sphingomonas2,Xanthomonas,Pseudomonas5,Duganella1,Microbacteriaceae2,Microbacteriaceae1,Sphingomonas3,Geobacillus,Clavibacter,Pseudomonas6,Massilia3,Pedobacter1,Acetobacteraceae2,Anoxybacillus,Pseudomonas7,Sphingomonas4,Rhizobium1,Pseudaminobacter,Hyphomicrobium,Chryseobacterium1,Chryseobacterium2,Pedobacter2,Methylobacterium1,Planctomicrobium,Microbacteriaceae3,Sphingomonas5,Gaetbulimicrobium1,Microbacteriaceae4,Pseudomonas8,Gaetbulimicrobium2,Aureimonas,Sphingomonadaceae,Pseudomonas9,Puniceicoccus1,Massilia4,Polaromonas,Pseudomonas10,Janthinobacterium,Pseudomonas11,Acinetobacter,Pseudomonas12,Neorhizobium,Acetobacteraceae3,Pseudomonas13,Pseudomonas14,Methylobacterium2,Sphingomonas6,Rhodococcus,Escherichia,Chryseobacterium3,Puniceicoccus2,Flavobacterium,Sphingomonas7,Hymenobacter1,Sphingomonas8,Pedobacter3,Caloribacterium2,Sphingomonas9,Sphingomonas11,Persicirhabdus,Pseudomonas15,Pseudomonas29,Pseudomonas21,Pseudomonas24,Pseudomonas16,Massilia5,Sphingomonas10,Arthrobacter,Pseudomonas17,Sphingomonas12,Pseudomonas20,Comamonas,Pseudomonas19,Pseudomonas18,Brevundimonas,Sphingomonas13,Hymenobacter2,Pseudomonas22,Duganella2,Pseudomonas23,Hymenobacter3,Pseudomonas25,Rhizobium2,Staphylococcus,Sphingomonas14,Pseudomonas26,Devosia,Pseudomonas30,Pedobacter4,Acetobacteraceae4,Pseudomonas27,Pseudomonas28,Thermoproteus,Sphingomonas15,Lactococcus,Enterococcus,Sanguibacter,Ramlibacter1,Rhizobium3,Pedobacter5,Sphingomonas17,Pseudomonas35,Sphingomonas16,Sphingomonas18,Hymenobacter4,Pseudomonas32,Sphingomonas19,Epilithonimonas,Ramlibacter2,Sphingomonas21,Caloribacterium3,Pseudomonas31,Paenibacillus,Caloribacterium4,Pseudomonas33,Sphingomonas20,Caloribacterium5,Pseudomonas34,Caloribacterium6,Sphingomonas22,Methylobacterium3,Pseudomonas36,Cloacibacterium,Caloribacterium7,Caloribacterium8,Pseudomonas37,Caloribacterium9,Massilia6,Massilia7,Caloribacterium10,Massilia8,Sphingomonas23,Sphingomonas24,Methylobacterium4,Caloribacterium11,Caloribacterium12,Pseudomonas39,Microbacteriaceae5,Pseudomonas38,Sphingomonas25,Pseudomonas40,Sphingomonas26,Sphingomonas27,Phycisphaera,Caloribacterium13,Pseudomonas41,dataset.x,ROW_TOTALS,total,mtDNA,cpDNA,contam,prop_c,controls,sample_id,PNA,exclude,PlotNum,SubPlotTx,sp.id,PlotCond,sp.cond,SubPlot,txfull,LeafPos,SampType,DmgB,DmgC,DmgM,DmgS,herb.dmg,NDmgTypes,LeafCFU,logLeafCFU,LeafMTs
52,EL12_098,4201,541,3842,0,0,1,0,4940,63,0,0,63,2,323,14,166,0,18,0,37,9288,0,0,0,91,0,0,0,0,0,0,0,0,182,6,0,0,3,0,3,0,31,0,0,0,0,0,0,0,0,309,0,0,5,0,31,0,0,75,0,0,21,0,18,0,65,97,43,1,3,15,2,0,1,5,22,0,3,21,0,0,2,4,17,13,0,2,0,1,0,16,0,0,11,3,1,0,19,0,0,2,29,10,0,0,0,0,32,0,5,2,0,11,0,13,7,0,0,4,24,0,0,23,1,0,28,3,24,5,7,6,0,16,19,4,18,0,0,14,0,4,0,0,20,22,0,1,1,4,0,8,19,17,13,0,EL2012,25057,32345,5853,95,5948,0.18389241,PNA,EL12_098,1,0,10,TX,10_TX,M,MOCK,C1,MTX,8,2,y,n,y,n,1,2,43947314,7.642932341,3
53,EL12_100,230,1595,237,0,0,2216,192,10,89,0,3,0,55,47,3,8,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,3,8,0,1,17,0,0,0,0,0,4,0,0,0,31,0,984,0,0,29,19,0,1,0,0,0,0,0,0,0,1,0,2,1,2,5,13,2,8,0,12,3,3,0,6,2,0,1,4,8,0,2,0,10,0,7,4,2,0,0,0,1,0,9,0,0,0,7,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,1,5,0,0,1,0,15,0,0,1,7,3,0,0,0,0,2,0,0,EL2012,5976,12687,3102,3156,6258,0.493260818,0,EL12_100,1,0,11,TX,11_TX,M,MOCK,A1,MTX,8,2,y,n,y,n,1,2,145727,5.163538755,4
54,EL12_101,4320,1066,30,0,14,65,24,3256,9,44,114,0,17,291,7,155,2,12,13,3,0,0,0,0,115,9,0,25,0,0,0,122,0,6,49,0,4,14,0,83,34,9,0,0,63,0,0,4,0,182,241,0,0,9,39,32,136,8,37,0,0,15,0,28,22,0,34,16,0,3,14,4,2,6,0,14,80,4,22,0,0,2,3,15,15,0,3,0,5,10,2,9,4,12,0,4,1,93,0,0,3,1,13,0,0,0,0,3,3,13,5,3,11,0,10,6,0,13,1,0,5,0,0,0,0,0,10,0,16,26,11,0,0,0,7,0,0,1,0,0,11,9,3,0,1,1,6,2,5,1,7,6,1,0,0,EL2012,11319,16275,1708,1824,3532,0.217019969,0,EL12_101,1,0,11,TX,11_TX,M,MOCK,B1,MTX,1,Half Leaf,y,n,n,n,1,1,3045570,6.483668624,2
55,EL12_103,36,0,48,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,107,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,354,16109,8134,7195,15329,0.951579862,0,EL12_103,1,0,11,TX,11_TX,M,MOCK,D1,MTX,10,2,y,n,n,n,1,1,338452,5.52949741,4
56,EL12_118,1026,0,4220,1,0,38,36,0,1,0,0,31,1,2332,0,34,0,43,728,0,0,0,0,0,34,0,0,8,0,0,0,0,0,275,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,5,0,54,5,5,0,0,0,0,0,0,0,7,22,0,5,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,28,2,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,27,0,0,30,0,0,37,0,29,0,0,0,0,27,23,0,21,0,0,24,0,0,0,0,19,24,0,0,0,0,2,0,5,12,16,0,EL2012,9269,15925,6099,130,6229,0.391145997,0,EL12_118,1,0,7,TX,7_TX,M,MOCK,A1,MTX,1,2,n,n,y,n,1,1,7825992,6.89353939,4
57,EL12_119,154,0,363,0,0,12,1,0,1,0,0,14,0,15,0,9,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,15,1,0,0,3,0,3,0,0,0,0,2,2,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,EL2012,731,12780,7703,4260,11963,0.936071987,0,EL12_119,1,0,7,TX,7_TX,M,MOCK,B1,MTX,11,2,y,n,n,n,1,1,9920,3.99652136,3
58,EL12_189,14536,1039,312,0,79,18,197,4,3202,21,0,3,1,42,2,545,0,0,0,10,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,2,3,0,0,5,0,3,0,0,4,9,0,83,1,0,0,0,0,43,0,86,0,5,46,51,8,5,2,3,0,7,77,57,0,6,65,0,0,4,3,0,54,0,1,0,4,0,4,0,0,52,37,0,0,0,0,4,7,2,102,0,0,0,0,0,1,38,0,0,28,0,4,26,0,0,101,4,0,0,0,1,0,1,0,0,22,0,0,0,2,2,43,4,68,2,2,6,23,0,0,0,3,1,0,1,17,0,22,23,1,0,4,EL2012,21601,23450,439,69,508,0.021663113,PNA,EL12_189,1,0,18,TX,18_TX,M,MOCK,B1,MTX,3,Half Leaf,y,y,y,n,1,3,14411,4.158679318,4
59,EL12_190,9326,1184,462,0,0,0,490,2,0,45,0,0,77,0,0,333,0,0,0,0,0,1,0,0,153,0,0,0,0,0,0,12,0,0,0,0,1,13,0,1,0,0,0,1,58,0,0,0,0,0,0,0,0,5,3,48,1,0,0,0,0,29,27,46,0,9,47,35,72,5,3,4,0,5,0,57,0,1,37,0,0,7,4,2,28,22,3,0,4,22,1,0,0,27,18,0,0,0,0,0,11,3,36,5,0,0,0,0,6,31,0,4,27,0,4,29,0,0,12,2,1,0,4,7,0,0,0,3,23,5,2,2,4,2,26,2,0,5,0,8,20,0,1,0,3,0,2,0,17,0,12,11,2,4,0,EL2012,13067,18551,1778,3146,4924,0.265430435,0,EL12_190,1,0,23,TX,23_TX,M,MOCK,C1,MTX,2,2,y,n,n,n,1,1,2237981,6.34985635,5
60,EL12_201,14269,8900,202,0,1,0,1622,28,0,4,0,0,0,6,0,508,0,0,0,0,1,0,0,0,343,0,0,0,0,0,0,0,0,0,16,0,0,123,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,61,0,93,0,0,0,0,0,62,0,95,0,1,155,40,18,62,24,26,0,64,0,62,0,39,71,0,0,37,51,0,74,0,44,0,47,0,5,0,0,50,59,0,0,0,0,0,39,2,48,0,0,0,0,0,0,29,0,0,18,0,18,31,0,0,25,0,23,0,1,0,0,2,3,2,23,0,9,0,1,4,112,2,0,29,3,19,14,0,0,4,1,11,0,14,15,0,30,22,2,0,0,EL2012,27821,29888,444,454,898,0.030045503,0,EL12_201,1,0,23,TX,23_TX,M,MOCK,A1,MTX,8,Half Leaf,y,n,y,n,1,2,46885,4.671029921,3
61,EL12_202,23206,1252,402,0,18,193,633,0,29,179,0,8,21,87,11,970,0,1,0,25,0,0,0,0,494,0,0,0,0,2,8,67,0,0,106,0,2,11,0,14,1,0,0,0,39,0,0,13,0,0,0,0,14,10,3,151,31,0,28,0,0,167,293,155,25,6,52,73,14,8,4,3,0,7,0,139,0,5,97,0,1,7,4,12,117,4,3,0,3,28,1,0,0,87,15,1,0,0,0,1,3,5,84,0,0,0,19,1,33,60,0,3,64,1,2,59,4,0,31,2,2,0,3,0,1,3,1,4,56,12,4,0,3,1,53,2,0,4,1,12,44,27,0,2,2,2,0,1,39,0,30,32,0,1,5,EL2012,30079,34339,1220,1559,2779,0.08092839,0,EL12_202,1,0,23,TX,23_TX,M,MOCK,D1,MTX,5,2,y,n,n,n,1,1,2252961,6.352753741,4
62,EL12_041,162,148,30,0,0,36,0,0,0,63,0,0,4,35,3,8,0,0,0,0,0,0,0,0,4,0,0,114,0,0,0,11,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0,0,1,3,2,1,0,30,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,2,354,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,1213,6770,2210,2738,4948,0.730871492,0,EL12_041,1,0,31,C,31_C,SA,MOCK,C1,SAC,11,2,n,n,n,n,0,0,1834,3.263359626,2
63,EL12_044,50,9,2,0,0,0,12,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,EL2012,218,8016,7500,259,7759,0.967939122,0,EL12_044,1,0,31,C,31_C,SA,MOCK,A1,SAC,3,2,n,n,n,y,1,1,81198,4.909546484,5
64,EL12_091,768,4,221,0,0,381,5,0,775,0,0,0,33,24,0,28,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,8,22,0,0,0,0,1,0,4,0,1,1,2,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,2,0,3,2,0,0,0,2,1,0,3,13,0,0,0,2,0,20,0,3,0,0,0,4,0,0,1,1,0,0,EL2012,2403,6863,1801,2494,4295,0.625819612,0,EL12_091,1,0,9,C,9_C,SA,MOCK,A1,SAC,5,2,yn,n,n,n,0,0,85567,4.932305933,3
65,EL12_092,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,20,9043,2884,6127,9011,0.996461351,0,EL12_092,1,0,9,C,9_C,SA,MOCK,D1,SAC,10,Half Leaf,y,n,n,n,1,1,881,2.944965096,1
66,EL12_093,121,2,26,0,1,142,1,0,0,1,0,0,0,3,0,13,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,638,8960,2276,5625,7901,0.881808036,0,EL12_093,1,0,9,C,9_C,SA,MOCK,C1,SAC,3,2,n,n,n,n,0,0,10832,4.034728343,2
67,EL12_117,284,32,51,0,0,12185,0,0,30,9,1,12,2,21,0,20,0,0,0,1,45,0,0,0,6,0,0,9,0,1,0,12,0,117,6,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,5,0,1,0,0,2,3,0,0,0,0,1,0,5,0,1,31,1,1,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,4,34,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,EL2012,13012,13742,210,73,283,0.0205938,0,EL12_117,1,0,9,C,9_C,SA,MOCK,B1,SAC,1,Half Leaf,y,n,n,n,1,1,148126,5.170630579,4
68,EL12_132,3368,3152,12,0,1,213,0,19,90,28,0,0,0,131,14,130,0,0,0,19,0,0,0,0,90,0,0,0,0,0,0,0,0,2,9,0,0,33,0,16,5,8,0,0,7,0,0,10,0,0,0,0,18,27,0,26,18,0,0,0,0,14,0,18,6,0,38,6,0,13,7,8,1,19,4,24,0,17,19,0,2,16,19,0,17,0,19,0,12,0,0,0,0,14,5,1,0,0,0,0,10,0,2,2,0,0,1,5,0,9,0,0,7,0,7,10,9,0,1,0,9,0,0,2,1,0,31,0,6,6,7,0,0,0,26,0,3,0,0,0,8,0,1,0,0,3,0,3,4,0,4,10,0,0,1,EL2012,7933,11124,455,2361,2816,0.25314635,0,EL12_132,1,0,12,C,12_C,SA,MOCK,D1,SAC,1,2,y,y,n,y,1,3,746988,5.873313815,8
69,EL12_133,129,613,40,0,0,468,59,1,618,0,0,41,11,2,0,3,0,0,0,155,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,4,0,616,0,0,7,10,0,0,4,0,0,0,0,0,0,1,0,0,1,3,4,3,2,3,0,6,15,1,0,1,0,0,17,1,1,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,EL2012,2886,9645,1548,4963,6511,0.6750648,0,EL12_133,1,0,12,C,12_C,SA,MOCK,C1,SAC,7,2,y,n,n,y,1,2,133475,5.125398551,4
70,EL12_134,32,440,33,0,0,60,2,1,39,0,1,0,1,1,0,2,0,0,0,6,0,0,0,1,1,0,0,20,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,3,1,4,0,4,2,0,0,1,0,0,4,6,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,714,11187,2622,7714,10336,0.923929561,0,EL12_134,1,0,12,C,12_C,SA,MOCK,B1,SAC,8,2,y,n,y,y,1,3,9908,3.995975514,5
71,EL12_135,517,63,466,0,11044,3,0,11,16,0,0,219,0,285,145,11,0,4,58,2,0,0,0,0,14,0,0,0,0,43,0,0,0,13,0,0,8,0,0,0,0,111,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,0,6,43,1,0,1,10,0,3,0,0,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,18,0,7,2,0,0,4,0,0,0,0,33,0,4,0,14,0,17,0,0,8,0,0,9,0,0,3,0,4,1,0,15,0,1,4,0,0,1,0,3,0,2,0,0,0,3,6,18,0,1,14,0,1,2,1,0,EL2012,13345,14626,667,23,690,0.047176261,0,EL12_135,1,0,12,C,12_C,SA,MOCK,A1,SAC,7,Half Leaf,y,y,y,y,1,4,11269650,7.051910424,2
72,EL12_157,3208,3463,56,0,0,14,126,16,2688,106,0,9,25,41,9,116,0,1,0,1,418,0,0,0,46,0,0,0,0,0,0,21,0,0,1671,0,4,24,0,137,63,4,0,0,17,0,0,0,0,0,0,0,0,18,0,19,11,0,0,0,1,13,0,22,2,1,49,11,2,17,13,15,0,19,101,20,3,19,14,0,6,23,20,0,11,0,12,0,19,1,1,0,0,10,101,0,0,0,0,0,22,0,8,0,0,0,0,0,2,8,0,4,8,0,2,10,1,1,22,0,16,0,0,40,1,0,1,0,7,3,8,0,0,0,39,0,47,2,0,2,7,2,0,0,0,0,3,7,7,0,10,9,0,0,0,EL2012,13157,15608,899,193,1092,0.069964121,0,EL12_157,1,0,24,C,24_C,SA,MOCK,C1,SAC,15,Half Leaf,y,n,n,y,1,2,1760938,6.245743942,5
73,EL12_173,1889,40,569,0,0,0,1248,0,33,7,0,0,0,13,4,83,0,0,0,0,2,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,13,58,13,0,8,0,8,12,0,0,0,0,0,0,6,0,0,10,0,2,0,1,0,11,547,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,4,0,0,6,68,0,3,0,0,4,4,2,3,5,0,0,4,0,3,3,2,0,0,5,4,0,3,0,22,7,16,4,0,0,2,3,0,0,0,3,0,2,5,3,1,0,EL2012,4859,9167,2930,1001,3931,0.42882077,0,EL12_173,1,0,20,C,20_C,SA,MOCK,B1,SAC,11,Half Leaf,NA,NA,n,n,0,0,2167,3.335771248,2
74,EL12_174,463,8,1495,0,1,0,618,0,4,0,0,0,1,26,4,17,0,0,2,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,2,0,22,0,2,45,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,13,4,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,5,0,0,7,0,8,0,0,0,0,3,8,0,11,0,9,7,4,1,0,0,9,8,0,0,0,1,0,1,0,3,4,0,EL2012,2873,9670,3191,3400,6591,0.681592554,0,EL12_174,1,0,20,C,20_C,SA,MOCK,D1,SAC,8,Half Leaf,NA,NA,n,n,0,0,2180,3.338461599,3
75,EL12_193,84,19,4318,0,0,0,1,1,0,7,0,0,0,5,0,7,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,11,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1679,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,29,0,0,25,0,23,0,0,0,0,20,34,0,27,0,0,25,0,0,0,0,23,15,0,0,0,0,0,0,0,27,14,0,EL2012,6555,13819,6410,524,6934,0.501772921,0,EL12_193,1,0,24,C,24_C,SA,MOCK,D1,SAC,4,Half Leaf,yn,n,n,n,0,0,1073,3.030411482,3
76,EL12_215,108,74,78,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,1,0,EL2012,348,17188,5041,11747,16788,0.97672795,0,EL12_215,1,0,20,C,20_C,SA,MOCK,A1,SAC,11,Half Leaf,y,n,n,y,1,2,468,2.669834797,1
77,EL12_039,1,41,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,1144,12704,3933,7365,11298,0.889326196,0,EL12_039,1,0,31,TX,31_TX,SA,SA,A1,SATX,7,2,n,n,n,n,0,0,15423,4.188159337,2
78,EL12_043,184,88,214,0,0,16,0,8,2,0,0,1606,0,32,38,11,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,30,0,0,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,7,0,0,0,3,3,1,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,27,0,0,0,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,EL2012,2375,9891,7323,98,7421,0.750278031,0,EL12_043,1,0,31,TX,31_TX,SA,SA,B1,SATX,11,2,n,n,y,n,1,1,447171,5.650473942,5
79,EL12_095,0,1,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,34,10233,1956,8222,10178,0.994625232,0,EL12_095,1,0,9,TX,9_TX,SA,SA,D1,SATX,10,Half Leaf,n,n,n,n,0,0,22428,4.35079885,1
80,EL12_136,633,626,170,0,4,17,5,5,242,0,0,0,1,73,0,24,0,0,0,3,0,0,0,0,10,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,3,0,5,0,2,0,1,0,4,4,0,0,2,3,1,0,3,2,0,0,3,5,0,6,0,3,0,1,0,0,0,0,4,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,2,2,0,1,0,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,EL2012,1936,6923,1369,3488,4857,0.701574462,0,EL12_136,1,0,12,TX,12_TX,SA,SA,D1,SATX,5,2,y,n,n,y,1,2,7777,3.890813753,5
81,EL12_139,525,9007,1283,0,256,1,0,83,0,0,0,0,0,647,57,26,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,188,0,0,0,107,0,0,0,5,0,0,0,43,0,0,0,0,0,0,0,65,0,4,0,0,0,0,0,0,0,4,0,28,4,1,0,63,35,33,0,54,0,1,0,51,0,0,0,47,45,0,0,0,45,0,54,0,8,0,0,1,2,0,0,0,0,10,29,19,2,0,0,0,0,0,0,0,1,0,4,0,23,2,0,0,0,10,22,0,15,2,0,7,60,17,0,0,22,0,6,9,2,10,0,0,6,0,0,0,0,11,4,8,1,17,0,0,0,1,5,7,0,EL2012,13125,16563,2162,635,2797,0.168870374,0,EL12_139,1,0,12,TX,12_TX,SA,SA,A1,SATX,11,2,y,y,y,y,1,4,372136,5.570701477,4
