"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas26"	"Brevundimonas"	"Hymenobacter3"	"Duganella2"	"Rhizobium2"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"
"72"	2868	771	0	0	2	1	39	0	0	0	0	6	298	0	3	0	174	0	0	0	0	0	0	0	0	0	318	21	31	10	1	107	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	1	10	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
"73"	330	39	0	0	12195	0	31	9	1	12	2	21	0	0	0	0	1	45	0	0	0	0	9	0	1	0	30	117	6	4	3	0	0	0	5	1	0	3	0	0	0	0	0	31	3	4	0	0	0	0	0	0	0	0	4	34	0	2	0	0	0	0	0	11	0	0	0	0	0	1
"74"	100	21	0	0	0	1	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1679	0	0	0	0	0	0	0	0	0	0	0
"75"	1780	4446	0	1	1883	591	53	14	0	31	370	53	0	0	0	0	246	0	0	1	0	0	5	0	0	0	26	0	10	2	3	0	0	0	0	58	0	0	3	0	0	0	0	14	1	3	0	11	42	0	0	0	0	0	0	7	0	3	0	0	26	0	0	0	238	215	3	3	0	2
"76"	91	12464	0	3	1	0	20	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	53	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
"77"	561	122	0	11095	3	0	17	0	0	333	0	285	171	0	4	98	2	0	0	0	0	0	0	0	43	0	0	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	43	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	17	0	0	0	0	0	0
"78"	9374	2	0	0	23	1641	1465	20	1	1	8	21	0	0	3	0	3	0	0	0	0	0	1	0	0	0	13	0	123	17	19	3	0	0	0	0	4	0	0	0	0	56	0	66	0	12	0	1	0	0	682	0	0	0	0	0	0	2	0	0	21	3	135	0	1	0	0	1	2	0
"79"	3564	3752	0	0	14	130	2735	111	0	13	25	41	16	0	1	0	1	418	0	0	0	0	0	0	0	0	24	0	1671	137	63	17	0	0	0	0	0	11	0	0	1	0	2	71	0	101	3	6	124	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	39	2	0
"80"	163	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	44	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	11	0	0	24
"81"	6712	1206	0	5	3	17	1013	44	0	71	9	242	1166	0	20	10	3	1	0	0	0	0	0	77	9	0	2	38	0	16	2	33	0	0	0	3	0	21	0	15	0	3	62	69	0	34	13	0	42	46	0	1	5	0	1	0	375	0	0	2	1	22	0	31	0	0	0	29	0	0
"82"	4832	4431	0	19	251	25	9	47	114	9	17	291	17	2	12	14	3	0	0	0	9	0	25	0	0	0	148	6	49	83	34	63	0	0	241	0	39	136	8	37	0	0	22	35	2	0	80	0	2	15	10	0	12	4	4	1	93	0	0	0	0	3	0	0	13	0	0	7	9	3
"83"	1142	0	1	0	39	36	1	0	0	36	1	2332	0	0	43	732	0	0	0	0	0	0	8	0	0	0	0	275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"84"	39	1	0	0	1	15	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	5	0	0	0	0	0	0	89	107	3	0	0	6
"85"	586	9833	0	267	1	0	0	0	0	48	0	647	58	0	5	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"86"	1514	22	0	0	90	0	1	28	4	0	23	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	239	0	89	25	24	15	0	0	0	0	117	107	0	0	0	44	0	0	0	0	0	13	0	0	137	0	0	0	0	1	0	21	0	0	0	0	16	0	0	0	0	0	64	0
"87"	163	83	0	38	10	62	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1
"88"	132	84	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3
"89"	1991	1241	0	2	10093	1	159	12	0	2	2	703	4	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	0	0	0	200	0	227	1	0	0	0	0	77	5	25	0	0	5	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"90"	10325	1259	0	0	0	503	0	49	0	0	77	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	17	0	0	1	0	58	0	0	0	0	3	1	0	0	0	27	0	59	0	0	0	0	25	2	44	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	2	26	0	1
"91"	569	9126	0	41	116	12	722	0	0	470	0	151	1826	0	8	327	5	0	1	0	0	0	0	0	62	0	0	38	0	6	5	42	0	0	0	35	0	0	0	1	0	0	0	32	3	111	0	0	94	0	0	0	0	0	16	1	28	0	0	0	0	0	0	0	0	0	0	11	0	0
"92"	2005	117	0	0	18	112	0	2	0	7	26	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	124	0	1	33	4	6	0	0	0	0	22	13	0	0	0	0	13	2	0	0	0	1	2	2	10	0	0	0	0	1	0	0	0	0	43	5	1	0	0	0	1	0	2	0
"93"	2196	661	0	0	143	1196	1	0	0	0	148	2	0	0	0	0	4	0	0	0	0	0	66	0	0	0	0	0	34	24	0	12	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	13	9	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	9	0	0	0	0	11
"94"	221	1240	0	9	1494	151	38	0	0	48	15	10	129	0	0	0	70	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	7	44	1	0	4	6	3	0	0	0	5	0	57	0	0	0	0	0	0	0	0	41	35	0	0	0	0
"95"	1746	10	0	0	0	992	73	9	0	0	6	8	0	0	1	0	36	0	0	0	1	339	68	8	0	2	3	0	8	6	0	17	0	0	0	0	0	6	2	0	0	6	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0
"96"	254	127	0	12602	63	1	135	0	0	178	0	167	675	0	5	32	4	1	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	32	17	5	0	0	0	0	0	0	0	0	12	0	0	0	151	0	0	0	0	0	0	0	0	0	0
"97"	5713	2312	1	0	1870	1337	1800	0	0	0	208	28	1	0	0	0	55	1	0	0	0	0	13	0	0	0	0	1	0	5	0	0	0	0	0	35	0	0	0	0	0	0	0	48	0	28	0	0	38	0	12	0	0	2	0	1	0	9	0	0	5	0	0	0	0	0	0	11	0	1
"98"	16148	1118	0	83	26	205	3270	21	0	3	1	42	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	4	0	1	0	0	0	0	0	147	0	77	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0
"99"	330	16685	0	1	2053	69	729	1	0	12	3	11	48	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	657	0	0	0	0	0	0	0	24	0	128	0	0	150	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	13	0	0
"100"	702	13101	0	614	475	12	1318	5	1	0	36	19	215	0	45	1	0	0	0	0	0	1	2	7	2	0	0	2057	0	0	2	0	0	0	5	109	0	0	0	0	0	0	0	41	39	130	0	0	137	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	9	0	0
"101"	5844	15055	6	1	20	18	23	14	0	0	5	12	5	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	2	0	2	0	5	0	52	0	0	0	9	0	126	0	0	0	3	71	0	12	0	0	0	0	0	0	0	0	1	0	9	183	0	0	0	7	43	0	2
"102"	1957	21405	0	0	0	95	79	3	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	113	0	11	0	0	114	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	42	0	0
"103"	8759	2226	0	0	472	1	222	1	0	0	3	1445	3	0	5	0	0	7511	0	0	0	0	38	0	0	0	0	0	0	3	0	0	0	0	974	29	0	85	0	0	1	0	0	51	0	5	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	18	0	1
"104"	440	3	1	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19
"105"	6097	2222	0	1628	33	0	1205	1	0	472	13	65	582	0	26	213	0	0	0	0	0	0	5	6	4	0	0	304	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	104	6	68	0	1	34	0	0	0	0	0	0	4	24	0	0	8	0	0	0	0	0	0	0	21	0	0
"106"	15897	9591	0	1	0	1670	0	4	0	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
"107"	4711	5562	0	2	1	0	63	0	0	94	2	323	15	0	18	0	37	9288	0	0	0	0	0	0	0	0	7	182	6	3	0	0	0	0	309	0	0	0	0	75	0	0	0	101	0	5	0	0	5	17	0	0	32	0	1	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0
"108"	26124	1331	0	19	206	649	29	183	0	8	21	87	13	0	1	0	25	0	0	0	0	0	0	0	2	8	79	0	106	14	1	39	0	0	0	14	3	31	0	28	0	293	25	83	0	0	0	1	22	12	32	0	1	0	1	0	0	0	0	0	19	33	1	4	0	0	0	53	27	0
