"samples"	"is.in_sample_prep_sheet"	"ROW_TOTALS"	"total"	"contam"	"prop_c"	"PlotNum"	"PlotCond"	"SubPlot"	"LeafPos"	"sample_mass"	"herb.dmg"	"LeafCFU"	"logLeafCFU"	"stem.tx"	"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas26"	"Brevundimonas"	"Hymenobacter3"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"	"ROW_TOTALS_1perc"
"51"	"EL12_057"	1	82	7470	7388	0.989	35	"JA"	"B1"	12	0.01597	1	138372.093	5.14104851	"JATX"	7	10	0	0	1	1	15	11	0	4	6	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
"52"	"EL12_205"	1	550	7518	6968	0.927	18	"M"	"A1"	4	0.02068	1	3926.282051	3.593981495	"MC"	223	6	0	0	0	62	24	1	0	0	171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	511
"53"	"EL12_216"	1	561	7736	7175	0.927	8	"SA"	"D1"	NA	0.01925	1	684904.1534	5.8356298	"SATX"	216	28	0	0	51	45	0	0	0	110	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472
"54"	"EL12_221"	1	733	7792	7059	0.906	18	"M"	"C1"	6	0.0272	1	1968.75	3.294190571	"MC"	29	12	0	0	475	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	583
"55"	"EL12_044"	1	218	7977	7759	0.973	31	"SA"	"A1"	3	0.02509	1	81198.21542	4.909546484	"MC"	56	10	0	0	0	12	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	216
"56"	"EL12_037"	1	5950	8064	2114	0.262	26	"JA"	"A1"	5	0.04571	1	687780.7268	5.837450002	"MC"	1638	3661	0	0	1	222	100	0	0	9	13	27	0	0	0	0	0	0	0	0	0	2	15	7	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	17	0	3	0	0	28	0	161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	5937
"57"	"EL12_218"	1	1894	8427	6533	0.775	8	"SA"	"B1"	NA	0.03081	1	712209.3023	5.852607642	"SATX"	371	232	0	0	96	193	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	4	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1835
"58"	"EL12_093"	1	638	8539	7901	0.925	9	"SA"	"C1"	3	0.03557	0	10832.49116	4.034728343	"MC"	139	2	0	1	143	1	0	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	176	117	1	0	0	1	609
"59"	"EL12_088"	1	6004	11883	5879	0.489386498	7	"M"	"A1"	9	0.0119	1	NA	NA	"MC"	21	60	0	0	1	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461
"60"	"EL12_123"	1	1915	8625	6710	0.778	13	"M"	"A1"	NA	0.05818	1	1894.329897	3.277455613	"MC"	52	124	0	0	49	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	0	2	0	0	0	1638
"61"	"EL12_051"	1	75	6293	6218	0.974913766	14	"JA"	"A1"	9	0.02878	0	NA	NA	"MC"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	73
"62"	"EL12_173"	1	4859	8790	3931	0.447	20	"SA"	"B1"	11	0.03868	0	2166.56263	3.335771248	"MC"	2121	48	0	0	17	1286	33	7	0	0	0	13	4	0	0	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	2	0	0	547	0	0	0	0	0	0	0	0	0	0	0	68	0	0	3	0	0	0	0	4220
"63"	"EL12_166"	1	430	8879	8449	0.952	17	"JA"	"B1"	3	0.03145	1	6065.979657	3.78290095	"JATX"	200	75	0	0	11	23	1	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	2	425
"64"	"EL12_198"	1	11774	13353	1579	0.11297131	23	"M"	"B1"	9	0.05312	1	NA	NA	"MC"	6198	1401	0	0	7	2363	1	230	0	0	0	82	2	0	2	0	10	0	0	0	0	0	0	0	0	0	4	0	20	2	0	20	0	0	0	0	0	3	0	0	0	38	24	50	0	0	5	0	47	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	18	0	4	10624
"65"	"EL12_196"	1	8699	11936	3237	0.263771186	24	"SA"	"D1"	9	0.04701	1	NA	NA	"SATX"	6792	59	0	1	0	9	0	92	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	7032
"66"	"EL12_053"	1	7642	9428	1786	0.182040567	26	"JA"	"D1"	9	0.03151	1	NA	NA	"MC"	2657	4004	0	0	93	19	622	2	0	11	27	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	49	0	38	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	7630
"67"	"EL12_062"	1	686	7194	6508	0.886890161	36	"M"	"D1"	9	0.03692	0	NA	NA	"MC"	426	1	0	0	18	16	0	39	0	1	1	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	43	0	0	15	686
"68"	"EL12_236"	1	10047	11098	1051	0.087473991	39	"JA"	"D1"	9	0.02782	1	NA	NA	"MC"	3503	428	0	1	24	73	4912	143	0	11	103	479	30	0	0	0	27	0	0	0	0	3	0	0	0	0	3	0	2	4	2	21	0	0	0	2	0	0	0	0	0	32	4	76	0	60	0	0	32	0	2	2	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	9991
"69"	"EL12_228"	1	13212	19254	6042	0.298901751	40	"JA"	"C1"	9	0.04345	1	NA	NA	"MC"	2999	84	0	0	154	4594	1870	3064	1	0	0	9	27	0	2	0	25	0	0	0	0	0	0	0	0	1	2	0	56	4	0	1	0	0	0	0	0	0	1	0	0	0	0	22	0	19	0	0	1	6	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	1	12957
"70"	"EL12_089"	1	901	4790	3889	0.796762958	7	"M"	"C1"	8	0.01493	1	NA	NA	"MC"	693	25	0	0	0	53	0	0	0	0	49	62	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	891
"71"	"EL12_114"	1	1137	9668	8531	0.865037518	7	"M"	"C1"	8	0.03906	1	NA	NA	"MC"	159	10	0	1	102	185	79	7	0	34	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	627
"72"	"EL12_129"	1	3894	8888	4994	0.562	16	"JA"	"C1"	3	0.03587	1	1635461.373	6.213640291	"JATX"	733	1559	0	0	124	174	325	0	0	0	5	6	13	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	4	0	0	0	0	0	0	0	0	3	0	4	0	15	24	0	35	0	14	6	0	0	0	21	0	0	0	7	10	0	0	0	0	2	0	7	3739
"73"	"EL12_165"	1	4775	8938	4163	0.466	17	"JA"	"A1"	5	0.03206	1	435.0142045	2.638503438	"JATX"	2902	210	0	0	11	126	950	27	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0	2	0	0	26	0	5	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	12	0	0	11	4488
"74"	"EL12_084"	1	2810	8992	6182	0.688	10	"M"	"A1"	12	0.01986	1	82584.26966	4.916897332	"MC"	268	2099	0	11	0	60	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	8	2783
"75"	"EL12_141"	1	569	9025	8456	0.937	15	"SA"	"D1"	NA	0.03902	1	12865.01025	4.109410136	"SATX"	65	297	0	0	0	6	16	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	6	0	2	0	0	6	447
"76"	"EL12_137"	1	5002	5367	365	0.065506102	12	"SA"	"C1"	8	0.03746	1	NA	NA	"SATX"	76	414	0	0	4318	3	11	0	0	2	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	110	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4987
"77"	"EL12_092"	1	20	9031	9011	0.998	9	"SA"	"D1"	10	0.0278	1	880.9780654	2.944965096	"MC"	0	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	20
"78"	"EL12_217"	1	8635	9103	468	0.051	8	"SA"	"C1"	NA	0.03946	1	2924.403183	3.466037248	"SATX"	88	8253	0	0	21	1	21	0	0	0	127	3	2	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	1	0	0	0	0	3	0	4	0	0	42	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8605
"79"	"EL12_108"	1	2541	9204	6663	0.724	8	"SA"	"C1"	NA	0.03314	1	1516089.109	6.180724728	"MC"	1821	162	0	0	0	473	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	2516
"80"	"EL12_038"	1	9043	9222	179	0.019	26	"JA"	"D1"	4	0.0307	1	344332.9016	5.536978522	"JATX"	863	7704	0	1	6	6	28	33	0	0	42	72	39	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	6	0	0	0	0	2	0	1	1	0	0	0	0	21	0	0	81	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8955
"81"	"EL12_131"	1	5507	9333	3826	0.41	16	"JA"	"D1"	5	0.03059	1	77179.93952	4.887504434	"MC"	68	3301	0	0	32	1004	146	0	0	0	140	153	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	5	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5126
"82"	"EL12_203"	1	22422	25238	2816	0.10473463	23	"M"	"A1"	8	0.01339	1	NA	NA	"MC"	14333	148	0	14	158	185	9	985	0	0	2848	414	15	0	4	0	3	5	0	0	0	0	0	0	0	0	180	1	285	21	0	183	0	0	0	0	21	65	0	0	0	542	128	43	0	0	1	8	2	36	560	0	27	0	35	4	0	0	2	0	7	19	14	0	7	0	5	0	13	0	21330
"83"	"EL12_133"	1	2886	9397	6511	0.693	12	"SA"	"C1"	7	0.04339	1	133474.5763	5.125398551	"MC"	149	658	0	0	1088	60	625	0	0	43	11	2	0	0	0	0	156	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2	0	15	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2840
"84"	"EL12_174"	1	2873	9464	6591	0.696	20	"SA"	"D1"	8	0.03465	0	2180.025626	3.338461599	"MC"	510	8	0	1	0	631	4	0	0	0	1	27	4	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213
"85"	"EL12_106"	1	647	9480	8833	0.932	11	"M"	"D1"	6	0.02991	1	1729.615249	3.237949506	"MC"	52	13	0	0	422	57	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	29	594
"86"	"EL12_167"	1	1180	9544	8364	0.876	17	"JA"	"C1"	10	0.04357	1	31805.66483	4.502504478	"JATX"	619	62	0	0	0	1	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	23	0	30	10	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	17	0	5	10	0	0	0	2	0	0	0	0	0	0	0	34	0	0	0	3	0	0	3	859
"87"	"EL12_149"	1	7397	8781	1384	0.152624614	7	"M"	"D1"	7	0.02919	1	NA	NA	"MC"	832	5521	0	1	0	196	12	0	0	0	0	47	0	0	691	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	1	24	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	7361
"88"	"EL12_043"	1	2375	9796	7421	0.758	31	"SA"	"B1"	11	0.03453	1	447171.3205	5.650473942	"SATX"	203	135	0	1	16	0	2	0	0	1655	0	32	38	0	0	5	0	0	0	0	0	0	7	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2137
"89"	"EL12_061"	1	1927	9924	7997	0.806	36	"M"	"C1"	4	0.04247	1	19773.8794	4.296091881	"MC"	6	266	0	0	29	763	1	8	0	0	1	97	0	1	0	0	2	0	0	0	0	0	95	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	1295
"90"	"EL12_156"	1	9326	10047	721	0.072	24	"SA"	"B1"	11	0.05083	1	618759.827	5.791522109	"SATX"	4968	1748	0	0	6	4	390	32	0	0	275	95	1	0	23	0	2	0	0	0	0	0	0	3	19	0	292	2	16	111	5	20	0	0	453	1	84	211	0	0	0	0	6	28	0	11	0	0	22	2	0	0	69	0	14	0	50	1	0	0	7	0	0	327	0	0	0	16	0	0	9314
"91"	"EL12_126"	1	28	10061	10033	0.997	16	"JA"	"B1"	7	0.02944	1	10112.82334	4.00487242	"MC"	8	6	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
"92"	"EL12_095"	1	34	10212	10178	0.997	9	"SA"	"D1"	10	0.02879	0	22428.42876	4.35079885	"SATX"	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	23
"93"	"EL12_115"	1	9556	10298	742	0.072	8	"SA"	"A1"	NA	0.02638	1	6833888.426	6.834667884	"MC"	2168	5119	0	0	400	953	117	0	0	0	40	10	46	0	0	0	356	0	0	0	0	0	11	0	0	0	0	0	0	2	0	6	0	0	0	33	0	0	6	0	0	0	2	68	0	7	0	0	91	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	3	9468
"94"	"EL12_204"	1	9259	10373	1114	0.107	23	"M"	"D1"	2	0.03718	1	11083333.33	7.044670395	"MC"	5768	1412	0	1	292	250	214	10	461	2	17	33	89	0	0	0	99	0	0	0	0	0	0	3	0	0	0	4	8	0	0	14	0	0	0	28	0	13	0	4	0	0	6	60	0	11	0	0	20	2	4	0	0	0	1	4	6	0	0	0	0	6	5	0	0	0	0	23	0	0	8870
"95"	"EL12_177"	1	9801	10579	778	0.074	20	"SA"	"C1"	2	0.05075	1	1457262.747	6.163537863	"SATX"	3360	5318	0	0	14	87	67	54	0	0	8	12	9	0	0	0	1	1	0	0	0	0	0	0	0	0	27	2	44	0	23	5	0	0	1	1	3	13	0	0	0	1	1	73	0	1	0	0	33	0	28	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	39	6	0	9234
"96"	"EL12_132"	1	7933	10749	2816	0.262	12	"SA"	"D1"	1	0.04787	1	746988.3259	5.873313815	"MC"	3786	3418	0	1	223	0	93	29	0	8	0	131	14	0	0	0	19	0	0	0	0	0	0	0	0	0	6	2	9	16	5	7	0	0	0	18	0	18	0	0	0	0	6	39	1	4	0	2	21	0	0	0	5	0	1	0	0	2	0	0	1	0	0	9	0	0	0	26	0	1	7921
"97"	"EL12_064"	1	236	7554	7318	0.962388217	35	"JA"	"C1"	7	0.04388	0	NA	NA	"MC"	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	8	0	0	0	0	10	236
"98"	"EL12_226"	1	20573	22716	2143	0.089759162	40	"JA"	"A1"	7	0.03563	1	NA	NA	"MC"	12794	1678	0	5	17	51	70	1	0	37	80	155	389	0	53	0	0	1404	0	2	0	2077	0	0	10	0	0	206	0	5	1	2	0	0	0	1	2	0	0	0	0	0	0	39	0	2	0	7	13	2	0	0	78	0	0	0	5	0	0	2	0	0	0	0	7	7	2	23	0	0	19227
"99"	"EL12_162"	1	8288	10907	2619	0.24	17	"JA"	"A1"	5	0.04392	1	294.4711538	2.469042758	"MC"	7572	31	0	0	65	342	21	2	0	0	2	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	41	3	0	0	0	0	0	0	0	1	0	0	0	3	12	0	0	1	1	2	0	16	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	8139
"100"	"EL12_231"	1	9451	10971	1520	0.139	39	"JA"	"B1"	8	0.05559	1	50991.96689	4.707501764	"MC"	4339	217	0	0	72	1806	7	5	0	22	1	273	1996	0	0	0	3	0	0	1	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8821
"101"	"EL12_048"	1	4015	5992	1977	0.302432308	14	"JA"	"B1"	6	0.02425	0	NA	NA	"MC"	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2345	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4015
"102"	"EL12_161"	1	10291	11015	724	0.066	17	"JA"	"B1"	4	0.02993	1	784000	5.894316063	"MC"	5695	403	0	18	171	72	1834	33	0	6	0	267	249	0	22	0	587	0	0	0	0	0	0	0	0	0	0	26	16	2	0	2	0	0	0	10	0	0	0	0	0	6	225	72	2	38	0	0	19	16	56	0	6	0	0	6	43	0	0	0	0	1	2	3	0	0	0	7	0	0	9915
"103"	"EL12_134"	1	714	11050	10336	0.935	12	"SA"	"B1"	8	0.05028	1	9907.760814	3.995975514	"MC"	38	480	0	0	61	2	39	0	1	2	1	1	0	0	0	0	6	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	0	4	6	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	681
"104"	"EL12_232"	1	10550	11255	705	0.063	39	"JA"	"D1"	3	0.03707	1	6465277.778	6.810587189	"JATX"	3739	4730	0	5	8	58	299	0	0	104	0	102	715	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	145	0	36	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	62	0	0	10068
"105"	"EL12_060"	1	146	8345	8199	0.973984319	36	"M"	"B1"	6	0.03033	1	NA	NA	"MC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	141
"106"	"EL12_066"	1	7615	13723	6108	0.437535817	36	"M"	"C1"	6	0.03511	1	NA	NA	"MC"	293	4	0	0	0	13	6	29	0	0	38	6	0	0	0	0	0	0	0	0	0	7072	91	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	7609
"107"	"EL12_069"	1	18927	20756	1829	0.082128424	36	"M"	"B1"	6	0.03023	1	NA	NA	"MC"	3618	5587	0	2319	960	19	343	2	0	1	18	338	426	0	27	545	252	0	0	0	0	0	0	588	53	1461	0	119	23	1	0	3	1	0	0	76	0	13	0	2	0	0	0	133	251	42	0	0	16	0	0	0	0	0	2	133	0	0	0	0	0	0	0	79	0	0	0	14	0	0	17465
"108"	"EL12_143"	1	8729	11643	2914	0.25	13	"M"	"C1"	NA	0.04671	0	484195.1862	5.685020467	"MC"	1315	48	0	5	461	571	3779	0	0	0	183	5	17	0	1975	0	10	0	0	0	0	0	0	0	0	0	0	2	15	26	0	1	0	0	0	0	0	0	3	0	0	0	0	11	0	15	59	2	1	0	0	148	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	7	8664
"109"	"EL12_179"	1	10446	11960	1514	0.127	20	"SA"	"A1"	2	0.0591	1	147709003.2	8.169406967	"SATX"	1379	2590	0	2	16	78	1185	22	0	149	1	126	2019	0	51	0	3	32	0	0	0	0	0	2	1	0	0	656	1	3	0	16	0	0	277	1	1	21	1	98	0	0	14	25	0	26	0	0	46	1	3	0	5	0	3	0	99	0	10	450	0	0	1	21	0	0	0	10	3	0	9448
"110"	"EL12_050"	1	5682	11984	6302	0.526	14	"JA"	"C1"	7	0.03404	1	192336912.5	8.28406264	"MC"	0	1	0	0	0	0	0	0	0	0	0	535	654	0	4	0	0	0	1	0	0	0	12	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1264
"111"	"EL12_194"	1	10775	12114	1339	0.111	24	"SA"	"A1"	5	0.0371	1	25472369.92	7.406069353	"SATX"	6855	23	0	1	0	7	112	1728	5	0	37	31	3	1	415	0	0	1	0	0	0	0	0	0	0	0	2	0	47	0	9	3	1	0	0	0	1	6	0	0	0	0	0	3	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9795
"112"	"EL12_100"	1	5976	12234	6258	0.512	11	"M"	"A1"	8	0.03343	1	145726.5739	5.163538755	"MC"	264	1729	0	0	3231	197	90	0	3	0	55	48	10	0	0	0	4	12	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	3	0	1	5	0	4	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	15	5722
"113"	"EL12_055"	1	11272	12303	1031	0.084	26	"JA"	"C1"	4	0.02848	1	4306102.362	6.634084349	"JATX"	3491	94	0	1040	371	1	28	13	0	1402	7	102	424	0	49	1	10	13	0	2	0	0	0	1367	37	130	0	479	0	0	0	2	0	0	67	6	0	4	0	8	0	0	2	73	88	5	773	0	0	0	0	0	0	0	0	32	214	0	0	58	0	0	0	79	0	0	0	0	0	0	10472
