"samples"	"is.in_sample_prep_sheet"	"ROW_TOTALS"	"total"	"contam"	"prop_c"	"PlotNum"	"PlotCond"	"SubPlot"	"LeafPos"	"sample_mass"	"herb.dmg"	"LeafCFU"	"logLeafCFU"	"stem.tx"	"Sphingomonas1"	"Pseudomonas1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Microbacteriaceae3"	"Sphingomonas5"	"Aureimonas"	"Sphingomonadaceae"	"Polaromonas"	"Janthinobacterium"	"Acinetobacter"	"Neorhizobium"	"Pseudomonas13"	"Methylobacterium2"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Flavobacterium"	"Hymenobacter1"	"Pedobacter3"	"Sphingomonas9"	"Pseudomonas24"	"Massilia5"	"Arthrobacter"	"Comamonas"	"Pseudomonas26"	"Brevundimonas"	"Hymenobacter3"	"Duganella2"	"Rhizobium3"	"Staphylococcus"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Pedobacter5"	"Hymenobacter4"	"Epilithonimonas"	"Ramlibacter2"	"Paenibacillus"	"Cloacibacterium"	"Pseudomonas37"	"Sphingomonas24"	"Methylobacterium4"	"ROW_TOTALS_1perc"
"114"	"EL12_109"	1	556	12327	11771	0.955	13	"M"	"C1"	NA	0.05974	1	62645.51804	4.796890005	"MC"	2	49	0	0	103	1	24	0	1	0	88	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	523
"115"	"EL12_039"	1	1144	12442	11298	0.908	31	"SA"	"A1"	7	0.03775	0	15422.66187	4.188159337	"SATX"	1	43	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	1144
"116"	"EL12_075"	1	173	12496	12323	0.986	35	"JA"	"A1"	5	0.04441	1	9404.408123	3.973331468	"JATX"	83	9	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	61	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	3	170
"117"	"EL12_119"	1	731	12694	11963	0.942	7	"M"	"B1"	11	0.04758	1	9920.221296	3.99652136	"MC"	169	0	1	0	12	1	1	0	0	14	0	15	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	15	0	0	0	0	289
"118"	"EL12_188"	1	1959	8752	6793	0.765408451	18	"M"	"A1"	5	0.02799	1	NA	NA	"MC"	464	1141	0	0	7	112	143	1	0	0	1	2	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923
"119"	"EL12_124"	1	84	12719	12635	0.993	16	"JA"	"A1"	NA	0.03129	0	829953.8611	5.91905395	"MC"	26	41	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	81
"120"	"EL12_128"	1	43	12820	12777	0.997	16	"JA"	"B1"	5	0.03582	1	63094.29477	4.79999009	"JATX"	27	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
"121"	"EL12_110"	1	1904	12895	10991	0.852	13	"M"	"D1"	NA	0.04491	1	580.0189394	2.763442175	"MC"	11	8	0	0	1303	22	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	42	0	2	0	0	0	10	0	4	0	2	0	0	0	0	0	0	0	0	33	0	0	35	1749
"122"	"EL12_097"	1	5329	13034	7705	0.591	10	"M"	"B1"	12	0.04195	0	41932.2474	4.62254814	"MC"	48	5197	0	0	8	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	3	5315
"123"	"EL12_158"	1	7732	13046	5314	0.407	17	"JA"	"D1"	11	0.04466	1	454738.2342	5.657761471	"MC"	6196	555	0	0	111	213	5	4	0	0	9	27	52	0	15	0	0	0	0	0	0	0	0	0	0	0	3	6	63	7	40	45	0	0	0	1	2	6	0	0	0	72	0	14	0	0	0	0	3	1	29	0	0	0	0	0	57	9	0	0	5	8	54	0	0	0	0	7	9	0	7628
"124"	"EL12_127"	1	4720	13178	8458	0.642	16	"JA"	"A1"	3	0.03048	1	14537480.83	7.162489155	"JATX"	2868	771	0	0	2	1	39	0	0	0	0	7	297	0	3	0	174	0	0	0	0	0	0	0	0	0	318	21	31	10	1	107	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	1	10	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4704
"125"	"EL12_068"	1	1216	8497	7281	0.832590051	36	"M"	"A1"	5	0.02601	0	NA	NA	"MC"	248	115	0	0	0	6	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	52	0	4	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	28	2	1	0	0	22	1192
"126"	"EL12_117"	1	13012	13295	283	0.021	9	"SA"	"B1"	1	0.02806	1	148125.7557	5.170630579	"MC"	330	39	0	0	12195	0	31	9	1	12	2	21	0	0	0	0	1	45	0	0	0	0	9	0	1	0	30	117	6	4	3	0	0	0	5	1	0	3	0	0	0	0	0	31	3	4	0	0	0	0	0	0	0	0	4	34	0	2	0	0	0	0	0	11	0	0	0	0	0	1	12955
"127"	"EL12_239"	1	10062	16532	6470	0.379183028	40	"JA"	"C1"	5	0.05313	1	NA	NA	"JATX"	808	705	0	163	673	172	202	5	0	622	5	632	1071	0	44	0	3	0	0	0	0	0	0	0	9	0	0	0	22	0	0	1	0	0	0	31	0	0	0	0	0	0	0	15	23	17	0	0	9	2	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5248
"128"	"EL12_193"	1	6555	13489	6934	0.514	24	"SA"	"D1"	4	0.03854	0	1072.535022	3.030411482	"MC"	100	21	0	0	0	1	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1679	0	0	0	0	0	0	0	0	0	0	0	1832
"129"	"EL12_083"	1	10258	13524	3266	0.241	10	"M"	"B1"	5	0.03347	1	127674.1635	5.106103021	"MC"	1780	4446	0	1	1883	591	53	14	0	31	370	53	0	0	0	0	246	0	0	1	0	0	5	0	0	0	26	0	10	2	3	0	0	0	0	58	0	0	3	0	0	0	0	14	1	3	0	11	42	0	0	0	0	0	0	7	0	3	0	0	26	0	0	0	238	215	3	3	0	2	10144
"130"	"EL12_146"	1	12690	13945	1255	0.09	15	"SA"	"A1"	NA	0.0404	1	2843556.796	6.453861907	"SATX"	91	12464	0	3	1	0	20	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	53	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	12656
"131"	"EL12_175"	1	10153	10892	739	0.061542305	20	"SA"	"C1"	4	0.05333	0	NA	NA	"MC"	1956	477	0	0	2	29	4675	29	0	0	60	386	1660	0	4	1	1	1	0	0	0	0	0	0	0	0	1	3	4	0	5	4	9	0	0	0	0	0	0	0	0	0	3	69	0	65	0	0	42	0	110	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	9604
"132"	"EL12_135"	1	13345	14035	690	0.049	12	"SA"	"A1"	7	0.0233	1	11269649.87	7.051910424	"MC"	561	122	0	11095	3	0	17	0	0	333	0	293	163	0	4	98	2	0	0	0	0	0	0	0	43	0	0	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	43	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	17	0	0	0	0	0	0	12828
"133"	"EL12_197"	1	10410	11021	611	0.052973817	24	"SA"	"A1"	4	0.07258	1	NA	NA	"MC"	8035	228	4	0	97	27	3	2	0	0	20	43	2	0	8	0	23	948	0	0	0	0	0	0	0	0	13	0	19	21	41	13	0	0	0	3	0	29	0	0	0	55	0	8	0	0	0	0	2	1	317	0	0	0	0	0	0	0	40	0	0	0	0	0	5	0	0	7	0	0	10014
"134"	"EL12_164"	1	13744	14177	433	0.031	17	"JA"	"C1"	3	0.04306	1	114530.2548	5.058920227	"MC"	9374	2	0	0	23	1641	1465	20	1	1	8	21	0	0	3	0	3	0	0	0	0	0	1	0	0	0	13	0	123	17	19	3	0	0	0	0	4	0	0	0	0	56	0	66	0	12	0	1	0	0	682	0	0	0	0	0	0	2	0	0	21	3	135	0	1	0	0	1	2	0	13724
"135"	"EL12_157"	1	13157	14249	1092	0.077	24	"SA"	"C1"	15	0.04944	1	1760937.5	6.245743942	"MC"	3564	3752	0	0	14	130	2735	111	0	13	25	45	12	0	1	0	1	418	0	0	0	0	0	0	0	0	24	0	1671	137	63	17	0	0	0	0	0	11	0	0	1	0	2	71	0	101	3	6	124	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	39	2	0	13098
"136"	"EL12_107"	1	416	14303	13887	0.971	15	"SA"	"B1"	NA	0.05652	0	8185.530441	3.913046828	"SATX"	163	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	44	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	11	0	0	24	309
"137"	"EL12_238"	1	12551	14373	1822	0.127	39	"JA"	"C1"	3	0.02289	1	2067187.5	6.31537987	"MC"	6712	1206	0	5	3	17	1013	44	0	71	9	270	1138	0	20	10	3	1	0	0	0	0	0	77	9	0	2	38	0	16	2	33	0	0	0	3	0	21	0	15	0	3	62	69	0	34	13	0	42	46	0	1	5	0	1	0	375	0	0	2	1	22	0	31	0	0	0	29	0	0	11474
"138"	"EL12_101"	1	11319	14851	3532	0.238	11	"M"	"B1"	1	0.03586	1	3045570.265	6.483668624	"MC"	4832	4431	0	19	251	25	9	47	114	9	17	295	13	2	12	14	3	0	0	0	9	0	25	0	0	0	148	6	49	83	34	63	0	0	241	0	39	136	8	37	0	0	22	35	2	0	80	0	2	15	10	0	12	4	4	1	93	0	0	0	0	3	0	0	13	0	0	7	9	3	11286
"139"	"EL12_118"	1	9269	15498	6229	0.402	7	"M"	"A1"	1	0.03779	1	7825991.832	6.89353939	"MC"	1142	0	1	0	39	36	1	0	0	36	1	2332	0	0	43	732	0	0	0	0	0	0	8	0	0	0	0	275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4678
"140"	"EL12_103"	1	354	15683	15329	0.977	11	"M"	"D1"	10	0.03154	1	338452.2532	5.52949741	"MC"	39	1	0	0	1	15	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	5	0	0	0	0	0	0	89	107	3	0	0	6	297
"141"	"EL12_139"	1	13125	15922	2797	0.176	12	"SA"	"A1"	11	0.04253	1	372135.8217	5.570701477	"SATX"	586	9833	0	267	1	0	0	0	0	48	0	647	58	0	5	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11688
"142"	"EL12_104"	1	2648	16096	13448	0.835	11	"M"	"B1"	1	0.03657	0	478814.8843	5.680167642	"MC"	1514	22	0	0	90	0	1	28	4	0	23	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	239	0	89	25	24	15	0	0	0	0	117	107	0	0	0	44	0	0	0	0	0	13	0	0	137	0	0	0	0	1	0	21	0	0	0	0	16	0	0	0	0	0	64	0	2600
"143"	"EL12_213"	1	551	16367	15816	0.966	8	"SA"	"A1"	NA	0.02782	0	648.3768525	2.811827502	"SATX"	163	83	0	38	10	62	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	451
"144"	"EL12_215"	1	348	17136	16788	0.98	20	"SA"	"A1"	11	0.0347	1	467.5572519	2.669834797	"MC"	132	84	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	257
"145"	"EL12_145"	1	15991	17822	1831	0.103	13	"M"	"D1"	NA	0.04112	1	2992.67101	3.476058977	"MC"	1991	1241	0	2	10093	1	159	12	0	2	2	705	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	0	0	0	200	0	227	1	0	0	0	0	77	5	25	0	0	5	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14796
"146"	"EL12_190"	1	13067	17991	4924	0.274	23	"M"	"C1"	2	0.04283	1	2237980.769	6.34985635	"MC"	10325	1259	0	0	0	503	0	49	0	0	77	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	17	0	0	1	0	58	0	0	0	0	3	1	0	0	0	27	0	59	0	0	0	0	25	2	44	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	2	26	0	1	12495
"147"	"EL12_211"	1	15580	18076	2496	0.138	39	"JA"	"A1"	3	0.02914	1	90548387.1	7.956880719	"JATX"	569	9126	0	41	116	12	722	0	0	470	0	172	1805	0	8	327	5	0	1	0	0	0	0	0	62	0	0	38	0	6	5	42	0	0	0	35	0	0	0	1	0	0	0	32	3	111	0	0	94	0	0	0	0	0	16	1	28	0	0	0	0	0	0	0	0	0	0	11	0	0	13859
"148"	"EL12_082"	1	2627	18260	15633	0.856	10	"M"	"C1"	1	0.04216	1	142959.0249	5.155211577	"MC"	2005	117	0	0	18	112	0	2	0	7	26	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	124	0	1	33	4	6	0	0	0	0	22	13	0	0	0	0	13	2	0	0	0	1	2	2	10	0	0	0	0	1	0	0	0	0	43	5	1	0	0	0	1	0	2	0	2599
"149"	"EL12_120"	1	4609	18464	13855	0.75	8	"SA"	"D1"	NA	0.03078	1	19473.50543	4.289444136	"MC"	2196	661	0	0	143	1196	1	0	0	0	148	2	0	0	0	0	4	0	0	0	0	0	66	0	0	0	0	0	34	24	0	12	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	13	9	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	9	0	0	0	0	11	4546
"150"	"EL12_224"	1	6477	18797	12320	0.655	40	"JA"	"B1"	4	0.03856	1	5335.365854	3.727164205	"JATX"	221	1240	0	9	1494	151	38	0	0	48	15	49	90	0	0	0	70	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	7	44	1	0	4	6	3	0	0	0	5	0	57	0	0	0	0	0	0	0	0	41	35	0	0	0	0	3665
"151"	"EL12_070"	1	3419	18855	15436	0.819	36	"M"	"A1"	1	0.03684	1	51243.9454	4.70964256	"MC"	1746	10	0	0	0	992	73	9	0	0	6	8	0	0	1	0	36	0	0	0	1	339	68	8	0	2	3	0	8	6	0	17	0	0	0	0	0	6	2	0	0	6	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	3380
"152"	"EL12_147"	1	16769	19847	3078	0.155	9	"SA"	"B4"	7	0.01989	1	623398576.5	8.794765806	"SATX"	254	127	0	12602	63	1	135	0	0	178	0	196	646	0	5	32	4	1	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	32	17	5	0	0	0	0	0	0	0	0	12	0	0	0	151	0	0	0	0	0	0	0	0	0	0	14489
"153"	"EL12_090"	1	5045	6254	1209	0.188435162	7	"M"	"B1"	2	0.01443	1	NA	NA	"MC"	101	62	0	0	165	0	0	5	0	0	0	0	0	0	4479	0	0	0	0	0	0	158	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5000
"154"	"EL12_094"	1	17257	18519	1262	0.061563979	9	"SA"	"C1"	2	0.03389	1	NA	NA	"SATX"	1659	156	0	11	35	0	5254	6	0	5581	5	1625	792	0	15	0	0	391	0	0	0	0	0	54	21	0	1	71	219	0	5	0	0	0	0	0	0	0	0	1	0	0	0	61	13	210	1	0	5	0	3	0	0	0	0	1	0	0	0	352	0	0	0	1	0	0	0	0	0	0	16549
"155"	"EL12_105"	1	13575	21577	8002	0.371	11	"M"	"C1"	2	0.05385	1	101396.2161	5.006021748	"MC"	5713	2312	1	0	1870	1337	1800	0	0	0	208	29	0	0	0	0	55	1	0	0	0	0	13	0	0	0	0	1	0	5	0	0	0	0	0	35	0	0	0	0	0	0	0	48	0	28	0	0	38	0	12	0	0	2	0	1	0	9	0	0	5	0	0	0	0	0	0	11	0	1	13535
"156"	"EL12_189"	1	21601	22109	508	0.023	18	"M"	"B1"	3	0.07362	1	14410.50889	4.158679318	"MC"	16148	1118	0	83	26	205	3270	21	0	3	1	42	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	4	0	1	0	0	0	0	0	147	0	77	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	21255
"157"	"EL12_227"	1	21784	22883	1099	0.048	40	"JA"	"A1"	5	0.01719	1	115705128.2	8.063352608	"JATX"	330	16685	0	1	2053	69	729	1	0	12	3	11	48	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	657	0	0	0	0	0	0	0	24	0	128	0	0	150	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	13	0	0	20922
"158"	"EL12_073"	1	19391	23273	3882	0.167	35	"JA"	"C1"	3	0.03241	1	72112247.92	7.858009034	"JATX"	702	13101	0	614	475	12	1318	5	1	0	36	39	195	0	45	1	0	0	0	0	0	1	2	7	2	0	0	2057	0	0	2	0	0	0	5	109	0	0	0	0	0	0	0	41	39	130	0	0	137	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	9	0	0	19097
"159"	"EL12_200"	1	22195	24763	2568	0.104	23	"M"	"B1"	8	0.04098	1	10915.22403	4.038032654	"MC"	5844	15055	6	1	20	18	23	14	0	0	5	15	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	2	0	2	0	5	0	52	0	0	0	9	0	126	0	0	0	3	71	0	12	0	0	0	0	0	0	0	0	1	0	9	183	0	0	0	7	43	0	2	21539
"160"	"EL12_199"	1	24079	25066	987	0.039	23	"M"	"C1"	7	0.04324	1	588480.3922	5.769731997	"MC"	1957	21405	0	0	0	95	79	3	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	113	0	11	0	0	114	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	42	0	0	23835
"161"	"EL12_122"	1	23089	25718	2629	0.102	13	"M"	"A1"	NA	0.02529	1	702124.0728	5.846413863	"MC"	8759	2226	0	0	472	1	222	1	0	0	3	1448	0	0	5	0	0	7511	0	0	0	0	38	0	0	0	0	0	0	3	0	0	0	0	974	29	0	85	0	0	1	0	0	51	0	5	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	18	0	1	21879
"162"	"EL12_121"	1	678	26147	25469	0.974	13	"M"	"B1"	NA	0.05028	1	214667.1506	5.331765592	"MC"	440	3	1	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	19	554
"163"	"EL12_072"	1	14710	28681	13971	0.487	35	"JA"	"D1"	5	0.03772	1	4537826.087	6.656847847	"JATX"	6097	2222	0	1628	33	0	1205	1	0	472	13	81	566	0	26	213	0	0	0	0	0	0	5	6	4	0	0	304	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	104	6	68	0	1	34	0	0	0	0	0	0	4	24	0	0	8	0	0	0	0	0	0	0	21	0	0	13156
"164"	"EL12_201"	1	27821	28719	898	0.031	23	"M"	"A1"	8	0.03703	1	46884.56828	4.671029921	"MC"	15897	9591	0	1	0	1670	0	4	0	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	27576
"165"	"EL12_098"	1	25057	31005	5948	0.192	10	"M"	"C1"	8	0.0454	1	43947314.47	7.642932341	"MC"	4711	5562	0	2	1	0	63	0	0	94	2	323	15	0	18	0	37	9288	0	0	0	0	0	0	0	0	7	182	6	3	0	0	0	0	309	0	0	0	0	75	0	0	0	101	0	5	0	0	5	17	0	0	32	0	1	0	19	0	0	0	0	0	0	0	0	0	0	4	0	0	20882
"166"	"EL12_202"	1	30079	32858	2779	0.085	23	"M"	"D1"	5	0.0319	1	2252961.347	6.352753741	"MC"	26124	1331	0	19	206	649	29	183	0	8	21	89	11	0	1	0	25	0	0	0	0	0	0	0	2	8	79	0	106	14	1	39	0	0	0	14	3	31	0	28	0	293	25	83	0	0	0	1	22	12	32	0	1	0	1	0	0	0	0	0	19	33	1	4	0	0	0	53	27	0	29628
