plot	region	condition	tx	subplot	txfull	stem.num	height	n.leaves	n.mines	n.mined.leaves	n.fruits
13	B	SA	TX	13_B	SA_TX	A4	30	6	2	2	0
13	B	SA	TX	13_B	SA_TX	B1	37	9	1	1	4
13	B	SA	TX	13_B	SA_TX	B2	37	14	7	7	4
13	B	SA	TX	13_B	SA_TX	B3	33	10	1	1	8
13	B	SA	TX	13_B	SA_TX	B4	35	11	4	4	5
13	B	SA	TX	13_B	SA_TX	C1	34	9	3	3	2
13	B	SA	TX	13_B	SA_TX	C2	26	4	0	0	0
13	B	SA	TX	13_B	SA_TX	C3	40	12	7	7	13
13	B	SA	TX	13_B	SA_TX	C4	37	8	4	4	3
13	B	SA	TX	13_B	SA_TX	D1	32	8	4	4	0
13	B	SA	TX	13_B	SA_TX	D2	22	4	3	3	0
13	B	SA	TX	13_B	SA_TX	D3	28	9	3	3	2
13	B	SA	TX	13_B	SA_TX	D4	32	9	5	5	2
13	B	SA	MOCK	13_A	SA_MOCK	A1	32	9	2	2	0
13	B	SA	MOCK	13_A	SA_MOCK	A2	25	7	0	0	0
13	B	SA	MOCK	13_A	SA_MOCK	A3	28	10	4	4	0
13	B	SA	MOCK	13_A	SA_MOCK	A4	37	9	2	2	5
13	B	SA	MOCK	13_A	SA_MOCK	B1	36	7	0	0	5
13	B	SA	MOCK	13_A	SA_MOCK	B2	33	7	0	0	1
13	B	SA	MOCK	13_A	SA_MOCK	B3	32	9	2	2	0
13	B	SA	MOCK	13_A	SA_MOCK	B4	34	8	1	1	3
13	B	SA	MOCK	13_A	SA_MOCK	C1	34	9	2	2	6
13	B	SA	MOCK	13_A	SA_MOCK	C2	29	7	1	1	0
13	B	SA	MOCK	13_A	SA_MOCK	C3	24	10	3	3	0
13	B	SA	MOCK	13_A	SA_MOCK	C4	32	8	0	0	5
13	B	SA	MOCK	13_A	SA_MOCK	D1	26	10	1	1	0
13	B	SA	MOCK	13_A	SA_MOCK	D2	33	9	5	5	1
13	B	SA	MOCK	13_A	SA_MOCK	D3	40	14	8	8	22
13	B	SA	MOCK	13_A	SA_MOCK	D4	33	10	1	1	0
14	B	CTR	TX	14_B	CTR_TX	A1	25	8	0	0	0
14	B	CTR	TX	14_B	CTR_TX	A2	33	15	0	0	0
14	B	CTR	TX	14_B	CTR_TX	A3	36	11	1	1	7
14	B	CTR	TX	14_B	CTR_TX	A4	44	11	0	0	13
14	B	CTR	TX	14_B	CTR_TX	B1	18	10	0	0	0
14	B	CTR	TX	14_B	CTR_TX	B2	30	13	1	1	0
14	B	CTR	TX	14_B	CTR_TX	B3	39	9	0	0	8
14	B	CTR	TX	14_B	CTR_TX	B4	38	9	1	1	7
14	B	CTR	TX	14_B	CTR_TX	C1	25	12	2	2	0
14	B	CTR	TX	14_B	CTR_TX	C2	22	7	0	0	0
14	B	CTR	TX	14_B	CTR_TX	C3	28	11	0	0	0
14	B	CTR	TX	14_B	CTR_TX	C4	35	10	0	0	2
14	B	CTR	TX	14_B	CTR_TX	D1	30	9	0	0	4
14	B	CTR	TX	14_B	CTR_TX	D2	24	12	0	0	0
14	B	CTR	TX	14_B	CTR_TX	D3	33	10	0	0	8
14	B	CTR	TX	14_B	CTR_TX	D4	25	10	1	1	0
14	B	CTR	MOCK	14_A	CTR_MOCK	A1	41	12	0	0	4
14	B	CTR	MOCK	14_A	CTR_MOCK	A2	40	7	0	0	1
14	B	CTR	MOCK	14_A	CTR_MOCK	A3	41	9	0	0	4
14	B	CTR	MOCK	14_A	CTR_MOCK	A4	43	11	1	1	8
14	B	CTR	MOCK	14_A	CTR_MOCK	B1	36	10	1	1	0
14	B	CTR	MOCK	14_A	CTR_MOCK	B2	42	10	1	1	5
14	B	CTR	MOCK	14_A	CTR_MOCK	B3	44	8	1	1	8
14	B	CTR	MOCK	14_A	CTR_MOCK	B4	39	11	1	1	3
14	B	CTR	MOCK	14_A	CTR_MOCK	C1	43	9	1	1	3
14	B	CTR	MOCK	14_A	CTR_MOCK	C2	43	10	1	1	8
14	B	CTR	MOCK	14_A	CTR_MOCK	C3	46	9	0	0	10
14	B	CTR	MOCK	14_A	CTR_MOCK	C4	44	7	1	1	7
14	B	CTR	MOCK	14_A	CTR_MOCK	D1	42	8	0	0	4
14	B	CTR	MOCK	14_A	CTR_MOCK	D2	40	7	0	0	0
14	B	CTR	MOCK	14_A	CTR_MOCK	D3	42	6	0	0	4
14	B	CTR	MOCK	14_A	CTR_MOCK	D4	41	6	1	1	7
15	B	CTR	TX	15_B	CTR_TX	A1	20	7	0	0	0
15	B	CTR	TX	15_B	CTR_TX	A2	31	7	2	2	4
15	B	CTR	TX	15_B	CTR_TX	A3	22	4	0	0	0
15	B	CTR	TX	15_B	CTR_TX	A4	28	5	0	0	1
15	B	CTR	TX	15_B	CTR_TX	B1	32	5	0	0	4
15	B	CTR	TX	15_B	CTR_TX	B2	24	7	0	0	0
15	B	CTR	TX	15_B	CTR_TX	B3	20	4	0	0	0
15	B	CTR	TX	15_B	CTR_TX	B4	26	8	1	1	0
15	B	CTR	TX	15_B	CTR_TX	C1	25	7	0	0	0
15	B	CTR	TX	15_B	CTR_TX	C2	25	5	3	3	0
15	B	CTR	TX	15_B	CTR_TX	C3	20	8	4	4	0
15	B	CTR	TX	15_B	CTR_TX	C4	34	12	1	1	3
15	B	CTR	TX	15_B	CTR_TX	D1	15	4	1	1	0
15	B	CTR	TX	15_B	CTR_TX	D2	14	3	0	0	0
15	B	CTR	TX	15_B	CTR_TX	D3	20	6	2	2	0
15	B	CTR	TX	15_B	CTR_TX	D4	26	5	3	3	2
15	B	CTR	MOCK	15_A	CTR_MOCK	A1	23	6	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	A2	24	4	1	1	0
15	B	CTR	MOCK	15_A	CTR_MOCK	A3	21	4	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	A4	16	7	3	3	0
15	B	CTR	MOCK	15_A	CTR_MOCK	B1	28	6	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	B2	17	9	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	B3	17	6	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	B4	19	8	1	1	0
15	B	CTR	MOCK	15_A	CTR_MOCK	C1	19	8	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	C2	14	6	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	C3	28	7	0	0	6
15	B	CTR	MOCK	15_A	CTR_MOCK	C4	21	6	1	1	0
15	B	CTR	MOCK	15_A	CTR_MOCK	D1	18	6	0	0	0
15	B	CTR	MOCK	15_A	CTR_MOCK	D2	27	3	1	1	1
15	B	CTR	MOCK	15_A	CTR_MOCK	D3	23	5	1	1	0
15	B	CTR	MOCK	15_A	CTR_MOCK	D4	24	3	2	2	0
17	B	JA	TX	17_B	JA_TX	A1	32	4	1	1	0
17	B	JA	TX	17_B	JA_TX	A2	39	8	0	0	0
17	B	JA	TX	17_B	JA_TX	A3	39	5	0	0	5
17	B	JA	TX	17_B	JA_TX	A4	54	7	0	0	20
17	B	JA	TX	17_B	JA_TX	B1	40	5	0	0	4
17	B	JA	TX	17_B	JA_TX	B2	38	7	0	0	8
17	B	JA	TX	17_B	JA_TX	B3	40	7	0	0	5
17	B	JA	TX	17_B	JA_TX	B4	49	7	1	1	22
17	B	JA	TX	17_B	JA_TX	C1	36	9	0	0	0
17	B	JA	TX	17_B	JA_TX	C2	40	8	0	0	3
17	B	JA	TX	17_B	JA_TX	C3	46	9	1	1	1
17	B	JA	TX	17_B	JA_TX	C4	45	8	0	0	7
17	B	JA	TX	17_B	JA_TX	D1	40	7	0	0	9
17	B	JA	TX	17_B	JA_TX	D2	36	10	0	0	0
17	B	JA	TX	17_B	JA_TX	D3	25	11	0	0	0
17	B	JA	TX	17_B	JA_TX	D4	49	5	0	0	9
17	B	JA	MOCK	17_A	JA_MOCK	A1	45	12	0	0	5
17	B	JA	MOCK	17_A	JA_MOCK	A2	18	7	0	0	0
17	B	JA	MOCK	17_A	JA_MOCK	A3	49	8	0	0	14
17	B	JA	MOCK	17_A	JA_MOCK	A4	47	3	1	1	3
17	B	JA	MOCK	17_A	JA_MOCK	B1	51	9	1	1	23
17	B	JA	MOCK	17_A	JA_MOCK	B2	37	17	1	1	1
17	B	JA	MOCK	17_A	JA_MOCK	B3	38	11	0	0	2
17	B	JA	MOCK	17_A	JA_MOCK	B4	38	11	0	0	0
17	B	JA	MOCK	17_A	JA_MOCK	C1	56	2	0	0	23
17	B	JA	MOCK	17_A	JA_MOCK	C2	54	3	0	0	27
17	B	JA	MOCK	17_A	JA_MOCK	C3	54	3	0	0	16
17	B	JA	MOCK	17_A	JA_MOCK	C4	42	7	0	0	0
17	B	JA	MOCK	17_A	JA_MOCK	D1	57	19	0	0	8
17	B	JA	MOCK	17_A	JA_MOCK	D2	40	11	0	0	0
17	B	JA	MOCK	17_A	JA_MOCK	D3	51	6	0	0	0
17	B	JA	MOCK	17_A	JA_MOCK	D4	44	9	1	1	3
18	B	CTR	TX	18_B	CTR_TX	A1	54	10	0	0	4
18	B	CTR	TX	18_B	CTR_TX	A2	53	12	0	0	4
18	B	CTR	TX	18_B	CTR_TX	A3	55	9	0	0	5
18	B	CTR	TX	18_B	CTR_TX	A4	42	9	0	0	0
18	B	CTR	TX	18_B	CTR_TX	B1	36	12	0	0	0
18	B	CTR	TX	18_B	CTR_TX	B2	42	11	0	0	4
18	B	CTR	TX	18_B	CTR_TX	B3	48	14	0	0	17
18	B	CTR	TX	18_B	CTR_TX	B4	55	11	0	0	3
18	B	CTR	TX	18_B	CTR_TX	C1	39	9	0	1	1
18	B	CTR	TX	18_B	CTR_TX	C2	46	9	1	1	8
18	B	CTR	TX	18_B	CTR_TX	C3	52	13	1	0	17
18	B	CTR	TX	18_B	CTR_TX	C4	45	9	0	0	6
18	B	CTR	TX	18_B	CTR_TX	D1	51	10	0	0	7
18	B	CTR	TX	18_B	CTR_TX	D2	47	9	0	0	0
18	B	CTR	TX	18_B	CTR_TX	D3	46	8	0	0	4
18	B	CTR	TX	18_B	CTR_TX	D4	53	10	0	0	7
18	B	CTR	MOCK	18_A	CTR_MOCK	A1	50	10	0	0	8
18	B	CTR	MOCK	18_A	CTR_MOCK	A2	52	10	0	0	15
18	B	CTR	MOCK	18_A	CTR_MOCK	A3	53	8	0	0	8
18	B	CTR	MOCK	18_A	CTR_MOCK	A4	45	9	0	0	5
18	B	CTR	MOCK	18_A	CTR_MOCK	B1	48	6	0	0	6
18	B	CTR	MOCK	18_A	CTR_MOCK	B2	50	11	0	0	18
18	B	CTR	MOCK	18_A	CTR_MOCK	B3	47	6	0	0	5
18	B	CTR	MOCK	18_A	CTR_MOCK	B4	51	6	0	0	8
18	B	CTR	MOCK	18_A	CTR_MOCK	C1	46	8	0	0	8
18	B	CTR	MOCK	18_A	CTR_MOCK	C2	36	7	0	0	0
18	B	CTR	MOCK	18_A	CTR_MOCK	C3	52	11	0	0	13
18	B	CTR	MOCK	18_A	CTR_MOCK	C4	51	11	0	0	9
18	B	CTR	MOCK	18_A	CTR_MOCK	D1	50	10	0	0	5
18	B	CTR	MOCK	18_A	CTR_MOCK	D2	60	13	0	0	20
18	B	CTR	MOCK	18_A	CTR_MOCK	D3	56	15	0	0	8
18	B	CTR	MOCK	18_A	CTR_MOCK	D4	51	9	0	0	2
19	B	JA	TX	19_B	JA_TX	A1	24	10	3	3	0
19	B	JA	TX	19_B	JA_TX	A2	48	11	1	1	5
19	B	JA	TX	19_B	JA_TX	A3	45	14	1	1	1
19	B	JA	TX	19_B	JA_TX	A4	23	10	0	0	0
19	B	JA	TX	19_B	JA_TX	B1	36	11	2	2	0
19	B	JA	TX	19_B	JA_TX	B2	27	12	1	1	0
19	B	JA	TX	19_B	JA_TX	B3	30	12	0	0	0
19	B	JA	TX	19_B	JA_TX	B4	28	10	0	0	0
19	B	JA	TX	19_B	JA_TX	C1	40	11	1	1	1
19	B	JA	TX	19_B	JA_TX	C2	41	10	2	2	0
19	B	JA	TX	19_B	JA_TX	C3	38	14	1	1	2
19	B	JA	TX	19_B	JA_TX	C4	40	7	4	4	4
19	B	JA	TX	19_B	JA_TX	D1	38	13	2	2	2
19	B	JA	TX	19_B	JA_TX	D2	45	11	3	3	3
19	B	JA	TX	19_B	JA_TX	D3	42	11	0	0	1
19	B	JA	TX	19_B	JA_TX	D4	51	13	1	1	6
19	B	JA	MOCK	19_A	JA_MOCK	A1	24	19	5	5	1
19	B	JA	MOCK	19_A	JA_MOCK	A2	26	13	2	2	0
19	B	JA	MOCK	19_A	JA_MOCK	A3	25	12	1	1	0
19	B	JA	MOCK	19_A	JA_MOCK	A4	38	14	5	5	1
19	B	JA	MOCK	19_A	JA_MOCK	B1	32	11	0	0	0
19	B	JA	MOCK	19_A	JA_MOCK	B2	39	12	2	2	5
19	B	JA	MOCK	19_A	JA_MOCK	B3	25	10	2	2	0
19	B	JA	MOCK	19_A	JA_MOCK	B4	28	6	3	3	4
19	B	JA	MOCK	19_A	JA_MOCK	C1	34	13	5	5	0
19	B	JA	MOCK	19_A	JA_MOCK	C2	43	9	1	1	0
19	B	JA	MOCK	19_A	JA_MOCK	C3	31	14	3	3	0
19	B	JA	MOCK	19_A	JA_MOCK	C4	45	11	2	2	2
19	B	JA	MOCK	19_A	JA_MOCK	D1	38	9	3	3	3
19	B	JA	MOCK	19_A	JA_MOCK	D2	35	8	5	5	0
19	B	JA	MOCK	19_A	JA_MOCK	D3	38	11	0	0	0
19	B	JA	MOCK	19_A	JA_MOCK	D4	16	11	4	4	0
21	B	SA	TX	21_B	SA_TX	A1	53	5	3	3	17
21	B	SA	TX	21_B	SA_TX	A2	57	7	4	4	8
21	B	SA	TX	21_B	SA_TX	A3	63	8	5	5	15
21	B	SA	TX	21_B	SA_TX	A4	63	6	4	4	15
21	B	SA	TX	21_B	SA_TX	B1	48	5	2	2	5
21	B	SA	TX	21_B	SA_TX	B2	60	5	4	4	5
21	B	SA	TX	21_B	SA_TX	B3	56	5	5	5	11
21	B	SA	TX	21_B	SA_TX	B4	62	7	6	6	17
21	B	SA	TX	21_B	SA_TX	C1	53	5	5	5	0
21	B	SA	TX	21_B	SA_TX	C2	51	6	3	3	0
21	B	SA	TX	21_B	SA_TX	C3	60	7	6	6	4
21	B	SA	TX	21_B	SA_TX	C4	57	5	5	5	6
21	B	SA	TX	21_B	SA_TX	D1	40	10	0	0	0
21	B	SA	TX	21_B	SA_TX	D2	48	8	3	3	10
21	B	SA	TX	21_B	SA_TX	D3	54	5	2	2	11
21	B	SA	TX	21_B	SA_TX	D4	60	7	4	4	17
21	B	SA	MOCK	21_A	SA_MOCK	A1	46	6	1	1	6
21	B	SA	MOCK	21_A	SA_MOCK	A2	44	7	0	0	0
21	B	SA	MOCK	21_A	SA_MOCK	A3	44	8	4	4	0
21	B	SA	MOCK	21_A	SA_MOCK	A4	55	7	5	5	10
21	B	SA	MOCK	21_A	SA_MOCK	B1	53	8	3	3	0
21	B	SA	MOCK	21_A	SA_MOCK	B2	58	8	5	5	0
21	B	SA	MOCK	21_A	SA_MOCK	B3	53	5	5	5	5
21	B	SA	MOCK	21_A	SA_MOCK	B4	54	8	7	6	1
21	B	SA	MOCK	21_A	SA_MOCK	C1	53	9	5	5	17
21	B	SA	MOCK	21_A	SA_MOCK	C2	49	10	3	3	1
21	B	SA	MOCK	21_A	SA_MOCK	C3	51	7	2	2	1
21	B	SA	MOCK	21_A	SA_MOCK	C4	56	6	3	3	2
21	B	SA	MOCK	21_A	SA_MOCK	D1	57	9	5	5	12
21	B	SA	MOCK	21_A	SA_MOCK	D2	44	7	5	5	0
21	B	SA	MOCK	21_A	SA_MOCK	D3	55	8	2	2	10
21	B	SA	MOCK	21_A	SA_MOCK	D4	45	6	4	4	2
22	B	SA	TX	22_B	SA_TX	A1	53	10	0	0	10
22	B	SA	TX	22_B	SA_TX	A2	42	5	0	0	0
22	B	SA	TX	22_B	SA_TX	A3	48	6	0	0	0
22	B	SA	TX	22_B	SA_TX	A4	51	8	0	0	5
22	B	SA	TX	22_B	SA_TX	B1	52	9	0	0	4
22	B	SA	TX	22_B	SA_TX	B2	53	8	0	0	4
22	B	SA	TX	22_B	SA_TX	B3	60	6	0	0	12
22	B	SA	TX	22_B	SA_TX	B4	51	8	0	0	12
22	B	SA	TX	22_B	SA_TX	C1	55	7	0	0	10
22	B	SA	TX	22_B	SA_TX	C2	41	9	0	0	1
22	B	SA	TX	22_B	SA_TX	C3	50	5	0	0	3
22	B	SA	TX	22_B	SA_TX	C4	48	7	1	1	10
22	B	SA	TX	22_B	SA_TX	D1	50	8	0	0	11
22	B	SA	TX	22_B	SA_TX	D2	49	8	0	0	5
22	B	SA	TX	22_B	SA_TX	D3	51	7	0	0	9
22	B	SA	TX	22_B	SA_TX	D4	53	6	0	0	14
22	B	SA	MOCK	22_A	SA_MOCK	A1	59	8	0	0	16
22	B	SA	MOCK	22_A	SA_MOCK	A2	57	8	0	0	14
22	B	SA	MOCK	22_A	SA_MOCK	A3	40	7	0	0	0
22	B	SA	MOCK	22_A	SA_MOCK	A4	52	9	0	0	5
22	B	SA	MOCK	22_A	SA_MOCK	B1	60	8	0	0	5
22	B	SA	MOCK	22_A	SA_MOCK	B2	52	6	0	0	2
22	B	SA	MOCK	22_A	SA_MOCK	B3	50	7	0	0	4
22	B	SA	MOCK	22_A	SA_MOCK	B4	60	7	0	0	9
22	B	SA	MOCK	22_A	SA_MOCK	C1	61	8	0	0	26
22	B	SA	MOCK	22_A	SA_MOCK	C2	50	8	0	0	5
22	B	SA	MOCK	22_A	SA_MOCK	C3	59	14	0	0	13
22	B	SA	MOCK	22_A	SA_MOCK	C4	64	11	0	0	25
22	B	SA	MOCK	22_A	SA_MOCK	D1	53	7	0	0	11
22	B	SA	MOCK	22_A	SA_MOCK	D2	60	11	0	0	26
22	B	SA	MOCK	22_A	SA_MOCK	D3	59	6	0	0	14
22	B	SA	MOCK	22_A	SA_MOCK	D4	61	13	0	0	6
23	B	CTR	TX	23_B	CTR_TX	A1	42	5	1	1	0
23	B	CTR	TX	23_B	CTR_TX	A2	35	8	2	2	5
23	B	CTR	TX	23_B	CTR_TX	A3	62	11	8	8	10
23	B	CTR	TX	23_B	CTR_TX	A4	57	8	5	5	14
23	B	CTR	TX	23_B	CTR_TX	B1	52	7	1	1	0
23	B	CTR	TX	23_B	CTR_TX	B2	46	15	3	3	0
23	B	CTR	TX	23_B	CTR_TX	B3	47	7	0	0	0
23	B	CTR	TX	23_B	CTR_TX	B4	63	8	2	2	26
23	B	CTR	TX	23_B	CTR_TX	C1	57	7	2	2	19
23	B	CTR	TX	23_B	CTR_TX	C2	53	7	1	1	16
23	B	CTR	TX	23_B	CTR_TX	C3	62	6	1	1	27
23	B	CTR	TX	23_B	CTR_TX	C4	59	7	2	2	23
23	B	CTR	TX	23_B	CTR_TX	D1	52	8	2	2	0
23	B	CTR	TX	23_B	CTR_TX	D2	40	12	5	5	0
23	B	CTR	TX	23_B	CTR_TX	D3	64	8	1	1	18
23	B	CTR	TX	23_B	CTR_TX	D4	60	5	2	2	6
23	B	CTR	MOCK	23_A	CTR_MOCK	A1	69	13	2	2	41
23	B	CTR	MOCK	23_A	CTR_MOCK	A2	52	11	1	1	3
23	B	CTR	MOCK	23_A	CTR_MOCK	A3	58	7	1	1	5
23	B	CTR	MOCK	23_A	CTR_MOCK	A4	61	8	0	0	0
23	B	CTR	MOCK	23_A	CTR_MOCK	B1	60	14	0	0	8
23	B	CTR	MOCK	23_A	CTR_MOCK	B2	64	14	2	2	15
23	B	CTR	MOCK	23_A	CTR_MOCK	B3	68	10	1	1	24
23	B	CTR	MOCK	23_A	CTR_MOCK	B4	46	9	0	0	0
23	B	CTR	MOCK	23_A	CTR_MOCK	C1	71	11	1	1	19
23	B	CTR	MOCK	23_A	CTR_MOCK	C2	63	16	2	2	8
23	B	CTR	MOCK	23_A	CTR_MOCK	C3	61	10	2	2	0
23	B	CTR	MOCK	23_A	CTR_MOCK	C4	62	6	1	1	17
23	B	CTR	MOCK	23_A	CTR_MOCK	D1	64	5	0	0	17
23	B	CTR	MOCK	23_A	CTR_MOCK	D2	67	12	0	0	22
23	B	CTR	MOCK	23_A	CTR_MOCK	D3	62	6	0	0	15
23	B	CTR	MOCK	23_A	CTR_MOCK	D4	48	9	2	2	0
24	B	SA	TX	24_B	SA_TX	A1	62	8	0	0	10
24	B	SA	TX	24_B	SA_TX	A2	44	8	0	0	0
24	B	SA	TX	24_B	SA_TX	A3	55	6	0	0	8
24	B	SA	TX	24_B	SA_TX	A4	65	8	1	1	16
24	B	SA	TX	24_B	SA_TX	B1	46	7	1	1	0
24	B	SA	TX	24_B	SA_TX	B2	58	9	0	0	13
24	B	SA	TX	24_B	SA_TX	B3	55	6	1	1	6
24	B	SA	TX	24_B	SA_TX	B4	42	11	0	0	3
24	B	SA	TX	24_B	SA_TX	C1	48	5	0	0	6
24	B	SA	TX	24_B	SA_TX	C2	54	13	0	0	13
24	B	SA	TX	24_B	SA_TX	C3	53	8	0	0	5
24	B	SA	TX	24_B	SA_TX	C4	44	7	0	0	13
24	B	SA	TX	24_B	SA_TX	D1	59	5	0	0	0
24	B	SA	TX	24_B	SA_TX	D2	60	8	0	0	13
24	B	SA	TX	24_B	SA_TX	D3	37	9	0	0	0
24	B	SA	TX	24_B	SA_TX	D4	48	7	0	0	4
24	B	SA	MOCK	24_A	SA_MOCK	A1	48	4	0	0	12
24	B	SA	MOCK	24_A	SA_MOCK	A2	35	9	0	0	0
24	B	SA	MOCK	24_A	SA_MOCK	A3	19	5	0	0	0
24	B	SA	MOCK	24_A	SA_MOCK	A4	56	12	1	1	33
24	B	SA	MOCK	24_A	SA_MOCK	B1	45	11	0	0	0
24	B	SA	MOCK	24_A	SA_MOCK	B2	49	5	0	0	14
24	B	SA	MOCK	24_A	SA_MOCK	B3	53	7	0	0	18
24	B	SA	MOCK	24_A	SA_MOCK	B4	62	10	1	1	22
24	B	SA	MOCK	24_A	SA_MOCK	C1	56	10	0	0	6
24	B	SA	MOCK	24_A	SA_MOCK	C2	43	9	0	0	4
24	B	SA	MOCK	24_A	SA_MOCK	C3	44	8	0	0	7
24	B	SA	MOCK	24_A	SA_MOCK	C4	39	8	0	0	9
24	B	SA	MOCK	24_A	SA_MOCK	D1	54	9	0	0	16
24	B	SA	MOCK	24_A	SA_MOCK	D2	58	8	0	0	23
24	B	SA	MOCK	24_A	SA_MOCK	D3	45	5	0	0	2
24	B	SA	MOCK	24_A	SA_MOCK	D4	48	11	0	0	11
27	B	JA	TX	27_B	JA_TX	A1	35	8	4	4	0
27	B	JA	TX	27_B	JA_TX	A2	47	7	5	5	0
27	B	JA	TX	27_B	JA_TX	A3	37	11	9	9	0
27	B	JA	TX	27_B	JA_TX	A4	52	8	6	6	0
27	B	JA	TX	27_B	JA_TX	B1	51	12	11	11	0
27	B	JA	TX	27_B	JA_TX	B2	50	8	7	7	0
27	B	JA	TX	27_B	JA_TX	B3	44	10	7	7	0
27	B	JA	TX	27_B	JA_TX	B4	49	8	8	8	0
27	B	JA	TX	27_B	JA_TX	C1	59	13	12	12	20
27	B	JA	TX	27_B	JA_TX	C2	57	13	11	11	8
27	B	JA	TX	27_B	JA_TX	C3	56	11	8	8	6
27	B	JA	TX	27_B	JA_TX	C4	45	11	8	8	0
27	B	JA	TX	27_B	JA_TX	D1	51	9	8	8	0
27	B	JA	TX	27_B	JA_TX	D2	57	15	12	12	16
27	B	JA	TX	27_B	JA_TX	D3	51	11	7	7	3
27	B	JA	TX	27_B	JA_TX	D4	59	13	9	9	20
27	B	JA	MOCK	27_A	JA_MOCK	A1	54	14	10	10	17
27	B	JA	MOCK	27_A	JA_MOCK	A2	42	11	11	11	0
27	B	JA	MOCK	27_A	JA_MOCK	A3	52	8	6	6	6
27	B	JA	MOCK	27_A	JA_MOCK	A4	60	12	8	8	20
27	B	JA	MOCK	27_A	JA_MOCK	B1	53	9	9	9	0
27	B	JA	MOCK	27_A	JA_MOCK	B2	57	9	9	9	11
27	B	JA	MOCK	27_A	JA_MOCK	B3	44	8	7	7	0
27	B	JA	MOCK	27_A	JA_MOCK	B4	38	9	9	9	0
27	B	JA	MOCK	27_A	JA_MOCK	C1	40	9	9	9	0
27	B	JA	MOCK	27_A	JA_MOCK	C2	52	9	9	9	5
27	B	JA	MOCK	27_A	JA_MOCK	C3	55	10	8	8	10
27	B	JA	MOCK	27_A	JA_MOCK	C4	50	14	14	14	6
27	B	JA	MOCK	27_A	JA_MOCK	D1	60	8	8	8	19
27	B	JA	MOCK	27_A	JA_MOCK	D2	56	11	9	9	8
27	B	JA	MOCK	27_A	JA_MOCK	D3	59	10	8	8	NA
27	B	JA	MOCK	27_A	JA_MOCK	D4	55	10	10	10	13
28	B	CTR	TX	28_B	CTR_TX	A1	45	16	4	4	1
28	B	CTR	TX	28_B	CTR_TX	A2	40	14	5	5	2
28	B	CTR	TX	28_B	CTR_TX	A3	48	7	2	2	7
28	B	CTR	TX	28_B	CTR_TX	A4	37	8	4	4	2
28	B	CTR	TX	28_B	CTR_TX	B1	30	5	5	5	0
28	B	CTR	TX	28_B	CTR_TX	B2	45	9	1	1	4
28	B	CTR	TX	28_B	CTR_TX	B3	41	6	1	1	6
28	B	CTR	TX	28_B	CTR_TX	B4	42	3	2	2	7
28	B	CTR	TX	28_B	CTR_TX	C1	46	7	4	4	17
28	B	CTR	TX	28_B	CTR_TX	C2	39	6	2	2	6
28	B	CTR	TX	28_B	CTR_TX	C3	44	8	3	3	7
28	B	CTR	TX	28_B	CTR_TX	C4	34	9	3	3	0
28	B	CTR	TX	28_B	CTR_TX	D1	46	8	2	2	1
28	B	CTR	TX	28_B	CTR_TX	D2	37	9	2	2	0
28	B	CTR	TX	28_B	CTR_TX	D3	45	8	2	2	11
28	B	CTR	TX	28_B	CTR_TX	D4	30	8	1	1	0
28	B	CTR	MOCK	28_A	CTR_MOCK	A1	25	9	0	0	0
28	B	CTR	MOCK	28_A	CTR_MOCK	A2	32	6	0	0	0
28	B	CTR	MOCK	28_A	CTR_MOCK	A3	46	8	2	2	11
28	B	CTR	MOCK	28_A	CTR_MOCK	A4	41	7	0	0	5
28	B	CTR	MOCK	28_A	CTR_MOCK	B1	31	7	0	0	0
28	B	CTR	MOCK	28_A	CTR_MOCK	B2	47	13	1	1	10
28	B	CTR	MOCK	28_A	CTR_MOCK	B3	30	6	0	0	0
28	B	CTR	MOCK	28_A	CTR_MOCK	B4	39	11	4	4	8
28	B	CTR	MOCK	28_A	CTR_MOCK	C1	50	17	2	2	14
28	B	CTR	MOCK	28_A	CTR_MOCK	C2	40	6	1	1	9
28	B	CTR	MOCK	28_A	CTR_MOCK	C3	35	7	1	1	6
28	B	CTR	MOCK	28_A	CTR_MOCK	C4	16	10	1	1	15
28	B	CTR	MOCK	28_A	CTR_MOCK	D1	18	4	2	2	2
28	B	CTR	MOCK	28_A	CTR_MOCK	D2	42	7	0	0	7
28	B	CTR	MOCK	28_A	CTR_MOCK	D3	46	7	2	2	14
28	B	CTR	MOCK	28_A	CTR_MOCK	D4	23	5	1	1	0
29	B	JA	TX	29_B	JA_TX	A1	59	13	0	0	11
29	B	JA	TX	29_B	JA_TX	A2	36	8	1	1	0
29	B	JA	TX	29_B	JA_TX	A3	64	12	0	0	27
29	B	JA	TX	29_B	JA_TX	A4	56	14	2	2	16
29	B	JA	TX	29_B	JA_TX	B1	57	12	1	1	26
29	B	JA	TX	29_B	JA_TX	B2	51	11	1	1	2
29	B	JA	TX	29_B	JA_TX	B3	60	12	4	4	30
29	B	JA	TX	29_B	JA_TX	B4	37	7	2	2	0
