plot	region	date	time	who	condition	tx	subplot	txfull	plant	height	n.leaves	n.mines	mined.leaves	yellow.leaves	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	B2	17	7	2	"2,3"	"1,2"	2	2	0			1				
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	B3	34	7	1	7	NA	1	0	13			1				
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	B4	22	14	4	"4,6,7"	"1,2,3"	3	3	0			1				
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	C1	19	8	6	"2,3,4,5,6"	1	5	1	0	2	2	2				
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	C2	36	13	6	"1,2,3,4,5"	1	5	1	20							
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	C3	25	10	6	"1,2,4,5,8,10"	1	6	1	0							
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	C4	25	10	3	"2,3,5"	1	3	1	0							
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	D1	17	4	4	"1,2,3,4"	3	4	1	0	1	NA					
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	D2	37	13	6	"1,2,3,4,5"	1	5	1	10							
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	D3	20	10	2	"2,3"	"1,2"	2	2	0							
6	A	15-Aug	12:30pm	Nic & Cole	JA	zm	6_A	JA_zm	D4	31	15	4	"1,2,3,5"	1	4	1	1							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	A1	40	7	2	"3,4"	"1,2,3"	2	3	1	NA	NA					
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	A2	35	12	1	4	"1,2,3,4"	1	4	0							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	A3	46	8	2	"3,6"	"1,2"	2	2	5							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	A4	39	8	5	"3,4,5,6,9"	"1,2,3,4,5"	5	5	6							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	B1	40	9	1	3	"1,2,3"	1	3	0	NA	NA	0				DRY
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	B2	39	8	1	7	"1,2,3"	1	3	3			0			1	DRY
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	B3	45	9	4	"2,3,4,6"	"1,2,3"	4	3	6			0			1	
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	B4	43	6	3	"2,3,4"	"1,2"	3	2	3			0				
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	C1	42	6	2	"3,6"	"1,2,3"	2	3	0	NA	NA					
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	C2	40	7	2	"3,4"	"1,2"	2	2	0			0			1	
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	C3	36	11	1	4	"1,2"	1	2	1							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	C4	45	8	2	8	"1,2"	1	2	5							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	D1	40	11	0	NA	"1,2,3"	0	3	1	NA	NA					
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	D2	42	10	3	"2,3,4"	"1,2"	3	2	1			1				
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	D3	42	10	0	NA	"1,2,3"	0	3	3							
7	A	14-Aug	NA	PTH & NA	JA	tx	7_B	JA_tx	D4	28	7	3	"2,3,7"	"1,2"	3	2	0			0				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	A1	45	7	1	3	"1,2,3"	1	3	6	NA	NA					DRY
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	A2	40	13	2	5	"1,2,3"	1	3	0							
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	A3	43	14	2	"3,4"	"1,2,3"	2	3	0			1				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	A4	43	10	2	"3,10"	"1,2,3"	2	3	0			1				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	B1	32	10	3	"4,6,7"	"1,2,3"	3	3	0	NA	NA	1				LARVA IN LEAF 6
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	B2	23	8	5	"3,4,5,6"	"1,2"	4	2	0							
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	B3	48	9	3	"3,5,7"	"1,2,3"	3	3	7							
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	B4	47	9	4	"4,5,6"	"1,2,3,4"	3	4	8			1				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	C1	30	11	4	"4,5,6,7"	"1,2,3"	4	3	0	NA	NA	0			1	
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	C2	36	7	3	"1,2"	"1,2,3"	2	3	0			0				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	C3	39	7	6	"2,3,5,7,8"	1	5	1	5			4				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	C4	43	8	3	"4,5"	"1,2,3"	2	3	9			2				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	D1	41	9	4	"4,5,6,7"	"1,2,4"	4	3	1	NA	NA	1				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	D2	43	7	1	2	"1,2"	1	2	4			0			1	
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	D3	40	8	4	"2,3,4,6"	"1,2,4"	4	3	1			1				
7	A	14-Aug	NA	PTH & NA	JA	zm	7_A	JA_zm	D4	44	12	0	NA	"1,2,3"	0	3	5							
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	A1	33	9	0	NA	"1,2"	0	2	4	NA	7	0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	A2	23	8	0	NA	1	0	1	0			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	A3	19	5	0	NA	1	0	1	0			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	A4	34	8	0	NA	"1,2"	0	2	9			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	B1	27	8	1	8	1	1	1	0	1	1	0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	B2	34	10	4	"2,3,4,6"	1	4	1	10			0			1	
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	B3	30	8	2	"3,5"	"1,2,3"	2	3	7			                                                     				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	B4	25	8	0	NA	"1,2"	0	2	0			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	C1	37	7	1	3	"1,3"	1	2	11	3	2	1				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	C2	32	9	0	NA	"1,2"	0	2	2			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	C3	38	8	1	2	"1,2"	1	2	9			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	C4	37	6	0	NA	1	0	1	9			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	D1	38	8	0	NA	"1,2,4"	0	3	8	NA	5	0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	D2	33	5	0	NA	NA	0	0	7			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	D3	28	8	0	NA	NA	0	0	0			0				
8	A	15-Aug	12:56pm	MS	SA	tx	8_B	SA_tx	D4	40	5	1	5	NA	1	0	9			1				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	A1	32	9	0	NA	"1,2"	0	2	0	NA	7	0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	A2	42	11	1	3	"1,2,3"	1	3	4			0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	A3	40	9	3	"3,6,7"	"1,2,3,5"	3	4	6			0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	A4	40	11	0	NA	"1,2,3"	0	3	0			0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	B1	43	11	0	NA	"1,2,3"	0	3	7	NA	1	0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	B2	42	7	1	2	1	1	1	3			0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	B3	47	6	3	"1,3,5"	1	3	1	12			2	1			
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	B4	42	10	3	"3,4,6"	"1,2,3"	3	3	6			1				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	C1	34	5	1	2	"1,3"	1	2	0	1	1	1				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	C2	39	9	4	"2,4,6,8"	"1,3"	4	2	0			2				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	C3	44	7	4	"1,3,4,5"	1	4	1	3			2				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	C4	37	9	2	"3,5"	"1,2,3"	2	3	0			0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	D1	40	10	2	"3,7"	"1,2,3"	2	3	5	1	1	0				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	D2	40	10	3	"3,4,6"	"1,2,4"	3	3	2			1				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	D3	36	7	1	"1,7"	1	2	1	2			1				
8	A	15-Aug	12:56pm	MS	SA	zm	8_A	SA_zm	D4	38	16	0	NA	"1,2,3"	0	3	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	A1	30	9	2	"1,2"	"1,2"	2	2	0	1	4	0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	A2	42	12	0	NA	"1,2,4,5,6"	0	5	2			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	A3	41	5	2	"1,2"	"1,2,4"	2	3	5			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	A4	23	6	0	NA	"1,2,4,5,6"	0	5	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	B1	43	6	0	NA	"1,2,3"	0	3	19	2	2	0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	B2	31	10	2	"1,5"	"1,2"	2	2	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	B3	30	5	1	2	"1,2"	1	2	0			0	1			
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	B4	42	8	1	7	7	1	1	15			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	C1	39	6	1	1	"1,2,3,4,6"	1	5	13	1	4	0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	C2	25	7	0	NA	1	0	1	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	C3	34	5	1	4	"1,2,4,5"	1	4	8			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	C4	35	13	1	9	9	1	1	2			0	1	1		PSYLLID GALLS?
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	D1	39	6	2	"1,5"	"1,2,3,4,5"	2	5	7	2	1	0				PURPLE
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	D2	39	16	0	NA	"1,2,3,4,5,6"	0	6	2			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	D3	29	7	1	3	"1,3"	1	2	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	tx	9_B	MOCK_tx	D4	35	10	3	"2,3,5"	"2,3,5"	3	3	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	A1	35	9	3	"1,3,5"	"1,3,5"	3	3	3	2	3	0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	A2	37	6	2	"2,4"	"2,4"	2	2	2			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	A3	19	10	3	"2,6,7"	"1,2,6,7"	3	4	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	A4	39	9	2	"1,2"	"1,2"	2	2	13			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	B1	35	12	0	NA	1	0	1	13	1	1	0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	B2	31	9	1	4	4	1	1	11			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	B3	30	11	0	NA	"1,2"	0	2	9			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	B4	23	10	2	"2,3"	"1,3"	2	2	0			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	C1	36	10	1	4	4	1	1	5	1	1	0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	C2	37	10	1	5	1	1	1	13			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	C3	35	8	2	"1,4"	"1,2"	2	2	7			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	C4	40	9	4	"1,2,3,6"	"1,2,6"	4	3	15			1				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	D1	37	8	0	NA	1	0	1	12	1	3	0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	D2	35	9	3	"1,4,5"	"1,4,5"	3	3	10			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	D3	31	6	3	"1,3,4"	NA	3	0	4			0				
9	A	18-Aug	12:30pm	NH	MOCK	zm	9_A	MOCK_zm	D4	33	9	1	3	NA	1	0	1			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	A1	35	12	3	"5,6,8"	"1,2,6"	3	3	3	2	1	3				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	A2	32	12	1	4	"1,2"	1	2	1			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	A3	32	7	1	5	1	1	1	2			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	A4	30	9	3	"3,8,9"	"1,2,3"	3	3	1			1				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	B1	35	8	1	2	"1,2"	1	2	7	1	7	0				PSYLLIDS ON ROOTS
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	B2	31	11	2	"7,10"	"1,2,3"	2	3	5			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	B3	30	8	4	"4,5,6,7"	"1,2"	4	2	6			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	B4	29	10	1	"3,10"	1	2	1	0			0	2			
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	C1	38	9	0	NA	"1,2"	0	2	5							
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	C2	22	7	3	"5,6,7"	1	3	1	0	2	4	0	2			
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	C3	30	7	4	"1,3,6,7"	"1,2"	4	2	0			1	1			
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	C4	34	9	2	"2,4"	"1,2"	2	2	0			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	D1	34	8	1	4	"1,2,3"	1	3	2	4	6					
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	D2	38	11	4	"2,3,7,8"	"1,2,3"	4	3	3			0	1			
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	D3	30	12	4	"4,5,6,10"	"1,2,3,4,5,6"	4	6	0			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	tx	10_B	MOCK_tx	D4	39	12	1	6	"1,2,3,4"	1	4	2			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	A1	31	7	1	2	"1,2,3"	1	3	0	1	6	0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	A2	38	16	1	11	"1,2,3,4"	1	4	0			1				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	A3	32	7	1	4	"1,2"	1	2	0			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	A4	39	14	1	2	"1,2"	1	2	9			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	B1	36	8	4	"2,3,4,5"	"1,2"	4	2	7	1	3					
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	B2	31	12	4	"4,5,6,12"	"1,2,3,4,5"	4	5	1			0	2			
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	B3	36	12	4	"6,7,9,12"	"1,2,3,7"	4	4	0							PSYLLID BUMPS ON STEM
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	B4	35	11	1	4	"1,2,4"	1	3	0			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	C1	30	11	5	"3,4,5,8,9"	"1,2,3,4"	5	4	0	3	2	1	1			
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	C2	35	14	5	"5,6,7,8,9,10"	"1,2,3,4,5,6,8,9"	6	8	6			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	C3	35	11	0	NA	"1,2,3,4"	0	4	4			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	C4	36	8	1	4	"1,2,3,4"	1	4	6			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	D1	42	12	1	5	"1,2,3,4,5"	1	5	8	1	4	0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	D2	31	11	1	10	"1,2,3,4"	1	4	0			0	1			
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	D3	33	11	0	NA	"1,2,3,4"	0	4	0			0				
10	A	18-Aug	11:55am	LK & PTH	MOCK	zm	10_A	MOCK_zm	D4	34	10	0	NA	"1,2,3,5"	0	4	3			0				
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	A1	34	7	4	"1,3,5,6"	"1,2,3,5,6"	4	5	1	2	2	0	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	A2	42	8	5	"1,4,5,6,7"	1	5	1	2			0	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	A3	38	9	5	"1,2,3,4,7"	"1,2"	5	2	1			0	0			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	A4	47	11	7	"1,2,3,4,6,7,11"	"1,2,3,4,6,7,11"	7	7	5			0	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	B1	26	6	3	"2,3,4"	"1,2,3,4,5"	3	5	0	3	1	0	0			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	B2	43	7	6	"1,2,3,5,6,7"	"1,5,7"	6	3	0			0	2			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	B3	44	6	6	"1,2,3,4,5,6"	"1,2,3,4,6"	6	5	0			1	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	B4	42	7	NA	"2,4,6"	"1,2,3,4,6"	3	5	1			0	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	C1	46	8	8	"1,2,3,4,5,6,7,8"	"1,3,4,6"	8	4	2			2	0			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	C2	46	11	9	"1,2,3,4,5,6,7,8,10"	"1,4,5,6"	9	4	1	9	2	0	0			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	C3	45	9	8	"1,2,3,5,6,7,8,9"	"1,2,3,5,7,8,9"	8	7	13			1	5			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	C4	40	10	10	"1,2,3,4,5,6,7,8,9,10"	"1,2,3,4,6,7,9,10"	10	8	3			2	4			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	D1	47	11	5	"1,4,5,6,7"	"1,5,6,7"	5	4	6	1	5	2	4			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	D2	38	7	5	"1,2,3,4,7"	2	5	1	0			0	1			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	D3	39	9	5	"1,2,3,4,9"	"1,9"	5	2	3			0	0			
11	A	18-Aug	NA	NH	SA	tx	11_B	SA_tx	D4	43	9	2	"1,2"	"1,2"	2	2	4			0	0			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	A1	39	9	9	"1,2,3,4,5,6,7,8,9"	"1,2,3,4,5,7,8,9"	9	8	1			2	3			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	A2	22	10	10	"1,2,3,4,5,6,7,8,9,10"	"1,2,3,4,5,6,7,8,9,10"	10	10	0			0	0			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	A3	43	8	7	"1,2,3,4,5,6,7"	"1,2,3,4,5,6,7"	7	7	3	4	1	0	3			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	A4	36	11	8	"1,2,3,4,5,7,9,10"	"1,2,3,4,5"	8	5	0			0	2			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	B1	30	9	7	"1,2,3,4,5,6,7"	"1,2,3,4,5,7"	7	6	0	5	1	2	1			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	B2	36	8	8	"1,2,3,4,5,6,7,8"	"1,2,4"	8	3	0			1	1			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	B3	39	10	6	"2,3,4,5,6,7"	"1,2,7"	6	3	0			1	4			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	B4	50	10	5	"1,2,4,5,6"	"1,2,3,5,6"	5	5	3			1	4			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	C1	28	5	4	"1,2,3,4"	"1,3"	4	2	0	3	1	0	0			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	C2	23	4	3	"1,3,4"	1	3	1	0			0	0			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	C3	27	7	4	"1,3,4,6"	"1,3,4,6"	4	4	0			0	2			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	C4	29	9	5	"1,2,3,4,5"	"1,2,4"	5	3	0			0	0			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	D1	30	10	7	"1,2,3,4,5,6,9"	"1,3,4,5,6,9"	7	6	0	3	3	2	3			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	D2	37	7	5	"1,2,3,6,7"	"1,2,6,7"	5	4	0			0	1			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	D3	28	7	7	"1,2,3,4,5,6,7"	"1,2,3,4"	7	4	0			0	2			
11	A	18-Aug	NA	NH	SA	zm	11_A	SA_zm	D4	33	7	7	"1,2,3,4,5,6,7"	"1,2,3,4,5,6,7"	7	7	0			0	2			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	A1	45	11	8	"4,5,6,7,8,9,10,11"	"1,2,3,4,5,6"	8	6	5			3	2			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	A2	44	10	7	"3,4,5,6,7,8,9"	"1,2,3"	7	3	1			1	5			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	A3	50	12	9	"2,3,4,5,6,7,8,9,10"	"1,2,3,4,7"	9	5	11	2	1	0	2			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	A4	42	8	5	"3,4,5,6,7"	"1,2,4"	5	3	0			1	3			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	B1	44	9	6	"2,3,4,6,7,8"	"1,2,3"	6	3	3			4	11			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	B2	39	10	4	"3,4,5,9"	"1,2,4,9"	4	4	0	4	3	0	0			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	B3	25	10	6	"2,3,4,5,8,10"	"1,2,3,4"	6	4	0			2	0			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	B4	40	9	6	"1,2,3,4,5,6"	"1,2"	6	2	0			0	0			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	C1	43	11	8	"4,5,6,7,8,9,10,11"	"1,2,3"	8	3	2			0	3			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	C2	46	10	7	"2,3,4,6,7,8,9"	"1,3,4,6,7,8,9"	7	7	3	1	1	0	4			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	C3	43	9	6	"2,3,4,5,6,7"	"1,2,3,4"	6	4	0			1	2			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	C4	46	10	5	"4,5,8,9,10"	"1,2,4,5"	5	4	5			0	4			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	D1	40	9	7	"1,2,4,5,6,7,8"	"1,2,3,5,6"	7	5	3			1	1			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	D2	39	10	8	"3,4,5,6,7,8,9,10"	"1,2,3,4,5"	8	5	0			0	1			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	D3	30	7	4	"2,3,4,5"	"1,2"	4	2	0	2	2	0	0			
12	A	18-Aug	11:11am	LK	JA	tx	12_B	JA_tx	D4	40	10	6	"2,3,5,6,7,10"	"1,2"	6	2	0			0	2			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	A1	47	9	3	"2,7,9"	"1,2"	3	2	5	3	1	0	1			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	A2	47	11	7	"3,4,5,6,8,9,10"	"1,2,3,4,5,6"	7	6	6			1	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	A3	47	8	6	"2,4,5,6,7,8"	"1,2,6"	6	3	2			0	5			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	A4	48	8	6	"3,4,5,6,7,8"	"1,2,4,5"	6	4	4			0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	B1	51	11	3	"2,10,11"	"1,2,3,4"	3	4	8	2	4	0	1			
