plot	region	date	time	who	condition	tx	subplot	txfull	plant	height	n.leaves	n.mines	mined.leaves	yellow.leaves	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	D2	35	8	5	"1,2,3,7,8"	"1,2,3,4,5,7"	5	6	0			2	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	D3	38	11	0	NA	"1,2,3,4"	0	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	D4	16	11	4	"1,2,3,4"	"1,2"	4	2	0			0	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	A1	53	5	3	"3,4,5"	"1,2"	3	2	17	3	2	2	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	A2	57	7	4	"2,3,5,6"	"1,2,3"	4	3	8			0	1			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	A3	63	8	5	"2,3,4,5,6"	1	5	1	15			4	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	A4	63	6	4	"2,3,4,5"	1	4	1	15			0	2			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	B1	48	5	2	"3,5"	1	2	1	5	1	2	1	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	B2	60	5	4	"2,3,4,5"	"1,2"	4	2	5			0	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	B3	56	5	5	"1,2,3,4,5"	"1,2,3,4,5"	5	5	11			0	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	B4	62	7	6	"2,3,4,5,6,7"	"1,2,3"	6	3	17			3	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	C1	53	5	5	"1,2,3,4,5"	"1,2"	5	2	0			1	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	C2	51	6	3	"2,5,6"	1	3	1	0	3	1	0	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	C3	60	7	6	"2,3,4,5,6,7"	"1,2,3"	6	3	4			6	2			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	C4	57	5	5	"1,2,3,4,5"	1	5	1	6			3	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	D1	40	10	0	NA	"1,2"	0	2	0			0	0			TOP LEAVES RED
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	D2	48	8	3	"4,5,6"	"1,2"	3	2	10	3	2	1	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	D3	54	5	2	"3,4"	"1,2"	2	2	11			0	0			
21	B	18-Aug	1:40pm	LK	SA	tx	21_B	SA_tx	D4	60	7	4	"3,4,5,6"	"1,2,3"	4	3	17			1	1			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	A1	46	6	1	5	"1,2,5"	1	3	6	2	3	0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	A2	44	7	0	NA	1	0	1	0			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	A3	44	8	4	"5,6,7,8"	"1,2"	4	2	0			0	1			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	A4	55	7	5	"2,3,4,5,6"	"1,2,3"	5	3	10			1	1			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	B1	53	8	3	"3,4,6"	"1,2,4"	3	3	0	3	1	0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	B2	58	8	5	"3,4,5,6,7"	"1,2,3"	5	3	0			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	B3	53	5	5	"1,2,3,4,5"	"1,2,3"	5	3	5			0	0		1	
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	B4	54	8	7	"1,2,4,5,6,7"	"1,2"	6	2	1			1	1			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	C1	53	9	5	"2,3,4,5,6"	"1,2,4"	5	3	17	2	4	1	1			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	C2	49	10	3	"5,6,10"	"1,2,3,4"	3	4	1			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	C3	51	7	2	"2,4"	"2,3,4"	2	3	1			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	C4	56	6	3	"2,3,4"	"1,2,3"	3	3	2			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	D1	57	9	5	"3,4,7,8,"	"1,2,3,4"	5	4	12	2	5	0	2			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	D2	44	7	5	"2,3,4,6,7"	"1,2"	5	2	0			0	2			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	D3	55	8	2	"3,6"	"1,2,3,4,6"	2	5	10			0	0			
21	B	18-Aug	1:40pm	LK	SA	zm	21_A	SA_zm	D4	45	6	4	"2,3,4,6"	"1,2,3"	4	3	2			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	A1	53	10	0	NA	"1,2"	0	2	10			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	A2	42	5	0	NA	"1,2,5"	0	3	0			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	A3	48	6	0	NA	1	0	1	0			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	A4	51	8	0	NA	"1,2"	0	2	5	1	7	0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	B1	52	9	0	NA	"1,2,3,5"	0	4	4			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	B2	53	8	0	NA	5	0	1	4			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	B3	60	6	0	NA	1	0	1	12			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	B4	51	8	0	NA	"1,3,5,7"	0	4	12	1	2	0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	C1	55	7	0	NA	"1,2,3"	0	3	10			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	C2	41	9	0	NA	"1,2,4"	0	3	1			0	0			BEETLE DMG AT TOP
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	C3	50	5	0	NA	"1,2,5"	0	3	3			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	C4	48	7	1	7	"1,3"	1	2	10	1	4	0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	D1	50	8	0	NA	"1,2,3"	0	3	11			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	D2	49	8	0	NA	"1,2,5"	0	3	5			0	0			
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	D3	51	7	0	NA	"1,2,3,7"	0	4	9			0	0			FUNGUS LIKE
22	B	18-Aug	2:21pm	LK	SA	tx	22_B	SA_tx	D4	53	6	0	NA	1	0	1	14	1	1	0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	A1	59	8	0	NA	"1,2"	0	2	16			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	A2	57	8	0	NA	"1,2,3"	0	3	14			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	A3	40	7	0	NA	1	0	1	0			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	A4	52	9	0	NA	"1,2"	0	2	5	1	7	0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	B1	60	8	0	NA	"1,2"	0	2	5			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	B2	52	6	0	NA	1	0	1	2			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	B3	50	7	0	NA	"1,2,3"	0	3	4			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	B4	60	7	0	NA	1	0	1	9	1	3	0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	C1	61	8	0	NA	"1,2,3"	0	3	26			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	C2	50	8	0	NA	2	0	1	5			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	C3	59	14	0	NA	"1,2,4,7,8"	0	5	13			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	C4	64	11	0	NA	"1,2,3,6,7,9"	0	6	25	1		0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	D1	53	7	0	NA	"1,2"	0	2	11			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	D2	60	11	0	NA	"1,2,3,5"	0	4	26			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	D3	59	6	0	NA	"1,2,3,4,5,6"	0	6	14			0	0			
22	B	18-Aug	2:21pm	LK	SA	zm	22_A	SA_zm	D4	61	13	0	NA	1	0	1	6	1	8	0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	A1	42	5	1	4	"1,2"	1	2	0	1	4	1	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	A2	35	8	2	"4,5"	"1,2,3,4"	2	4	5			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	A3	62	11	8	"2,3,4,5,6,9,10,11"	"1,2,3,4"	8	4	10			2	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	A4	57	8	5	"3,4,5,6,7"	"1,2"	5	2	14			0	1			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	B1	52	7	1	2	"1,2,3"	1	3	0	1	1	0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	B2	46	15	3	"4,6,7"	"1,2,3,4,5,6,7,8,10"	3	9	0			3	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	B3	47	7	0	NA	"1,2,4"	0	3	0			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	B4	63	8	2	"1,4"	"1,2,4,5,7"	2	5	26			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	C1	57	7	2	"4,2"	"1,2,3,4"	2	4	19	1	3	1	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	C2	53	7	1	4	"1,2,3,5"	1	4	16			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	C3	62	6	1	3	1	1	1	27			2	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	C4	59	7	2	"3,4"	"1,2,3,4,5"	2	5	23			0	0		1	
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	D1	52	8	2	"7,8"	"1,2,3,4,6,7,8"	2	7	0	3	1	0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	D2	40	12	5	"3,5,6,10,11"	"1,2,3,4,5,9"	5	6	0			1	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	D3	64	8	1	6	"1,6"	1	2	18			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	tx	23_B	MOCK_tx	D4	60	5	2	"4,5"	"1,2,3,4,5"	2	5	6			1	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	A1	69	13	2	"5,8"	"1,2,3,4,5,8"	2	6	41	1	1	1	1			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	A2	52	11	1	6	"1,2,4,5,6,9"	1	6	3			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	A3	58	7	1	3	"1,2,3"	1	3	5			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	A4	61	8	0	NA	"1,2,3,4,5"	0	5	0			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	B1	60	14	0	NA	"1,2,3,4,5,6,7,8,9"	0	9	8			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	B2	64	14	2	"6,11"	"1,2,3,4,5,6,7,8,9,10"	2	10	15	2	1	0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	B3	68	10	1	2	"1,2,3,5"	1	4	24			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	B4	46	9	0	NA	"1,2,3,4,6,8"	0	6	0			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	C1	71	11	1	4	"1,2,3,4,7,8"	1	6	19	1	5	0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	C2	63	16	2	"6,8"	"1,2,3,4,5,6,8"	2	7	8			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	C3	61	10	2	"7,9"	"1,2,3,4,6,8"	2	6	0			0	1			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	C4	62	6	1	4	"1,2,3,4"	1	4	17			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	D1	64	5	0	NA	"1,2,3,4"	0	4	17			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	D2	67	12	0	NA	"1,2,3,4,5,6,8"	0	7	22			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	D3	62	6	0	NA	"1,2,"	0	3	15			0	0			
23	B	18-Aug	2:53pm	LK	MOCK	zm	23_A	MOCK_zm	D4	48	9	2	"5,7"	"1,2,3"	2	3	0	3	1	1	1			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	A1	62	8	0	NA	"1,3"	0	2	10			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	A2	44	8	0	NA	"1,2,5"	0	3	0			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	A3	55	6	0	NA	1	0	1	8			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	A4	65	8	1	4	"1,2,4,6"	1	4	16	1	5	0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	B1	46	7	1	3	"1,3"	1	2	0			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	B2	58	9	0	NA	1	0	1	13			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	B3	55	6	1	3	"1,3"	1	2	6			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	B4	42	11	0	NA	"1,2"	0	2	3			0	0			
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	C1	48	5	0	NA	1	0	1	6			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	C2	54	13	0	NA	1	0	1	13			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	C3	53	8	0	NA	1	0	1	5			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	C4	44	7	0	NA	NA	0	0	13	NA	7	0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	D1	59	5	0	NA	NA	0	0	0			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	D2	60	8	0	NA	"1,2"	0	2	13			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	D3	37	9	0	NA	NA	0	0	0			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	tx	24_B	SA_tx	D4	48	7	0	NA	4	0	1	4	NA	NA	0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	A1	48	4	0	NA	2	0	1	12			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	A2	35	9	0	NA	NA	0	0	0			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	A3	19	5	0	NA	3	0	1	0			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	A4	56	12	1	6	2	1	1	33	1	4	0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	B1	45	11	0	NA	1	0	1	0			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	B2	49	5	0	NA	NA	0	0	14			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	B3	53	7	0	NA	"1,2"	0	2	18			0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	B4	62	10	1	3	1	1	1	22	1	5	0	0			
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	C1	56	10	0	NA	1	0	1	6			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	C2	43	9	0	NA	1	0	1	4			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	C3	44	8	0	NA	1	0	1	7			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	C4	39	8	0	NA	"1,2"	0	2	9	NA	8	0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	D1	54	9	0	NA	"1,2,3"	0	3	16			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	D2	58	8	0	NA	"1,2"	0	2	23			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	D3	45	5	0	NA	"1,2"	0	2	2			0	0			NO DAMAGED LEAVES
24	B	18-Aug	2:36pm	NH	SA	zm	24_A	SA_zm	D4	48	11	0	NA	3	0	1	11	NA	7	0	0			NO DAMAGED LEAVES
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	A1	35	8	4	"2,3,4,5"	"2,3,4,5"	4	4	0	2	2	0	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	A2	47	7	5	"2,3,4,6,7"	"1,2,3,4"	5	4	0			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	A3	37	11	9	"3,4,5,6,7,8,9,10,11"	"1,2,3,4,5,6,10,11"	9	8	0			1	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	A4	52	8	6	"2,3,4,6,7,8"	"1,2,3,4"	6	4	0			2	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	B1	51	12	11	"2,3,4,5,6,7,8,9,10,11,12"	"1,2,3,4,5,7,8"	11	7	0			7	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	B2	50	8	7	"1,2,3,4,5,6,7"	"1,2,3,4"	7	4	0	3	1	5	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	B3	44	10	7	"2,3,4,5,6,7,8"	"1,2,3,4,5,7"	7	6	0			2	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	B4	49	8	8	"1,2,3,4,5,6,7,8"	"1,2,3,4,5,7"	8	6	0			3	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	C1	59	13	12	"1,2,3,4,5,6,7,8,9,10,11,12"	"1,2,3,4,5,6,7,8,9,10,11,12,13"	12	13	20	4	1	6	1			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	C2	57	13	11	"1,2,3,4,5,6,7,8,10,11,12"	"1,2,3,4,6,8"	11	6	8			4	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	C3	56	11	8	"1,2,3,4,5,6,7,8"	"1,2,3,5,6"	8	5	6			4	0			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	C4	45	11	8	"1,2,3,4,5,6,8,9"	"1,2,3,4,5,6"	8	6	0			0	3			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	D1	51	9	8	"2,3,4,5,6,7,8,9"	"1,2,3,4,5,6"	8	6	0			4	4			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	D2	57	15	12	"2,3,4,5,6,7,8,9,10,11,12,13"	"1,2,3,4"	12	4	16	2	1	1	11			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	D3	51	11	7	"2,3,5,6,7,10,11"	"1,2,3,4,5,6,7"	7	7	3			1	6			
27	B	16-Aug	16:52	AK & PTH	JA	tx	27_B	JA_tx	D4	59	13	9	"2,3,4,5,6,7,9,11,12"	"1,2,3,4,5"	9	5	20			2	2			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	A1	54	14	10	"1,2,3,4,5,6,7,8,11,12"	"1,2,3,4"	10	4	17	1	3	2	1			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	A2	42	11	11	"1,2,3,4,5,6,7,8,9,10,11"	"1,2,3,4,5,6,8,10"	11	8	0			1	2			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	A3	52	8	6	"2,3,5,6,7,8"	"1,2,3,4"	6	4	6			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	A4	60	12	8	"2,3,4,5,6,7,8,9"	"1,2,3,4,5,6,7,8,9,10"	8	10	20			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	B1	53	9	9	"1,2,3,4,5,6,7,8,9"	"1,2"	9	2	0			2	4			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	B2	57	9	9	"1,2,3,4,5,6,7,8,9"	"1,2,3,4,5,6"	9	6	11			5	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	B3	44	8	7	"2,3,4,5,6,7,8"	"1,2,3,4"	7	4	0			4	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	B4	38	9	9	"1,2,3,4,5,6,7,8,9"	"2,3"	9	2	0	5	NA	2	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	C1	40	9	9	"1,2,3,4,5,6,7,8,9"	"1,2,3"	9	3	0			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	C2	52	9	9	"1,2,3,4,5,6,7,8,9"	"1,2,3,4,6"	9	5	5			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	C3	55	10	8	"2,3,4,5,6,7,8,9"	"1,2,4,5"	8	4	10	1	1	0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	C4	50	14	14	"1,2,3,4,5,6,7,8,9,10,11,12,13,14"	"1,2,3,4,5,8,9,11"	14	8	6			2	2			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	D1	60	8	8	"1,2,3,4,5,6,7,8"	"1,2,3,5"	8	4	19			1	2			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	D2	56	11	9	"3,4,5,6,7,8,9,10,11"	"1,2,3,4,5,6,7,8"	9	8	8			0	0			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	D3	59	10	8	"2,3,4,5,6,7,8,10"	"1,2,3,5"	8	4	NA	6	1	1	4			
27	B	16-Aug	16:52	AK & PTH	JA	zm	27_A	JA_zm	D4	55	10	10	"1,2,3,4,5,6,7,8,9,10"	"1,2,3,4,9"	10	5	13			3	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	A1	45	16	4	"2,5,6,7"	"1,2"	4	2	1	4	3	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	A2	40	14	5	"1,4,6,9,10"	"1,4,6"	5	3	2			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	A3	48	7	2	"2,3"	"1,2,3"	2	3	7			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	A4	37	8	4	"2,3,5,7"	"1,3"	4	2	2			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	B1	30	5	5	"1,2,3,4,5"	"1,3"	5	2	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	B2	45	9	1	3	"1,2,3"	1	3	4	1	5	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	B3	41	6	1	2	"1,2"	1	2	6			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	B4	42	3	2	"2,3"	"2,3"	2	2	7			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	C1	46	7	4	"1,2,3,4"	"1,3"	4	2	17	4	3	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	C2	39	6	2	"1,2"	3	2	1	6			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	C3	44	8	3	"1,4,7"	1	3	1	7			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	C4	34	9	3	"3,4,7"	"1,3,4,7"	3	4	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	D1	46	8	2	"1,3"	"1,2,3"	2	3	1	1	4	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	D2	37	9	2	"4,6"	"1,2,3,4,6"	2	5	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	D3	45	8	2	"1,4"	"1,4"	2	2	11			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	tx	28_B	MOCK_tx	D4	30	8	1	1	1	1	1	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	A1	25	9	0	NA	"1,2,3,4"	0	4	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	A2	32	6	0	NA	"1,2"	0	2	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	A3	46	8	2	"2,3"	"1,2,8"	2	3	11	2	4	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	A4	41	7	0	NA	"1,4"	0	2	5			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	B1	31	7	0	NA	1	0	1	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	B2	47	13	1	2	"1,2,3"	1	3	10	1	3	0	0			
