,samples,Sphingomonas1,Pseudomonas1,Caloribacterium1,Acetobacteraceae1,Pseudomonas2,Pseudomonas3,Massilia1,Pseudomonas4,Massilia2,Sphingomonas2,Xanthomonas,Pseudomonas5,Duganella1,Microbacteriaceae2,Microbacteriaceae1,Sphingomonas3,Geobacillus,Clavibacter,Pseudomonas6,Massilia3,Pedobacter1,Acetobacteraceae2,Anoxybacillus,Pseudomonas7,Sphingomonas4,Rhizobium1,Pseudaminobacter,Hyphomicrobium,Chryseobacterium1,Chryseobacterium2,Pedobacter2,Methylobacterium1,Planctomicrobium,Microbacteriaceae3,Sphingomonas5,Gaetbulimicrobium1,Microbacteriaceae4,Pseudomonas8,Gaetbulimicrobium2,Aureimonas,Sphingomonadaceae,Pseudomonas9,Puniceicoccus1,Massilia4,Polaromonas,Pseudomonas10,Janthinobacterium,Pseudomonas11,Acinetobacter,Pseudomonas12,Neorhizobium,Acetobacteraceae3,Pseudomonas13,Pseudomonas14,Methylobacterium2,Sphingomonas6,Rhodococcus,Escherichia,Chryseobacterium3,Puniceicoccus2,Flavobacterium,Sphingomonas7,Hymenobacter1,Sphingomonas8,Pedobacter3,Caloribacterium2,Sphingomonas9,Sphingomonas11,Persicirhabdus,Pseudomonas15,Pseudomonas29,Pseudomonas21,Pseudomonas24,Pseudomonas16,Massilia5,Sphingomonas10,Arthrobacter,Pseudomonas17,Sphingomonas12,Pseudomonas20,Comamonas,Pseudomonas19,Pseudomonas18,Brevundimonas,Sphingomonas13,Hymenobacter2,Pseudomonas22,Duganella2,Pseudomonas23,Hymenobacter3,Pseudomonas25,Rhizobium2,Staphylococcus,Sphingomonas14,Pseudomonas26,Devosia,Pseudomonas30,Pedobacter4,Acetobacteraceae4,Pseudomonas27,Pseudomonas28,Thermoproteus,Sphingomonas15,Lactococcus,Enterococcus,Sanguibacter,Ramlibacter1,Rhizobium3,Pedobacter5,Sphingomonas17,Pseudomonas35,Sphingomonas16,Sphingomonas18,Hymenobacter4,Pseudomonas32,Sphingomonas19,Epilithonimonas,Ramlibacter2,Sphingomonas21,Caloribacterium3,Pseudomonas31,Paenibacillus,Caloribacterium4,Pseudomonas33,Sphingomonas20,Caloribacterium5,Pseudomonas34,Caloribacterium6,Sphingomonas22,Methylobacterium3,Pseudomonas36,Cloacibacterium,Caloribacterium7,Caloribacterium8,Pseudomonas37,Caloribacterium9,Massilia6,Massilia7,Caloribacterium10,Massilia8,Sphingomonas23,Sphingomonas24,Methylobacterium4,Caloribacterium11,Caloribacterium12,Pseudomonas39,Microbacteriaceae5,Pseudomonas38,Sphingomonas25,Pseudomonas40,Sphingomonas26,Sphingomonas27,Phycisphaera,Caloribacterium13,Pseudomonas41,dataset.x,ROW_TOTALS,total,mtDNA,cpDNA,contam,prop_c,controls,sample_id,PNA,exclude,PlotNum,SubPlotTx,sp.id,PlotCond,sp.cond,SubPlot,txfull,LeafPos,SampType,DmgB,DmgC,DmgM,DmgS,herb.dmg,NDmgTypes,LeafCFU,logLeafCFU,LeafMTs,stem.tx
99,EL12_119,154,0,363,0,0,12,1,0,1,0,0,14,0,15,0,9,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,15,1,0,0,3,0,3,0,0,0,0,2,2,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,EL2012,731,12780,7703,4260,11963,0.936071987,0,EL12_119,1,0,7,TX,7_TX,M,MOCK,B1,MTX,11,2,y,n,n,n,1,1,9920.221296,3.99652136,3,MC
100,EL12_122,7759,2045,1071,0,0,452,1,11,219,0,0,0,3,1445,0,305,0,5,0,0,7511,0,0,0,178,0,0,38,0,0,0,0,0,0,0,0,3,15,0,3,0,0,0,0,0,0,0,20,0,0,974,0,29,13,0,47,85,0,0,0,1,26,0,48,0,14,48,70,41,15,15,11,0,12,5,44,0,12,50,0,0,11,8,0,29,0,8,0,15,0,1,0,0,32,8,0,0,0,0,0,6,6,10,1,0,0,0,0,0,39,0,1,23,0,11,21,0,6,3,6,7,0,7,0,0,4,14,11,21,0,4,0,10,9,18,3,3,0,6,0,12,0,1,8,4,0,0,3,18,0,13,14,4,6,0,EL2012,23089,26904,2362,267,2629,0.097717811,0,EL12_122,1,0,13,TX,13_TX,M,MOCK,A1,MTX,NA,Half Leaf,n,n,y,n,1,1,702124.0728,5.846413863,6,MC
101,EL12_143,1198,43,55,0,5,454,560,0,3710,0,0,0,183,5,14,33,0,1975,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,2,15,0,0,0,0,26,0,0,0,2,1,0,0,0,0,7,0,0,0,1,0,4,0,3,0,0,0,6,0,6,0,1,1,3,4,1,1,0,0,1,15,6,59,0,3,0,2,0,0,0,4,0,0,148,0,0,0,0,0,6,1,0,3,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,1,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,69,6,0,5,3,0,7,0,0,0,3,1,2,0,1,3,2,0,0,EL2012,8729,13226,2521,393,2914,0.220323605,0,EL12_143,1,0,13,TX,13_TX,M,MOCK,C1,MTX,NA,2,n,n,n,n,0,0,484195.1862,5.685020467,4,MC
102,EL12_144,1,108,8,0,9,74,0,0,0,135,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,71,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,507,12194,7628,3875,11503,0.943332787,0,EL12_144,1,0,13,TX,13_TX,M,MOCK,B1,MTX,NA,Whole Leaf,n,n,n,n,0,0,NA,NA,NA,MC
103,EL12_145,1782,1070,1073,0,2,9911,1,63,155,12,0,2,2,703,1,59,0,2,0,1,0,0,0,0,43,0,0,0,0,0,0,0,0,0,2,0,2,14,0,4,3,0,0,2,2,0,0,182,0,0,0,0,200,3,0,14,227,1,0,0,0,7,0,4,0,17,75,7,9,5,8,9,5,6,25,16,0,7,14,0,0,5,4,0,11,0,3,0,10,0,2,0,0,4,0,0,27,0,0,0,11,14,1,0,0,0,0,0,0,4,0,0,1,0,8,9,0,0,2,6,2,0,9,11,0,4,0,7,6,0,1,0,4,8,3,8,4,0,8,0,2,0,0,14,2,0,1,3,6,0,0,1,5,7,1,EL2012,15991,18539,1756,75,1831,0.098764766,0,EL12_145,1,0,13,TX,13_TX,M,MOCK,D1,MTX,NA,2,n,y,y,n,1,2,2992.67101,3.476058977,3,MC
104,EL12_188,414,1070,31,0,0,0,109,5,142,1,0,0,1,2,1,21,0,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,2,0,0,0,0,0,1,0,3,0,1,0,2,0,9,3,4,0,8,4,2,0,6,2,0,3,6,1,0,1,0,7,0,2,0,0,0,0,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,EL2012,1959,8875,1606,5187,6793,0.765408451,0,EL12_188,1,0,18,TX,18_TX,M,MOCK,A1,MTX,5,Whole Leaf,y,n,n,n,1,1,NA,NA,NA,MC
105,EL12_189,14536,1039,312,0,79,18,197,4,3202,21,0,3,1,42,2,545,0,0,0,10,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,2,3,0,0,5,0,3,0,0,4,9,0,83,1,0,0,0,0,43,0,86,0,5,46,51,8,5,2,3,0,7,77,57,0,6,65,0,0,4,3,0,54,0,1,0,4,0,4,0,0,52,37,0,0,0,0,4,7,2,102,0,0,0,0,0,1,38,0,0,28,0,4,26,0,0,101,4,0,0,0,1,0,1,0,0,22,0,0,0,2,2,43,4,68,2,2,6,23,0,0,0,3,1,0,1,17,0,22,23,1,0,4,EL2012,21601,23450,439,69,508,0.021663113,PNA,EL12_189,1,0,18,TX,18_TX,M,MOCK,B1,MTX,3,Half Leaf,y,y,y,n,1,3,14410.50889,4.158679318,4,MC
106,EL12_190,9326,1184,462,0,0,0,490,2,0,45,0,0,77,0,0,333,0,0,0,0,0,1,0,0,153,0,0,0,0,0,0,12,0,0,0,0,1,13,0,1,0,0,0,1,58,0,0,0,0,0,0,0,0,5,3,48,1,0,0,0,0,29,27,46,0,9,47,35,72,5,3,4,0,5,0,57,0,1,37,0,0,7,4,2,28,22,3,0,4,22,1,0,0,27,18,0,0,0,0,0,11,3,36,5,0,0,0,0,6,31,0,4,27,0,4,29,0,0,12,2,1,0,4,7,0,0,0,3,23,5,2,2,4,2,26,2,0,5,0,8,20,0,1,0,3,0,2,0,17,0,12,11,2,4,0,EL2012,13067,18551,1778,3146,4924,0.265430435,0,EL12_190,1,0,23,TX,23_TX,M,MOCK,C1,MTX,2,2,y,n,n,n,1,1,2237980.769,6.34985635,5,MC
107,EL12_198,5470,1302,1038,0,0,7,2278,0,1,213,0,0,0,82,2,235,0,2,0,6,0,0,0,0,118,0,0,0,0,0,0,4,0,0,20,0,0,20,0,2,0,0,0,4,20,0,0,0,0,0,0,0,0,5,0,33,3,0,0,0,0,46,38,27,24,13,12,28,17,6,1,2,0,10,0,34,5,4,23,0,0,8,8,0,21,65,6,0,10,0,0,0,0,25,39,0,0,0,0,0,5,5,35,0,0,0,0,0,0,14,0,7,10,0,1,17,0,14,38,3,2,14,10,1,10,6,8,8,9,0,2,0,11,6,18,9,0,41,4,44,6,0,4,5,4,0,0,6,13,0,19,15,6,5,2,EL2012,11774,13977,1550,29,1579,0.11297131,0,EL12_198,1,0,23,TX,23_TX,M,MOCK,B1,MTX,9,Whole Leaf,y,yn,n,n,1,1,NA,NA,NA,MC
108,EL12_201,14269,8900,202,0,1,0,1622,28,0,4,0,0,0,6,0,508,0,0,0,0,1,0,0,0,343,0,0,0,0,0,0,0,0,0,16,0,0,123,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,61,0,93,0,0,0,0,0,62,0,95,0,1,155,40,18,62,24,26,0,64,0,62,0,39,71,0,0,37,51,0,74,0,44,0,47,0,5,0,0,50,59,0,0,0,0,0,39,2,48,0,0,0,0,0,0,29,0,0,18,0,18,31,0,0,25,0,23,0,1,0,0,2,3,2,23,0,9,0,1,4,112,2,0,29,3,19,14,0,0,4,1,11,0,14,15,0,30,22,2,0,0,EL2012,27821,29888,444,454,898,0.030045503,0,EL12_201,1,0,23,TX,23_TX,M,MOCK,A1,MTX,8,Half Leaf,y,n,y,n,1,2,46884.56828,4.671029921,3,MC
109,EL12_202,23206,1252,402,0,18,193,633,0,29,179,0,8,21,87,11,970,0,1,0,25,0,0,0,0,494,0,0,0,0,2,8,67,0,0,106,0,2,11,0,14,1,0,0,0,39,0,0,13,0,0,0,0,14,10,3,151,31,0,28,0,0,167,293,155,25,6,52,73,14,8,4,3,0,7,0,139,0,5,97,0,1,7,4,12,117,4,3,0,3,28,1,0,0,87,15,1,0,0,0,1,3,5,84,0,0,0,19,1,33,60,0,3,64,1,2,59,4,0,31,2,2,0,3,0,1,3,1,4,56,12,4,0,3,1,53,2,0,4,1,12,44,27,0,2,2,2,0,1,39,0,30,32,0,1,5,EL2012,30079,34339,1220,1559,2779,0.08092839,0,EL12_202,1,0,23,TX,23_TX,M,MOCK,D1,MTX,5,2,y,n,n,n,1,1,2252961.347,6.352753741,4,MC
110,EL12_041,162,148,30,0,0,36,0,0,0,63,0,0,4,35,3,8,0,0,0,0,0,0,0,0,4,0,0,114,0,0,0,11,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0,0,1,3,2,1,0,30,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,2,354,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,1213,6770,2210,2738,4948,0.730871492,0,EL12_041,1,0,31,C,31_C,SA,MOCK,C1,SAC,11,2,n,n,n,n,0,0,1833.832335,3.263359626,2,MC
111,EL12_042,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,201,5886,2065,3547,5612,0.953448862,0,EL12_042,1,0,31,C,31_C,SA,MOCK,B1,SAC,7,2,n,n,n,n,0,0,0,0,0,MC
112,EL12_044,50,9,2,0,0,0,12,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,EL2012,218,8016,7500,259,7759,0.967939122,0,EL12_044,1,0,31,C,31_C,SA,MOCK,A1,SAC,3,2,n,n,n,y,1,1,81198.21542,4.909546484,5,MC
113,EL12_080,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,51,0,1,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,716,6737,4326,1553,5879,0.87264361,0,EL12_080,1,0,4,C,4_C,SA,MOCK,A1,SAC,5,2,y,y,n,y,1,3,0,0,0,MC
114,EL12_087,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,63,5873,3278,2469,5747,0.978545888,0,EL12_087,1,0,4,C,4_C,SA,MOCK,C1,SAC,NA,Half Leaf,n,y,n,n,1,1,0,0,0,MC
115,EL12_091,768,4,221,0,0,381,5,0,775,0,0,0,33,24,0,28,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,8,22,0,0,0,0,1,0,4,0,1,1,2,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,2,0,3,2,0,0,0,2,1,0,3,13,0,0,0,2,0,20,0,3,0,0,0,4,0,0,1,1,0,0,EL2012,2403,6863,1801,2494,4295,0.625819612,0,EL12_091,1,0,9,C,9_C,SA,MOCK,A1,SAC,5,2,yn,n,n,n,0,0,85566.92658,4.932305933,3,MC
116,EL12_092,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,20,9043,2884,6127,9011,0.996461351,0,EL12_092,1,0,9,C,9_C,SA,MOCK,D1,SAC,10,Half Leaf,y,n,n,n,1,1,880.9780654,2.944965096,1,MC
117,EL12_093,121,2,26,0,1,142,1,0,0,1,0,0,0,3,0,13,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,638,8960,2276,5625,7901,0.881808036,0,EL12_093,1,0,9,C,9_C,SA,MOCK,C1,SAC,3,2,n,n,n,n,0,0,10832.49116,4.034728343,2,MC
118,EL12_108,1613,154,20,0,0,0,456,0,0,0,0,0,0,0,0,69,0,0,0,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,13,0,1,0,5,0,1,0,2,0,2,0,3,0,0,10,0,20,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,5,4,0,32,0,1,0,0,0,0,0,1,4,0,0,0,EL2012,2541,9352,2941,3722,6663,0.712467921,0,EL12_108,1,0,8,C,8_C,SA,MOCK,C1,SAC,NA,Half Leaf,y,n,n,n,1,1,1516089.109,6.180724728,1,MC
119,EL12_111,1,2,33,0,0,558,2,1,234,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,892,7510,2459,4074,6533,0.869906791,0,EL12_111,1,0,15,C,15_C,SA,MOCK,D1,SAC,NA,2,n,n,n,n,0,0,9122.340426,3.960106275,1,MC
120,EL12_112,1101,306,221,0,0,1033,58,12,1103,0,0,0,6,22,0,46,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,8,8,5,0,0,0,3,0,4,0,2,8,6,8,2,5,1,0,0,6,10,12,4,5,0,37,0,2,0,9,0,1,2,0,0,0,0,0,9,1,0,4,0,0,0,0,1,2,20,0,0,0,0,0,8,0,0,4,0,0,7,0,0,3,2,1,0,0,0,0,2,4,0,5,0,1,0,2,2,0,0,26,0,2,1,0,0,21,1,2,0,0,2,1,0,0,5,0,3,0,EL2012,4242,7748,1934,1286,3220,0.41559112,0,EL12_112,1,0,15,C,15_C,SA,MOCK,C1,SAC,NA,2,y,y,n,n,1,2,1534662.89,6.186012991,3,MC
121,EL12_113,0,0,2,0,1,29,0,26,0,0,0,0,0,0,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,2182,7190,2288,2597,4885,0.679415855,0,EL12_113,1,0,15,C,15_C,SA,MOCK,B1,SAC,NA,Whole Leaf,n,n,yn,n,0,0,NA,NA,NA,MC
122,EL12_115,1945,4784,75,0,0,258,925,11,115,0,0,0,40,5,45,91,0,0,0,346,0,0,0,0,26,0,0,11,0,0,0,0,0,0,0,0,5,58,0,2,0,0,0,10,6,0,0,26,0,116,0,0,33,28,0,10,0,6,0,0,0,8,0,13,2,2,56,11,1,27,11,15,0,16,7,4,0,23,5,0,0,27,23,0,3,0,13,0,20,0,2,1,0,6,64,0,1,0,0,0,18,2,5,0,0,0,0,4,0,11,0,0,5,0,7,4,0,0,12,0,14,0,1,2,0,0,5,3,3,0,9,0,0,0,24,1,2,16,0,12,4,0,3,0,3,5,1,7,3,0,5,6,0,0,21,EL2012,9556,10983,719,23,742,0.067558955,0,EL12_115,1,0,8,C,8_C,SA,MOCK,A1,SAC,NA,2,y,y,n,n,1,2,6833888.426,6.834667884,4,MC
123,EL12_117,284,32,51,0,0,12185,0,0,30,9,1,12,2,21,0,20,0,0,0,1,45,0,0,0,6,0,0,9,0,1,0,12,0,117,6,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,5,0,1,0,0,2,3,0,0,0,0,1,0,5,0,1,31,1,1,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,4,34,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,EL2012,13012,13742,210,73,283,0.0205938,0,EL12_117,1,0,9,C,9_C,SA,MOCK,B1,SAC,1,Half Leaf,y,n,n,n,1,1,148125.7557,5.170630579,4,MC
124,EL12_120,1917,609,51,0,0,90,1154,4,1,0,0,0,148,2,0,75,0,0,0,0,0,0,0,0,54,0,0,66,0,0,0,0,0,0,34,0,0,9,0,24,0,0,0,4,12,0,0,0,0,53,0,0,0,8,0,10,4,0,0,0,0,5,0,19,0,2,3,12,3,4,2,4,0,4,0,13,0,2,11,0,13,4,1,0,11,0,3,0,4,0,0,0,0,17,5,0,1,0,0,0,4,0,14,4,0,0,0,0,0,2,0,0,3,0,1,6,0,9,5,0,0,0,0,0,0,0,0,1,3,0,1,0,1,3,0,0,0,21,0,21,7,0,11,0,0,0,0,1,5,0,8,4,2,0,0,EL2012,4609,18763,6461,7394,13855,0.738421361,0,EL12_120,1,0,8,C,8_C,SA,MOCK,D1,SAC,NA,2,y,n,n,n,1,1,19473.50543,4.289444136,5,MC
125,EL12_132,3368,3152,12,0,1,213,0,19,90,28,0,0,0,131,14,130,0,0,0,19,0,0,0,0,90,0,0,0,0,0,0,0,0,2,9,0,0,33,0,16,5,8,0,0,7,0,0,10,0,0,0,0,18,27,0,26,18,0,0,0,0,14,0,18,6,0,38,6,0,13,7,8,1,19,4,24,0,17,19,0,2,16,19,0,17,0,19,0,12,0,0,0,0,14,5,1,0,0,0,0,10,0,2,2,0,0,1,5,0,9,0,0,7,0,7,10,9,0,1,0,9,0,0,2,1,0,31,0,6,6,7,0,0,0,26,0,3,0,0,0,8,0,1,0,0,3,0,3,4,0,4,10,0,0,1,EL2012,7933,11124,455,2361,2816,0.25314635,0,EL12_132,1,0,12,C,12_C,SA,MOCK,D1,SAC,1,2,y,y,n,y,1,3,746988.3259,5.873313815,8,MC
126,EL12_133,129,613,40,0,0,468,59,1,618,0,0,41,11,2,0,3,0,0,0,155,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,4,0,616,0,0,7,10,0,0,4,0,0,0,0,0,0,1,0,0,1,3,4,3,2,3,0,6,15,1,0,1,0,0,17,1,1,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,EL2012,2886,9645,1548,4963,6511,0.6750648,0,EL12_133,1,0,12,C,12_C,SA,MOCK,C1,SAC,7,2,y,n,n,y,1,2,133474.5763,5.125398551,4,MC
127,EL12_134,32,440,33,0,0,60,2,1,39,0,1,0,1,1,0,2,0,0,0,6,0,0,0,1,1,0,0,20,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,3,1,4,0,4,2,0,0,1,0,0,4,6,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,714,11187,2622,7714,10336,0.923929561,0,EL12_134,1,0,12,C,12_C,SA,MOCK,B1,SAC,8,2,y,n,y,y,1,3,9907.760814,3.995975514,5,MC
128,EL12_135,517,63,466,0,11044,3,0,11,16,0,0,219,0,285,145,11,0,4,58,2,0,0,0,0,14,0,0,0,0,43,0,0,0,13,0,0,8,0,0,0,0,111,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,0,6,43,1,0,1,10,0,3,0,0,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,18,0,7,2,0,0,4,0,0,0,0,33,0,4,0,14,0,17,0,0,8,0,0,9,0,0,3,0,4,1,0,15,0,1,4,0,0,1,0,3,0,2,0,0,0,3,6,18,0,1,14,0,1,2,1,0,EL2012,13345,14626,667,23,690,0.047176261,0,EL12_135,1,0,12,C,12_C,SA,MOCK,A1,SAC,7,Half Leaf,y,y,y,y,1,4,11269649.87,7.051910424,2,MC
