,samples,Sphingomonas1,Pseudomonas1,Caloribacterium1,Acetobacteraceae1,Pseudomonas2,Pseudomonas3,Massilia1,Pseudomonas4,Massilia2,Sphingomonas2,Xanthomonas,Pseudomonas5,Duganella1,Microbacteriaceae2,Microbacteriaceae1,Sphingomonas3,Geobacillus,Clavibacter,Pseudomonas6,Massilia3,Pedobacter1,Acetobacteraceae2,Anoxybacillus,Pseudomonas7,Sphingomonas4,Rhizobium1,Pseudaminobacter,Hyphomicrobium,Chryseobacterium1,Chryseobacterium2,Pedobacter2,Methylobacterium1,Planctomicrobium,Microbacteriaceae3,Sphingomonas5,Gaetbulimicrobium1,Microbacteriaceae4,Pseudomonas8,Gaetbulimicrobium2,Aureimonas,Sphingomonadaceae,Pseudomonas9,Puniceicoccus1,Massilia4,Polaromonas,Pseudomonas10,Janthinobacterium,Pseudomonas11,Acinetobacter,Pseudomonas12,Neorhizobium,Acetobacteraceae3,Pseudomonas13,Pseudomonas14,Methylobacterium2,Sphingomonas6,Rhodococcus,Escherichia,Chryseobacterium3,Puniceicoccus2,Flavobacterium,Sphingomonas7,Hymenobacter1,Sphingomonas8,Pedobacter3,Caloribacterium2,Sphingomonas9,Sphingomonas11,Persicirhabdus,Pseudomonas15,Pseudomonas29,Pseudomonas21,Pseudomonas24,Pseudomonas16,Massilia5,Sphingomonas10,Arthrobacter,Pseudomonas17,Sphingomonas12,Pseudomonas20,Comamonas,Pseudomonas19,Pseudomonas18,Brevundimonas,Sphingomonas13,Hymenobacter2,Pseudomonas22,Duganella2,Pseudomonas23,Hymenobacter3,Pseudomonas25,Rhizobium2,Staphylococcus,Sphingomonas14,Pseudomonas26,Devosia,Pseudomonas30,Pedobacter4,Acetobacteraceae4,Pseudomonas27,Pseudomonas28,Thermoproteus,Sphingomonas15,Lactococcus,Enterococcus,Sanguibacter,Ramlibacter1,Rhizobium3,Pedobacter5,Sphingomonas17,Pseudomonas35,Sphingomonas16,Sphingomonas18,Hymenobacter4,Pseudomonas32,Sphingomonas19,Epilithonimonas,Ramlibacter2,Sphingomonas21,Caloribacterium3,Pseudomonas31,Paenibacillus,Caloribacterium4,Pseudomonas33,Sphingomonas20,Caloribacterium5,Pseudomonas34,Caloribacterium6,Sphingomonas22,Methylobacterium3,Pseudomonas36,Cloacibacterium,Caloribacterium7,Caloribacterium8,Pseudomonas37,Caloribacterium9,Massilia6,Massilia7,Caloribacterium10,Massilia8,Sphingomonas23,Sphingomonas24,Methylobacterium4,Caloribacterium11,Caloribacterium12,Pseudomonas39,Microbacteriaceae5,Pseudomonas38,Sphingomonas25,Pseudomonas40,Sphingomonas26,Sphingomonas27,Phycisphaera,Caloribacterium13,Pseudomonas41,dataset.x,ROW_TOTALS,total,mtDNA,cpDNA,contam,prop_c,controls,sample_id,PNA,exclude,PlotNum,SubPlotTx,sp.id,PlotCond,sp.cond,SubPlot,txfull,LeafPos,SampType,DmgB,DmgC,DmgM,DmgS,herb.dmg,NDmgTypes,LeafCFU,logLeafCFU,LeafMTs,stem.tx
129,EL12_142,5,0,33,1,0,0,0,0,0,0,0,0,1,8,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,90,6621,2988,3458,6446,0.973568947,0,EL12_142,1,0,15,C,15_C,SA,MOCK,A1,SAC,NA,Half Leaf,y,n,n,y,1,2,0,0,0,MC
130,EL12_157,3208,3463,56,0,0,14,126,16,2688,106,0,9,25,41,9,116,0,1,0,1,418,0,0,0,46,0,0,0,0,0,0,21,0,0,1671,0,4,24,0,137,63,4,0,0,17,0,0,0,0,0,0,0,0,18,0,19,11,0,0,0,1,13,0,22,2,1,49,11,2,17,13,15,0,19,101,20,3,19,14,0,6,23,20,0,11,0,12,0,19,1,1,0,0,10,101,0,0,0,0,0,22,0,8,0,0,0,0,0,2,8,0,4,8,0,2,10,1,1,22,0,16,0,0,40,1,0,1,0,7,3,8,0,0,0,39,0,47,2,0,2,7,2,0,0,0,0,3,7,7,0,10,9,0,0,0,EL2012,13157,15608,899,193,1092,0.069964121,0,EL12_157,1,0,24,C,24_C,SA,MOCK,C1,SAC,15,Half Leaf,y,n,n,y,1,2,1760937.5,6.245743942,5,MC
131,EL12_173,1889,40,569,0,0,0,1248,0,33,7,0,0,0,13,4,83,0,0,0,0,2,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,13,58,13,0,8,0,8,12,0,0,0,0,0,0,6,0,0,10,0,2,0,1,0,11,547,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,4,0,0,6,68,0,3,0,0,4,4,2,3,5,0,0,4,0,3,3,2,0,0,5,4,0,3,0,22,7,16,4,0,0,2,3,0,0,0,3,0,2,5,3,1,0,EL2012,4859,9167,2930,1001,3931,0.42882077,0,EL12_173,1,0,20,C,20_C,SA,MOCK,B1,SAC,11,Half Leaf,NA,NA,n,n,0,0,2166.56263,3.335771248,2,MC
132,EL12_174,463,8,1495,0,1,0,618,0,4,0,0,0,1,26,4,17,0,0,2,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,2,0,22,0,2,45,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,13,4,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,5,0,0,7,0,8,0,0,0,0,3,8,0,11,0,9,7,4,1,0,0,9,8,0,0,0,1,0,1,0,3,4,0,EL2012,2873,9670,3191,3400,6591,0.681592554,0,EL12_174,1,0,20,C,20_C,SA,MOCK,D1,SAC,8,Half Leaf,NA,NA,n,n,0,0,2180.025626,3.338461599,3,MC
133,EL12_175,1777,441,504,0,0,0,29,2,4597,28,0,0,60,334,1578,62,0,4,1,1,1,0,0,0,29,0,0,0,0,0,0,0,0,3,4,0,52,10,0,0,5,0,0,0,4,0,9,0,0,2,0,0,0,2,0,11,0,0,0,0,0,6,0,12,3,7,7,4,1,1,0,5,0,2,65,6,0,2,5,0,0,1,0,0,8,1,2,0,0,109,0,0,0,1,41,0,0,0,0,0,1,3,14,0,0,0,0,0,0,6,0,0,2,0,1,3,4,0,62,10,0,0,1,6,1,2,0,1,2,1,0,0,3,1,4,6,78,0,5,0,3,0,0,2,0,1,82,1,1,0,1,3,3,0,0,EL2012,10153,12008,709,30,739,0.061542305,0,EL12_175,1,0,20,C,20_C,SA,MOCK,C1,SAC,4,Whole Leaf,NA,NA,n,n,0,0,NA,NA,NA,MC
134,EL12_193,84,19,4318,0,0,0,1,1,0,7,0,0,0,5,0,7,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,11,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1679,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,29,0,0,25,0,23,0,0,0,0,20,34,0,27,0,0,25,0,0,0,0,23,15,0,0,0,0,0,0,0,27,14,0,EL2012,6555,13819,6410,524,6934,0.501772921,0,EL12_193,1,0,24,C,24_C,SA,MOCK,D1,SAC,4,Half Leaf,yn,n,n,n,0,0,1072.535022,3.030411482,3,MC
135,EL12_195,5047,668,965,0,0,58,218,2,1129,195,1,0,5,110,4,224,1,1,0,164,40,0,0,0,114,0,0,0,0,0,0,0,0,0,160,0,1,6,0,7,316,0,0,5,25,0,0,5,0,0,0,0,1,2,0,30,5,0,0,0,0,25,1,27,0,16,18,39,28,2,2,2,0,5,23,15,3,2,21,0,3,4,4,0,30,21,3,0,2,1,0,0,0,20,18,0,0,0,0,0,3,8,12,0,0,0,0,0,2,18,0,8,20,0,0,10,0,1,16,6,0,0,7,3,3,4,0,9,12,3,1,3,10,11,20,4,20,4,5,3,12,5,0,1,4,2,1,4,13,0,7,7,7,6,0,EL2012,10139,12542,1603,30,1633,0.13020252,0,EL12_195,1,0,24,C,24_C,SA,MOCK,B1,SAC,13,Whole Leaf,y,y,n,y,1,3,NA,NA,NA,MC
136,EL12_197,7154,214,325,4,0,91,26,0,3,2,0,0,20,41,2,248,0,8,0,23,948,0,0,0,183,0,0,0,0,0,0,12,0,0,19,0,2,2,0,21,41,0,0,0,13,0,0,6,0,0,0,0,3,2,0,44,29,0,0,0,0,48,55,42,0,6,4,28,39,0,1,1,0,0,0,39,0,4,37,0,0,1,1,1,30,37,2,0,0,280,0,0,0,24,1,0,0,0,0,0,0,3,19,0,40,0,0,0,0,13,0,0,17,0,0,24,0,5,4,3,0,0,2,0,0,2,0,3,25,1,1,0,1,3,7,3,0,0,0,1,20,0,0,1,0,0,0,0,23,0,8,9,2,3,0,EL2012,10410,11534,580,31,611,0.052973817,0,EL12_197,1,0,24,C,24_C,SA,MOCK,A1,SAC,4,Whole Leaf,y,n,n,n,1,1,NA,NA,NA,MC
137,EL12_215,108,74,78,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,1,0,EL2012,348,17188,5041,11747,16788,0.97672795,0,EL12_215,1,0,20,C,20_C,SA,MOCK,A1,SAC,11,Half Leaf,y,n,n,y,1,2,467.5572519,2.669834797,1,MC
138,EL12_039,1,41,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,1144,12704,3933,7365,11298,0.889326196,0,EL12_039,1,0,31,TX,31_TX,SA,SA,A1,SATX,7,2,n,n,n,n,0,0,15422.66187,4.188159337,2,SATX
139,EL12_043,184,88,214,0,0,16,0,8,2,0,0,1606,0,32,38,11,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,30,0,0,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,7,0,0,0,3,3,1,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,27,0,0,0,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,EL2012,2375,9891,7323,98,7421,0.750278031,0,EL12_043,1,0,31,TX,31_TX,SA,SA,B1,SATX,11,2,n,n,y,n,1,1,447171.3205,5.650473942,5,SATX
140,EL12_045,4,7,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,477,7499,3034,3840,6874,0.916655554,0,EL12_045,1,0,31,TX,31_TX,SA,SA,D1,SATX,11,2,n,n,n,n,0,0,0,0,0,SATX
141,EL12_046,0,1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,415,6306,3184,2563,5747,0.911354266,0,EL12_046,1,0,31,TX,31_TX,SA,SA,C1,SATX,3,2,n,n,n,n,0,0,0,0,0,SATX
142,EL12_094,1500,42,657,0,11,35,0,71,5173,6,0,5527,5,487,656,66,0,15,0,0,391,0,0,0,35,0,0,0,54,21,0,1,0,71,219,0,1138,1,0,0,5,52,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,6,0,6,34,4,1,0,0,0,13,0,210,3,1,0,5,0,0,0,0,0,3,0,0,0,0,3,42,0,0,3,5,0,1,0,0,0,0,6,9,0,0,352,0,0,0,0,0,0,1,0,0,6,1,0,27,2,0,0,6,0,0,4,0,5,1,0,0,0,6,0,0,4,81,0,2,0,2,0,0,4,2,0,136,0,2,0,2,2,0,3,0,EL2012,17257,20499,990,272,1262,0.061563979,0,EL12_094,1,0,9,TX,9_TX,SA,SA,C1,SATX,2,Whole Leaf,n,y,y,n,1,2,NA,NA,NA,SATX
143,EL12_095,0,1,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,34,10233,1956,8222,10178,0.994625232,0,EL12_095,1,0,9,TX,9_TX,SA,SA,D1,SATX,10,Half Leaf,n,n,n,n,0,0,22428.42876,4.35079885,1,SATX
144,EL12_107,146,0,86,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,44,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,2,0,0,0,EL2012,416,14352,4656,9231,13887,0.967600334,0,EL12_107,1,0,15,TX,15_TX,SA,SA,B1,SATX,NA,Half Leaf,n,n,n,n,0,0,8185.530441,3.913046828,5,SATX
145,EL12_136,633,626,170,0,4,17,5,5,242,0,0,0,1,73,0,24,0,0,0,3,0,0,0,0,10,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,3,0,5,0,2,0,1,0,4,4,0,0,2,3,1,0,3,2,0,0,3,5,0,6,0,3,0,1,0,0,0,0,4,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,2,2,0,1,0,2,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,EL2012,1936,6923,1369,3488,4857,0.701574462,0,EL12_136,1,0,12,TX,12_TX,SA,SA,D1,SATX,5,2,y,n,n,y,1,2,7777.029627,3.890813753,5,SATX
146,EL12_137,73,379,12,0,0,4259,3,0,11,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,58,0,1,0,0,110,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,1,0,2,2,0,0,1,1,0,0,2,2,0,0,0,1,0,5,0,1,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,EL2012,5002,5572,87,278,365,0.065506102,0,EL12_137,1,0,12,TX,12_TX,SA,SA,C1,SATX,8,2,y,y,y,y,1,4,NA,NA,NA,SATX
147,EL12_138,66,159,10,0,2,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,19,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,307,7897,2012,5534,7546,0.955552742,0,EL12_138,1,0,12,TX,12_TX,SA,SA,B1,SATX,9,2,y,n,n,n,1,1,0,0,0,SATX
148,EL12_139,525,9007,1283,0,256,1,0,83,0,0,0,0,0,647,57,26,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,188,0,0,0,107,0,0,0,5,0,0,0,43,0,0,0,0,0,0,0,65,0,4,0,0,0,0,0,0,0,4,0,28,4,1,0,63,35,33,0,54,0,1,0,51,0,0,0,47,45,0,0,0,45,0,54,0,8,0,0,1,2,0,0,0,0,10,29,19,2,0,0,0,0,0,0,0,1,0,4,0,23,2,0,0,0,10,22,0,15,2,0,7,60,17,0,0,22,0,6,9,2,10,0,0,6,0,0,0,0,11,4,8,1,17,0,0,0,1,5,7,0,EL2012,13125,16563,2162,635,2797,0.168870374,0,EL12_139,1,0,12,TX,12_TX,SA,SA,A1,SATX,11,2,y,y,y,y,1,4,372135.8217,5.570701477,4,SATX
149,EL12_140,101,384,19,0,0,831,113,4,317,0,0,760,1,0,0,4,0,507,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,3,0,1,1,0,2,3,0,0,4,1,1,1,0,2,0,0,8,4,1,0,0,0,2,0,2,0,8,0,0,2,2,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,EL2012,3144,7673,2200,2126,4326,0.563795126,0,EL12_140,1,0,15,TX,15_TX,SA,SA,C1,SATX,NA,2,n,n,n,n,0,0,0,0,0,SATX
150,EL12_141,64,274,74,0,0,0,6,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,2,0,0,0,0,0,7,5,0,0,14,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,2,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,EL2012,569,9198,3960,4496,8456,0.919330289,0,EL12_141,1,0,15,TX,15_TX,SA,SA,D1,SATX,NA,2,y,n,n,n,1,1,12865.01025,4.109410136,3,SATX
151,EL12_146,62,11587,33,0,3,1,0,43,19,0,0,0,10,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,61,23,37,0,71,0,0,0,43,0,0,0,50,57,0,1,0,49,0,42,0,6,0,2,0,3,0,0,0,0,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,27,0,0,3,0,0,89,0,1,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,18,0,0,0,1,1,0,3,EL2012,12690,14292,583,672,1255,0.087811363,0,EL12_146,1,0,15,TX,15_TX,SA,SA,A1,SATX,NA,2,n,n,n,y,1,1,2843556.796,6.453861907,3,SATX
152,EL12_147,237,18,2115,0,12534,38,1,59,134,0,0,112,0,167,623,6,0,5,0,4,1,0,0,0,4,0,0,0,0,2,0,0,0,16,0,0,29,0,0,0,0,66,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,10,0,0,0,15,0,32,0,17,0,5,0,3,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,0,9,0,0,0,151,0,0,0,0,48,0,0,0,16,1,0,0,0,18,0,0,6,0,0,11,0,9,0,0,18,0,15,14,0,10,1,0,5,0,0,0,0,10,8,1,23,0,0,0,0,1,12,5,0,EL2012,16769,20581,3065,13,3078,0.149555415,PNA,EL12_147,1,0,9,TX,9_TX,SA,SA,B4,SATX,7,Half Leaf,y,y,y,n,1,3,623398576.5,8.794765806,4,SATX
153,EL12_150,6,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,EL2012,66,6514,3493,2935,6428,0.986797667,0,EL12_150,1,0,9,TX,9_TX,SA,SA,A1,SATX,13,Half Leaf,n,n,n,n,0,0,4275.397337,3.630976482,1,SATX
154,EL12_156,4414,1646,12,0,0,6,4,11,386,32,0,0,275,89,1,197,0,23,0,2,0,0,0,0,81,0,0,0,3,19,0,7,0,2,16,0,6,13,0,111,5,0,0,0,20,0,0,0,0,0,453,0,1,9,84,26,211,0,0,0,0,15,0,18,6,0,21,59,0,6,3,6,0,11,11,23,0,10,15,0,0,2,6,2,29,0,4,0,7,0,0,59,0,13,20,14,0,50,0,0,0,0,15,1,0,0,7,10,0,11,0,0,3,0,4,13,327,0,7,0,3,0,0,1,0,0,0,0,18,285,3,0,0,0,16,0,4,0,0,0,3,0,0,0,0,0,0,0,11,0,4,0,0,0,5,EL2012,9326,10931,596,125,721,0.065959199,0,EL12_156,1,0,24,TX,24_TX,SA,SA,B1,SATX,11,2,y,n,n,n,1,1,618759.827,5.791522109,5,SATX
155,EL12_176,27,15,2935,0,3,0,44,0,10,1,0,0,0,7,19,1,0,1,0,1,0,0,0,0,1,10,0,11,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,3,0,0,0,0,0,0,29,0,0,33,0,0,0,0,0,2,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,28,0,0,26,0,18,2,0,0,4,11,23,0,16,0,0,26,3,0,0,0,23,24,0,0,0,0,0,0,0,13,7,0,EL2012,3472,11142,6020,1174,7194,0.645665051,0,EL12_176,1,0,20,TX,20_TX,SA,SA,B1,SATX,8,Half Leaf,NA,NA,n,n,0,0,0,0,0,SATX
156,EL12_177,3017,4896,512,0,0,6,87,57,65,51,0,0,8,12,9,117,0,0,0,1,1,0,0,0,70,0,0,0,0,0,0,26,0,2,44,0,0,53,0,0,23,0,0,0,5,0,0,3,0,5,1,0,1,36,3,23,13,0,0,0,0,6,1,17,1,8,68,6,13,27,19,44,0,27,1,12,0,33,21,0,0,27,25,0,11,22,21,0,13,6,3,0,0,13,6,0,0,0,0,0,14,3,2,0,0,1,0,0,0,9,0,1,10,1,6,5,0,0,5,4,11,0,2,4,2,3,8,2,3,1,8,0,3,1,39,2,2,0,2,0,1,6,0,5,4,4,0,9,7,0,4,6,2,1,0,EL2012,9801,11060,767,11,778,0.07034358,0,EL12_177,1,0,20,TX,20_TX,SA,SA,C1,SATX,2,Half Leaf,n,y,n,n,1,1,1457262.747,6.163537863,3,SATX
157,EL12_178,340,42,244,0,0,3,3,0,1,115,0,4,0,1,5,11,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,4,0,0,3,0,6,1,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,2,0,0,3,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,EL2012,856,9649,2030,4359,6389,0.662141155,0,EL12_178,1,0,20,TX,20_TX,SA,SA,D1,SATX,6,Half Leaf,n,n,n,n,0,0,75.31972455,1.876908723,1,SATX
158,EL12_179,1217,2377,887,0,2,13,76,19,1174,22,0,143,1,70,2011,59,0,51,0,3,32,0,0,0,22,0,0,0,2,1,0,0,0,656,1,0,56,22,0,3,0,6,0,0,16,0,0,0,0,3,277,0,1,25,1,11,21,1,98,0,0,6,0,6,14,20,18,11,2,12,3,20,0,9,26,8,0,15,5,0,0,8,16,1,4,3,8,0,8,0,9,5,0,9,38,3,0,99,0,0,8,11,3,0,10,450,0,0,0,2,0,0,1,1,1,2,21,0,7,8,2,0,11,2,0,6,20,7,1,0,6,0,6,8,10,9,11,1,3,1,1,3,0,6,4,0,8,7,7,0,1,3,7,3,1,EL2012,10446,12913,1387,127,1514,0.117246186,0,EL12_179,1,0,20,TX,20_TX,SA,SA,A1,SATX,2,Half Leaf,n,y,y,n,1,2,147709003.2,8.169406967,3,SATX
