plot	date	time	who	condition	tx	plant	height	n.leaves	n.mines	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
37	16-Aug	14:41	AK & PTH	SA	zm	D3	68	10	9	9	4	7			6	1			
37	16-Aug	14:41	AK & PTH	SA	zm	D4	69	8	5	5	3	16			2	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	A1	36	9	0	0	4	7			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	A2	22	8	0	0	2	0			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	A3	42	9	0	0	3	14			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	A4	39	6	0	0	5	12	NA	2	0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	B1	31	12	0	0	3	1			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	B2	39	12	0	0	7	12			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	B3	36	16	0	0	4	1			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	B4	20	8	0	0	3	0	NA	6	0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	C1	46	14	0	0	6	23			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	C2	26	10	0	0	4	0			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	C3	33	10	0	0	8	6			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	C4	30	7	0	0	4	1	NA	4	0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	D1	27	11	0	0	3	0			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	D2	35	10	0	0	5	6			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	tx	D3	37	5	1	1	3	7	1	1	0	0		1	
41	16-Aug	13:07	AK & PTH	MOCK	tx	D4	42	13	1	1	4	13			0	0		1	
41	16-Aug	13:07	AK & PTH	MOCK	zm	A1	40	11	0	0	6	15			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	A2	37	10	0	0	3	8			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	A3	32	10	0	0	2	5			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	A4	25	9	0	0	2	0	NA	8	0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	B1	43	14	0	0	4	16			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	B2	42	5	0	0	3	22			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	B3	38	11	0	0	5	9			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	B4	29	8	0	0	2	2	NA	6	0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	C1	38	9	0	0	5	14			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	C2	47	10	0	0	7	16			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	C3	46	9	0	0	5	16			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	C4	43	8	2	2	7	15	NA	1	0	0			DAMAGED LEAVES TOO DRY TO SAMPLE
41	16-Aug	13:07	AK & PTH	MOCK	zm	D1	39	12	1	1	3	13			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	D2	36	10	0	0	3	6			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	D3	41	8	0	0	3	17			0	0			
41	16-Aug	13:07	AK & PTH	MOCK	zm	D4	39	11	0	0	2	13	NA	4	0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	A1	57	10	0	0	0	7			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	A2	69	11	0	0	0	17			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	A3	58	12	0	0	3	15			0	0			FUNGUS-LIKE
42	16-Aug	12:44	AK & PTH	SA	tx	A4	61	12	0	0	1	16	NA	8	0	0			FUNGUS-LIKE
42	16-Aug	12:44	AK & PTH	SA	tx	B1	62	11	0	0	1	22			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	B2	62	10	0	0	1	21			0	0			FUNGUS-LIKE
42	16-Aug	12:44	AK & PTH	SA	tx	B3	58	13	0	0	2	23			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	B4	64	13	1	1	3	18	1	8	0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	C1	42	14	0	0	0	1			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	C2	58	11	0	0	2	23			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	C3	58	11	0	0	1	26			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	C4	39	9	0	0	0	0	NA	2	0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	D1	54	9	0	0	0	13			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	D2	57	10	0	0	2	22			0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	D3	50	15	1	1	2	8	1	10	0	0			
42	16-Aug	12:44	AK & PTH	SA	tx	D4	54	14	0	0	1	19			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	A1	53	11	0	0	1	25			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	A2	45	12	0	0	1	8			0	0			STIPPLING
42	16-Aug	12:44	AK & PTH	SA	zm	A3	53	10	0	0	1	7			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	A4	45	11	0	0	1	4	NA	7	0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	B1	40	9	0	0	0	16			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	B2	40	11	0	0	1	6			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	B3	41	11	0	0	1	13			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	B4	40	15	1	1	2	14	1	5	0	0			SHORT PETIOLES
42	16-Aug	12:44	AK & PTH	SA	zm	C1	38	12	1	1	1	7	1	6	0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	C2	30	7	0	0	0	0			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	C3	49	11	0	0	2	15			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	C4	53	9	0	0	2	19			0	0			FUNGUS-LIKE
42	16-Aug	12:44	AK & PTH	SA	zm	D1	50	9	0	0	2	17			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	D2	50	14	0	0	2	21			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	D3	56	10	0	0	2	23			0	0			
42	16-Aug	12:44	AK & PTH	SA	zm	D4	57	9	0	0	1	20	NA	8	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	A1	36	9	0	0	0	5			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	A2	35	11	0	0	1	6			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	A3	42	12	0	0	2	18			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	A4	40	11	1	1	1	8	1	6	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	B1	39	10	0	0	1	12			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	B2	38	10	0	0	1	13			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	B3	40	10	0	0	1	9			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	B4	33	7	0	0	1	6	NA	7	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	C1	34	11	0	0	6	4			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	C2	39	9	0	0	1	8			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	C3	24	7	0	0	1	0			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	C4	35	11	0	0	2	5	NA	3	0	0			BEETLE DAMAGE UPPER LEAF
43	16-Aug	11:55	AK & PTH	MOCK	tx	D1	39	11	0	0	3	18			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	D2	31	7	0	0	0	9			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	D3	39	9	0	0	1	11			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	tx	D4	41	12	0	0	5	16	NA	3	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	A1	39	13	0	0	0	7			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	A2	44	12	1	1	2	22	1	7	0	0		1	
43	16-Aug	11:55	AK & PTH	MOCK	zm	A3	38	11	0	0	1	16			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	A4	41	12	0	0	1	15			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	B1	25	10	0	0	1	0			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	B2	31	7	0	0	1	5			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	B3	40	13	0	0	2	15			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	B4	31	10	0	0	1	10	NA	1	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	C1	23	8	0	0	0	0			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	C2	23	7	0	0	2	1			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	C3	34	10	0	0	2	8			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	C4	29	9	0	0	1	5	NA	4	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	D1	40	10	0	0	1	14			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	D2	39	12	1	1	2	14	1	9	0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	D3	36	10	1	1	1	12			0	0			
43	16-Aug	11:55	AK & PTH	MOCK	zm	D4	36	10	1	1	1	7			0	0		1	
46	16-Aug	11:04	AK & PTH	JA	tx	A1	29	9	6	6	2	0	2	1	3	0			
46	16-Aug	11:04	AK & PTH	JA	tx	A2	30	13	2	2	4	0			0	0			
46	16-Aug	11:04	AK & PTH	JA	tx	A3	30	10	5	5	2	0			6	0			
46	16-Aug	11:04	AK & PTH	JA	tx	A4	37	14	5	5	4	0			1	1			
46	16-Aug	11:04	AK & PTH	JA	tx	B1	51	17	9	9	3	9	3	1	1	0			
46	16-Aug	11:04	AK & PTH	JA	tx	B2	35	10	8	8	3	1			2	0			
46	16-Aug	11:04	AK & PTH	JA	tx	B3	44	9	5	5	3	3			3	0			
46	16-Aug	11:04	AK & PTH	JA	tx	B4	42	9	5	5	5	1			2	0			
46	16-Aug	11:04	AK & PTH	JA	tx	C1	42	10	6	6	5	7	3	1	4	0			
46	16-Aug	11:04	AK & PTH	JA	tx	C2	39	10	7	7	2	3			2	0		1	
46	16-Aug	11:04	AK & PTH	JA	tx	C3	38	11	4	4	5	5			3	0			
46	16-Aug	11:04	AK & PTH	JA	tx	C4	32	11	7	7	2	0			4	0			
46	16-Aug	11:04	AK & PTH	JA	tx	D1	43	9	5	5	4	8	2	1	3	0			
46	16-Aug	11:04	AK & PTH	JA	tx	D2	51	8	4	4	3	9			0	0			
46	16-Aug	11:04	AK & PTH	JA	tx	D3	35	17	10	10	6	0			2	0			
46	16-Aug	11:04	AK & PTH	JA	tx	D4	46	10	3	3	2	6			3	0			
46	16-Aug	11:04	AK & PTH	JA	zm	A1	30	9	5	5	4	0	4	3	2	0			
46	16-Aug	11:04	AK & PTH	JA	zm	A2	34	8	3	3	1	4			0	0			
46	16-Aug	11:04	AK & PTH	JA	zm	A3	39	11	8	8	5	10			2	0			
46	16-Aug	11:04	AK & PTH	JA	zm	A4	34	10	4	4	3	1			1	0			
46	16-Aug	11:04	AK & PTH	JA	zm	B1	42	14	6	6	3	1	3	4	2	0			
46	16-Aug	11:04	AK & PTH	JA	zm	B2	33	8	6	6	5	0			4	1			
46	16-Aug	11:04	AK & PTH	JA	zm	B3	30	10	6	6	3	0			2	0			
46	16-Aug	11:04	AK & PTH	JA	zm	B4	45	14	6	6	3	9			3	0			
46	16-Aug	11:04	AK & PTH	JA	zm	C1	38	11	6	6	5	3	1	2	3	1			
46	16-Aug	11:04	AK & PTH	JA	zm	C2	24	8	2	2	2	0			0	0			
46	16-Aug	11:04	AK & PTH	JA	zm	C3	36	8	1	1	1	6			1	0			
46	16-Aug	11:04	AK & PTH	JA	zm	C4	33	7	3	3	2	5			0	0			
46	16-Aug	11:04	AK & PTH	JA	zm	D1	23	11	4	4	2	0	3	4	1	0			
46	16-Aug	11:04	AK & PTH	JA	zm	D2	30	9	5	5	4	0			0	0			
46	16-Aug	11:04	AK & PTH	JA	zm	D3	42	10	6	6	4	8			2	1			
46	16-Aug	11:04	AK & PTH	JA	zm	D4	40	7	4	4	4	7			1	0			
48	16-Aug	10:18	AK & PTH	SA	tx	A1	42	12	6	6	2	11	4	5	1	0			
48	16-Aug	10:18	AK & PTH	SA	tx	A2	34	8	6	6	3	4			0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	A3	29	8	6	6	2	0			3	0			
48	16-Aug	10:18	AK & PTH	SA	tx	A4	40	7	5	5	3	14			3	0			
48	16-Aug	10:18	AK & PTH	SA	tx	B1	35	7	2	2	2	3	1	3	3	0			
48	16-Aug	10:18	AK & PTH	SA	tx	B2	35	6	3	3	2	6			3	0			
48	16-Aug	10:18	AK & PTH	SA	tx	B3	31	6	3	3	0	0			4	0			
48	16-Aug	10:18	AK & PTH	SA	tx	B4	34	4	2	2	1	3			0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	C1	41	9	4	4	2	7	3	5	0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	C2	13	5	2	2	1	0			0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	C3	38	8	1	1	1	4			0	0		1	
48	16-Aug	10:18	AK & PTH	SA	tx	C4	36	9	3	3	2	3			0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	D1	41	13	5	5	4	16	1	7	3	0			
48	16-Aug	10:18	AK & PTH	SA	tx	D2	33	7	1	1	1	2			2	0			
48	16-Aug	10:18	AK & PTH	SA	tx	D3	39	7	4	4	2	6			0	0			
48	16-Aug	10:18	AK & PTH	SA	tx	D4	43	8	5	5	2	9			3	0			
48	16-Aug	10:18	AK & PTH	SA	zm	A1	49	10	6	6	3	5	4	3	2	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	A2	49	10	9	9	2	9			0	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	A3	47	9	8	8	4	11			4	1			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	A4	40	8	7	7	2	2			2	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	B1	45	10	7	7	2	3	3	2	2	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	B2	49	11	9	9	4	8			2	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	B3	42	8	6	6	3	0			1	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	B4	49	8	4	4	2	0			0	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	C1	46	9	6	6	3	6	3	1	1	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	C2	54	8	5	5	3	0			0	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	C3	43	9	6	6	3	9			1	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	C4	41	10	7	7	3	12			1	0			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	D1	41	8	7	7	2	0	4	NA	0	1			CONTROL SOMEWHAT FLATTENED
48	16-Aug	10:18	AK & PTH	SA	zm	D2	50	11	7	7	2	9			0	1			CONTROL SOMEWHAT FLATTENED
