samples	Sphingomonas1	Pseudomonas1	Caloribacterium1	Acetobacteraceae1	Pseudomonas2	Pseudomonas3	Massilia1	Pseudomonas4	Massilia2	Sphingomonas2	Xanthomonas	Pseudomonas5	Duganella1	Microbacteriaceae2	Microbacteriaceae1	Sphingomonas3	Geobacillus	Clavibacter	Pseudomonas6	Massilia3	Pedobacter1	Acetobacteraceae2	Anoxybacillus	Pseudomonas7	Sphingomonas4	Rhizobium1	Pseudaminobacter	Hyphomicrobium	Chryseobacterium1	Chryseobacterium2	Pedobacter2	Methylobacterium1	Planctomicrobium	Microbacteriaceae3	Sphingomonas5	Gaetbulimicrobium1	Microbacteriaceae4	Pseudomonas8	Gaetbulimicrobium2	Aureimonas	Sphingomonadaceae	Pseudomonas9	Puniceicoccus1	Massilia4	Polaromonas	Pseudomonas10	Janthinobacterium	Pseudomonas11	Acinetobacter	Pseudomonas12	Neorhizobium	Acetobacteraceae3	Pseudomonas13	Pseudomonas14	Methylobacterium2	Sphingomonas6	Rhodococcus	Escherichia	Chryseobacterium3	Puniceicoccus2	Flavobacterium	Sphingomonas7	Hymenobacter1	Sphingomonas8	Pedobacter3	Caloribacterium2	Sphingomonas9	Sphingomonas11	Persicirhabdus	Pseudomonas15	Pseudomonas29	Pseudomonas21	Pseudomonas24	Pseudomonas16	Massilia5	Sphingomonas10	Arthrobacter	Pseudomonas17	Sphingomonas12	Pseudomonas20	Comamonas	Pseudomonas19	Pseudomonas18	Brevundimonas	Sphingomonas13	Hymenobacter2	Pseudomonas22	Duganella2	Pseudomonas23	Hymenobacter3	Pseudomonas25	Rhizobium2	Staphylococcus	Sphingomonas14	Pseudomonas26	Devosia	Pseudomonas30	Pedobacter4	Acetobacteraceae4	Pseudomonas27	Pseudomonas28	Thermoproteus	Sphingomonas15	Lactococcus	Enterococcus	Sanguibacter	Ramlibacter1	Rhizobium3	Pedobacter5	Sphingomonas17	Pseudomonas35	Sphingomonas16	Sphingomonas18	Hymenobacter4	Pseudomonas32	Sphingomonas19	Epilithonimonas	Ramlibacter2	Sphingomonas21	Caloribacterium3	Pseudomonas31	Paenibacillus	Caloribacterium4	Pseudomonas33	Sphingomonas20	Caloribacterium5	Pseudomonas34	Caloribacterium6	Sphingomonas22	Methylobacterium3	Pseudomonas36	Cloacibacterium	Caloribacterium7	Caloribacterium8	Pseudomonas37	Caloribacterium9	Massilia6	Massilia7	Caloribacterium10	Massilia8	Sphingomonas23	Sphingomonas24	Methylobacterium4	Caloribacterium11	Caloribacterium12	Pseudomonas39	Microbacteriaceae5	Pseudomonas38	Sphingomonas25	Pseudomonas40	Sphingomonas26	Sphingomonas27	Phycisphaera	Caloribacterium13	Pseudomonas41	ROW_TOTALS	total_old	mtDNA	cpDNA	total	contam	prop_c	controls	exclude	in_MED	sample_mass	PlotNum	SubPlotTx	sp.cond	PlotCond	txfull	DmgM	herb.dmg.old	herb.dmg	stem.tx
NPB13_037_TU	9	208	24	0	2	1	0	6	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	284	9757	4606	4827	9717	9433	0.9708	0	0	NPB13_037_TU	0.0388	37	TX	SA	SA	SATX	n	0	0	SATX
NPB13_056_CU	26	25	14	6	19	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	142	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	12212	4691	7145	12138	11836	0.9751	0	0	NPB13_056_CU	0.092	56	C	MOCK	SA	SAC	n	0	0	MC
NPB13_008_TU	87	60	95	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	34	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	330	6217	2613	3144	6087	5757	0.9458	0	0	NPB13_008_TU	0.106	8	TX	SA	SA	SATX	n	0	0	SATX
NPB13_058_TD	0	142	79	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	333	8546	3160	4878	8371	8038	0.9602	0	0	NPB13_058_TD	0.086	58	TX	MOCK	M	MTX	y	1	1	MC
NPB13_006_TU	6	157	44	0	21	0	0	0	0	0	0	19	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	3	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	347	9470	3899	5149	9395	9048	0.9631	0	0	NPB13_006_TU	0.116	6	TX	JA	JA	JATX	n	0	0	JATX
NPB13_051_TU	19	26	161	0	0	0	0	1	0	0	0	41	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	369	11634	3949	7258	11576	11207	0.9681	0	0	NPB13_051_TU	0.103	51	TX	SA	SA	SATX	n	0	0	SATX
NPB13_010_CU	20	173	134	0	19	0	0	3	0	0	0	8	0	0	13	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	406	7075	2514	4112	7032	6626	0.9423	0	0	NPB13_010_CU	0.0866	10	C	MOCK	M	MC	n	0	0	MC
NPB13_031_CU	9	310	26	0	0	0	0	0	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	417	22808	18061	4175	22653	22236	0.9816	0	0	NPB13_031_CU	0.0922	31	C	MOCK	M	MC	n	0	0	MC
NPB13_033_CU	18	165	136	0	41	14	0	4	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	1	1	0	2	0	0	0	3	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	434	11801	4016	7260	11710	11276	0.9629	0	0	NPB13_033_CU	0.096	33	C	MOCK	SA	SAC	n	0	0	MC
NPB13_031_TU	92	257	40	0	2	0	0	1	0	1	0	8	0	1	10	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	2	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	8083	4125	3467	8046	7592	0.9436	0	0	NPB13_031_TU	0.0943	31	TX	MOCK	M	MTX	n	0	0	MC
NPB13_041_TD	10	385	10	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	9	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	483	7336	2485	4230	7198	6715	0.9329	0	0	NPB13_041_TD	0.026	41	TX	MOCK	M	MTX	n	1	0	MC
NPB13_054_CU	85	308	37	0	0	0	0	1	6	0	0	0	47	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0	0	3	2	0	0	0	1	2	0	0	0	1	4	1	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	9249	3308	5289	9134	8597	0.9412	0	0	NPB13_054_CU	0.091	54	C	MOCK	SA	SAC	n	0	0	MC
NPB13_054_TU	152	80	24	0	0	10	54	0	1	0	2	4	80	0	0	9	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1	0	3	0	0	37	0	0	0	25	0	0	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	16072	7850	7605	15993	15455	0.9664	0	0	NPB13_054_TU	0.0897	54	TX	SA	SA	SATX	n	0	0	SATX
NPB13_018_CU	0	527	6	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	4	0	0	0	4	0	12	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	590	12732	11144	961	12695	12105	0.9535	0	0	NPB13_018_CU	0.0826	18	C	MOCK	M	MC	n	0	0	MC
NPB13_046_TU	38	405	17	1	33	15	1	16	2	0	0	23	10	0	0	2	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	5	0	1	8	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	4	0	1	1	7	0	6	0	1	1	0	0	0	3	3	1	0	2	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	665	14143	9795	3593	14053	13388	0.9527	0	0	NPB13_046_TU	0.0956	46	TX	JA	JA	JATX	n	0	0	JATX
NPB13_030_CU	21	23	4	0	111	51	0	0	2	0	0	45	18	0	0	3	0	0	106	1	0	0	0	97	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	6	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	666	6833	2605	3196	6467	5801	0.8970	0	0	NPB13_030_CU	0.0746	30	C	MOCK	SA	SAC	n	0	0	MC
NPB13_040_TU	15	14	4	0	2	0	0	617	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	11086	5827	4537	11043	10364	0.9385	0	0	NPB13_040_TU	0.0822	40	TX	SA	SA	SATX	n	0	0	SATX
NPB13_045_TU	38	363	33	4	45	8	0	45	1	0	0	9	11	3	35	0	0	0	0	1	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	23	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	2	0	4	0	0	0	2	0	0	2	4	2	0	2	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	710	4789	1737	1588	4035	3325	0.8240	0	0	NPB13_045_TU	0.125	45	TX	JA	JA	JATX	n	0	0	JATX
NPB13_015_CU	194	129	35	0	24	16	17	13	0	1	0	160	2	0	30	15	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	38	0	3	1	0	2	0	2	0	1	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	747	6419	2685	2899	6331	5584	0.8820	0	0	NPB13_015_CU	0.0921	15	C	MOCK	M	MC	n	0	0	MC
NPB13_043_TD	0	353	0	0	0	0	0	5	0	0	0	7	298	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	750	12039	6496	4587	11833	11083	0.9366	0	0	NPB13_043_TD	0.0243	43	TX	MOCK	M	MTX	y	1	1	MC
NPB13_029_TU	10	343	33	0	30	2	1	12	1	0	0	14	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	19	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0	19	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	196	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	754	14790	5677	7818	14249	13495	0.9471	0	0	NPB13_029_TU	0.0739	29	TX	JA	JA	JATX	n	0	0	JATX
NPB13_012_CU	5	467	66	0	5	0	0	5	0	0	3	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	6	2	1	0	1	0	0	0	5	0	0	0	1	1	0	0	0	1	0	2	0	0	0	134	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	5	780	13955	3499	9321	13600	12820	0.9426	0	0	NPB13_012_CU	0.0819	12	C	MOCK	JA	JAC	n	0	0	MC
NPB13_017_TD	145	514	4	0	0	0	0	1	0	9	0	0	0	1	0	9	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	10	5	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	1	2	4	0	4	0	0	0	2	0	0	0	4	2	1	0	0	3	0	3	0	1	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	8	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	785	16714	15105	493	16383	15598	0.9521	0	0	NPB13_017_TD	0.0612	17	TX	JA	JA	JATX	y	1	1	JATX
NPB13_001_TU	282	110	90	0	58	0	80	19	0	0	0	6	29	3	0	21	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	1	0	0	30	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	1	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	2	1	0	801	8986	4227	3551	8579	7778	0.9066	0	0	NPB13_001_TU	0.12	1	TX	JA	JA	JATX	n	0	0	JATX
NPB13_058_TU	165	321	10	0	1	0	82	3	26	12	1	6	43	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	4	0	6	3	0	0	0	0	0	0	93	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	24	3	2	0	11	1	2	0	0	0	3	0	3	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	9485	3750	4630	9250	8380	0.9059	0	0	NPB13_058_TU	0.097	58	TX	MOCK	M	MTX	n	0	0	MC
NPB13_043_TU	647	103	19	0	1	0	0	0	0	0	3	0	6	1	0	25	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	5	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	9	0	0	0	7	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	884	7589	4409	2193	7486	6602	0.8819	0	0	NPB13_043_TU	0.0892	43	TX	MOCK	M	MTX	n	0	0	MC
NPB13_011_TU	586	26	160	0	2	2	0	1	0	4	0	7	0	0	29	17	0	0	9	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	4	0	0	5	1	0	1	0	0	0	5	0	1	1	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	2	0	929	11294	3315	6963	11207	10278	0.9171	0	0	NPB13_011_TU	0.0866	11	TX	SA	SA	SATX	n	0	0	SATX
NPB13_027_CU	73	473	21	0	21	18	0	97	31	0	0	40	16	0	0	2	0	0	17	19	0	0	0	24	1	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	52	0	0	0	0	0	0	1	0	0	8	0	14	0	0	0	0	1	0	1	0	1	0	0	6	3	0	4	1	1	0	2	1	0	10	7	1	0	0	0	3	4	8	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1022	12652	4636	6812	12470	11448	0.9180	0	0	NPB13_027_CU	0.0741	27	C	MOCK	JA	JAC	n	0	0	MC
NPB13_044_TU	35	891	6	0	0	2	0	8	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	5	8	0	4	0	0	0	4	0	0	0	2	10	0	0	0	5	0	5	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1032	19714	17310	1233	19575	18543	0.9473	0	0	NPB13_044_TU	0.1023	44	TX	JA	JA	JATX	n	0	0	JATX
NPB13_009_CU	157	265	455	0	11	15	0	3	0	5	0	0	0	0	10	8	0	0	10	0	0	0	0	12	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	5	0	1	0	1	2	1	0	3	0	0	0	3	0	0	2	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	4	0	5	0	0	3	0	1	0	0	0	0	2	3	0	3	0	0	2	0	0	0	0	3	2	0	0	0	1	0	0	0	2	3	0	1047	12244	4187	6870	12104	11057	0.9135	0	0	NPB13_009_CU	0.068	9	C	MOCK	M	MC	n	0	0	MC
NPB13_048_CU	43	730	16	0	5	0	0	20	18	0	1	4	0	0	5	2	0	0	0	13	0	0	146	7	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	0	4	0	1	0	3	1	0	5	2	4	0	0	0	1	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1113	10775	4568	4868	10549	9436	0.8945	0	0	NPB13_048_CU	0.0769	48	C	MOCK	SA	SAC	n	0	0	MC
NPB13_015_TU	28	972	45	0	0	6	0	2	1	0	0	0	11	0	0	2	0	0	3	2	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	1	0	3	0	0	0	8	0	0	0	6	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1149	1281	81	17	1247	98	0.0786	0	0	NPB13_015_TU	0.1042	15	TX	MOCK	M	MTX	n	0	0	MC
